neo_id,name,discovery_date,potentially_hazardous
2003 SY4,(2003 SY4),2003-09-17,0
2003 SK5,(2003 SK5),2003-09-16,0
2003 SL5,(2003 SL5),2003-09-17,0
2003 SY17,(2003 SY17),2000-09-03,0
2003 SK36,(2003 SK36),2003-09-19,0
2003 SL36,(2003 SL36),2003-09-19,0
2003 SH84,(2003 SH84),2003-09-19,0
2003 SK84,(2003 SK84),2003-09-19,1
2003 SR84,(2003 SR84),2003-09-20,0
2003 SS84,(2003 SS84),2003-09-20,1
2003 SU84,(2003 SU84),2003-09-20,0
2003 SA85,(2003 SA85),2003-09-21,0
2003 SW130,(2003 SW130),2003-09-20,0
2003 SV159,(2003 SV159),2003-09-22,0
2003 SF170,(2003 SF170),2003-09-23,0
2003 SJ170,(2003 SJ170),2003-09-24,0
2003 SN214,(2003 SN214),2003-09-21,0
2003 SS214,(2003 SS214),2003-09-26,0
2003 SU214,(2003 SU214),2003-09-27,0
2003 SH215,(2003 SH215),2003-09-24,0
2003 SK215,(2003 SK215),2003-09-28,0
2003 SL215,(2003 SL215),2003-09-28,0
2003 SM215,(2003 SM215),2003-09-28,0
2003 SN215,(2003 SN215),2003-09-28,0
2003 SQ222,(2003 SQ222),2003-09-28,0
2003 TK1,(2003 TK1),2003-10-04,0
2003 TL1,(2003 TL1),2003-09-21,0
2003 TM1,(2003 TM1),2003-10-05,0
2003 TG2,(2003 TG2),2003-10-05,0
2003 TH2,(2003 TH2),2003-10-05,0
2003 TK2,(2003 TK2),2003-10-06,1
2003 TO9,(2003 TO9),2003-09-18,1
2003 TR9,(2003 TR9),2003-10-09,1
2003 TT9,(2003 TT9),2003-10-15,0
2003 TX9,(2003 TX9),2003-10-01,0
2003 UE,(2003 UE),2003-10-16,0
2003 UM3,(2003 UM3),2003-10-17,0
2003 UQ3,(2003 UQ3),2003-10-17,0
2003 UB5,(2003 UB5),2003-10-17,1
2003 UC5,(2003 UC5),2003-10-17,0
2003 UD5,(2003 UD5),2003-10-18,0
2003 UW5,(2003 UW5),2003-10-18,0
2003 UX5,(2003 UX5),2003-10-18,1
2003 UE8,(2003 UE8),2003-10-18,0
2003 UL9,(2003 UL9),2003-10-19,0
2003 UC10,(2003 UC10),2003-10-20,0
2003 UO12,(2003 UO12),2003-10-21,0
2003 UP12,(2003 UP12),2003-10-21,0
2003 UQ12,(2003 UQ12),2003-10-21,0
2003 UY12,(2003 UY12),2003-10-17,0
2003 UY19,(2003 UY19),2003-10-21,0
2003 UB22,(2003 UB22),2003-10-22,0
2003 UC22,(2003 UC22),2003-10-22,0
2003 UE22,(2003 UE22),2003-10-23,0
2003 UG22,(2003 UG22),2003-10-22,0
2003 UP24,(2003 UP24),2003-10-23,0
2003 UO25,(2003 UO25),2003-10-24,0
2003 UP25,(2003 UP25),2003-10-24,0
2003 UQ25,(2003 UQ25),2003-10-24,0
2003 UR25,(2003 UR25),2003-10-25,0
2003 UW26,(2003 UW26),2003-10-24,0
2003 UX26,(2003 UX26),2003-10-25,0
2003 UT55,(2003 UT55),2003-10-26,0
2003 VE1,(2003 VE1),2003-11-05,1
2003 WE,(2003 WE),2003-11-17,0
2003 WG,(2003 WG),2003-11-18,1
2003 WP7,(2003 WP7),2003-11-19,0
2003 WP21,(2003 WP21),2003-11-20,1
2003 WQ21,(2003 WQ21),2003-11-20,0
2003 WU21,(2003 WU21),2003-11-20,0
2003 WR25,(2003 WR25),2003-11-21,0
2003 WW26,(2003 WW26),2003-11-21,0
2003 WY87,(2003 WY87),2003-11-24,0
2003 WH98,(2003 WH98),2003-11-26,0
2003 WJ98,(2003 WJ98),2003-11-26,0
2003 WO151,(2003 WO151),2003-10-03,0
2003 WT153,(2003 WT153),2003-11-29,0
2003 WU153,(2003 WU153),2003-11-26,0
2003 WY153,(2003 WY153),2003-11-29,0
2003 WE157,(2003 WE157),2003-11-29,0
2003 WC158,(2003 WC158),2003-08-22,1
2003 WH166,(2003 WH166),2003-11-19,1
2003 XK,(2003 XK),2003-12-01,0
2003 XM,(2003 XM),2003-12-03,1
2003 XV,(2003 XV),2003-12-01,0
2003 XJ7,(2003 XJ7),2003-12-05,0
2003 XH10,(2003 XH10),2003-12-04,0
2003 XZ12,(2003 XZ12),2003-12-15,0
2003 YM1,(2003 YM1),2003-12-17,0
2003 YN1,(2003 YN1),2003-12-15,0
2003 YP1,(2003 YP1),2003-12-05,1
2003 YQ1,(2003 YQ1),2003-12-18,0
2003 YR1,(2003 YR1),2003-12-18,0
2003 YS1,(2003 YS1),2003-12-17,0
2003 YW1,(2003 YW1),2003-11-30,0
2003 YP3,(2003 YP3),2003-12-19,0
2003 YN7,(2003 YN7),2003-12-19,0
2003 YS17,(2003 YS17),2003-12-21,1
2003 YD45,(2003 YD45),2003-12-20,1
2003 YS70,(2003 YS70),2003-12-22,0
2003 YT70,(2003 YT70),2003-12-22,0
2003 YP94,(2003 YP94),2003-12-22,0
2003 YN107,(2003 YN107),2003-12-20,0
2003 YH111,(2003 YH111),2003-12-27,0
2003 YR117,(2003 YR117),2003-12-28,0
2003 YL118,(2003 YL118),2003-12-28,1
2003 YG136,(2003 YG136),2003-12-28,0
2003 YH136,(2003 YH136),2003-12-28,1
2003 YJ136,(2003 YJ136),2003-12-29,0
2004 AC,(2004 AC),2004-01-04,0
2004 AD,(2004 AD),2004-01-04,0
2004 AM,(2004 AM),2004-01-12,0
2004 AD1,(2004 AD1),2004-01-13,0
2004 AY1,(2004 AY1),2004-01-13,0
2004 AE6,(2004 AE6),2004-01-15,0
2004 BY1,(2004 BY1),2004-01-17,0
2004 BF11,(2004 BF11),2004-01-18,0
2004 BH11,(2004 BH11),2004-01-18,0
2004 BJ11,(2004 BJ11),2004-01-18,0
2004 BK11,(2004 BK11),2004-01-18,0
2004 BM11,(2004 BM11),2004-01-18,0
2004 BV18,(2004 BV18),2004-01-19,0
2004 BW18,(2004 BW18),2003-12-30,0
2004 BZ18,(2004 BZ18),2004-01-19,0
2004 BY21,(2004 BY21),2004-01-19,0
2004 BG41,(2004 BG41),2004-01-22,0
2004 BN41,(2004 BN41),2004-01-23,0
2004 BT58,(2004 BT58),2004-01-23,0
2004 BX58,(2004 BX58),2004-01-23,0
2004 BZ74,(2004 BZ74),2004-01-27,0
2004 BA75,(2004 BA75),2004-01-27,0
2004 BB75,(2004 BB75),2004-01-28,0
2004 BF85,(2004 BF85),2004-01-06,0
2004 BE86,(2004 BE86),2003-12-27,0
2004 BK86,(2004 BK86),2004-01-30,0
2004 BP160,(2004 BP160),2004-01-22,0
2004 CC,(2004 CC),2004-02-02,0
2004 CQ,(2004 CQ),2004-02-10,0
2004 CS,(2004 CS),2004-02-10,0
2004 CZ1,(2004 CZ1),2004-02-12,0
2004 CA2,(2004 CA2),2004-02-12,0
2004 CR2,(2004 CR2),2004-02-12,0
2004 CD39,(2004 CD39),2004-02-14,0
2004 CE39,(2004 CE39),2004-02-14,0
2004 DK1,(2004 DK1),2004-02-17,0
2004 DL1,(2004 DL1),2004-02-18,0
2004 DF2,(2004 DF2),2004-02-19,0
2004 DM44,(2004 DM44),2004-02-25,1
2004 DA53,(2004 DA53),2004-02-26,0
2004 EH1,(2004 EH1),2004-03-14,1
2004 EJ1,(2004 EJ1),2004-02-17,0
2004 EL20,(2004 EL20),2004-03-14,0
2004 ER21,(2004 ER21),2004-03-15,0
2004 ET21,(2004 ET21),2004-03-15,0
2004 EU22,(2004 EU22),2004-03-15,0
2004 FA,(2004 FA),2004-03-16,0
2004 FD,(2004 FD),2004-03-16,0
2004 FE,(2004 FE),2004-02-12,0
2004 FH,(2004 FH),2004-03-16,0
2004 FW1,(2004 FW1),2004-03-10,1
2004 FX1,(2004 FX1),2004-03-17,0
2004 FY1,(2004 FY1),2004-03-17,0
2004 FK2,(2004 FK2),2004-03-18,0
2004 FY3,(2004 FY3),2004-03-19,0
2004 FD4,(2004 FD4),2004-03-18,0
2004 FE4,(2004 FE4),2004-03-19,0
2004 FM4,(2004 FM4),2004-03-19,0
2004 FP4,(2004 FP4),2004-03-20,0
2004 FA5,(2004 FA5),2004-03-20,0
2004 FK5,(2004 FK5),2004-03-22,0
2004 FZ5,(2004 FZ5),2004-03-19,0
2004 FN8,(2004 FN8),2004-03-23,0
2004 FJ11,(2004 FJ11),2004-03-15,1
2004 FY15,(2004 FY15),2004-03-26,0
2004 FB16,(2004 FB16),2004-03-23,0
2004 FN17,(2004 FN17),2004-03-27,0
2004 FB18,(2004 FB18),2004-03-28,0
2004 FC18,(2004 FC18),2004-03-27,0
2004 FG29,(2004 FG29),2004-03-29,0
2004 FH29,(2004 FH29),2004-03-29,0
2004 FJ31,(2004 FJ31),2004-03-29,0
2004 FY31,(2004 FY31),2004-02-17,1
2004 FM32,(2004 FM32),2004-03-30,0
2004 FU162,(2004 FU162),2004-03-31,0
2004 GA,(2004 GA),2004-04-07,0
2004 GD,(2004 GD),2004-04-09,0
2004 GB2,(2004 GB2),2004-04-08,1
2004 GD2,(2004 GD2),2004-04-12,0
2004 GE2,(2004 GE2),2004-04-12,1
2004 GZ14,(2004 GZ14),2004-04-14,0
2004 GB19,(2004 GB19),2004-04-15,0
2004 GC19,(2004 GC19),2004-04-15,0
2004 HB,(2004 HB),2004-04-16,0
2004 HD,(2004 HD),2004-04-16,0
2004 HE,(2004 HE),2004-04-16,0
2004 HL,(2004 HL),2004-04-16,0
2004 HM,(2004 HM),2004-04-16,0
2004 HZ,(2004 HZ),2004-04-19,0
2004 HA1,(2004 HA1),2004-04-19,0
2004 HQ1,(2004 HQ1),2004-04-19,0
2004 HD2,(2004 HD2),2004-04-20,1
2004 HF12,(2004 HF12),2004-04-20,1
2004 HG12,(2004 HG12),2004-04-21,1
2004 HH20,(2004 HH20),2004-04-21,0
2004 HC33,(2004 HC33),2004-04-23,0
2004 HT38,(2004 HT38),2004-04-24,0
2004 HA39,(2004 HA39),2004-04-25,0
2004 HB39,(2004 HB39),2004-04-25,0
2004 HC39,(2004 HC39),2004-04-22,1
2004 HW53,(2004 HW53),2004-04-26,0
2004 HX53,(2004 HX53),2004-04-26,0
2004 HR56,(2004 HR56),2004-04-25,0
2004 HS56,(2004 HS56),2004-04-27,0
2004 HT59,(2004 HT59),2004-04-24,0
2004 JB,(2004 JB),2004-05-01,0
2004 JC,(2004 JC),2004-05-08,0
2004 JN1,(2004 JN1),2004-05-11,0
2004 JO1,(2004 JO1),2004-05-11,0
2004 JP1,(2004 JP1),2004-05-11,0
2004 JR1,(2004 JR1),1999-06-10,0
2004 JO12,(2004 JO12),2004-05-14,0
2004 JP12,(2004 JP12),2004-05-13,0
2004 JO20,(2004 JO20),2004-05-15,0
2004 JU20,(2004 JU20),2004-05-13,0
2004 JV20,(2004 JV20),2004-05-15,0
2004 KA,(2004 KA),2004-05-10,0
2004 KB,(2004 KB),2004-05-16,1
2004 KZ,(2004 KZ),2004-05-18,0
2004 KF1,(2004 KF1),2004-05-19,0
2004 KG1,(2004 KG1),2004-05-19,0
2004 KN10,(2004 KN10),2004-05-21,0
2004 KF15,(2004 KF15),2004-05-10,0
2004 KE17,(2004 KE17),2004-05-28,1
2004 KF17,(2004 KF17),2004-05-28,0
2004 KG17,(2004 KG17),2004-05-28,0
2004 LB,(2004 LB),2004-06-07,1
2004 LC,(2004 LC),2004-06-08,0
2004 LK,(2004 LK),2004-06-09,0
2004 LV,(2004 LV),2004-06-09,0
2004 LB1,(2004 LB1),2004-06-10,0
2004 LB2,(2004 LB2),2004-06-11,0
2004 LD2,(2004 LD2),2004-06-11,0
2004 LO2,(2004 LO2),2004-06-11,0
2004 LX5,(2004 LX5),2004-06-12,0
2004 LY5,(2004 LY5),2004-06-12,1
2004 LZ5,(2004 LZ5),2004-06-13,0
2004 LA6,(2004 LA6),2004-06-13,0
2004 LA10,(2004 LA10),2004-06-14,0
2004 MC,(2004 MC),2004-06-15,0
2004 MN1,(2004 MN1),2004-06-16,0
2004 MO1,(2004 MO1),2004-06-17,0
2004 MP1,(2004 MP1),2004-06-17,0
2004 MR1,(2004 MR1),2004-06-18,0
2004 MS1,(2004 MS1),2004-06-18,0
2004 MV2,(2004 MV2),2004-06-19,0
2004 MX2,(2004 MX2),2004-06-20,1
2004 MO3,(2004 MO3),2004-06-21,0
2004 MO4,(2004 MO4),2004-06-22,0
2004 MB6,(2004 MB6),2004-06-22,0
2004 MQ6,(2004 MQ6),2004-06-26,0
2004 MP7,(2004 MP7),2004-06-26,1
2004 NF3,(2004 NF3),2004-07-11,0
2004 NU7,(2004 NU7),2004-07-14,0
2004 NK8,(2004 NK8),2004-07-15,0
2004 NM8,(2004 NM8),2004-07-15,0
2004 OD4,(2004 OD4),2004-07-17,0
2004 OF6,(2004 OF6),2004-07-20,0
2004 OW10,(2004 OW10),2004-07-25,0
2004 PJ,(2004 PJ),2004-06-14,0
2004 PM2,(2004 PM2),2004-08-08,0
2004 PZ19,(2004 PZ19),2004-08-09,0
2004 PE20,(2004 PE20),2004-06-27,0
2004 PF20,(2004 PF20),2004-08-09,0
2004 PG20,(2004 PG20),2004-08-09,0
2004 PY27,(2004 PY27),2004-08-09,0
2004 PU42,(2004 PU42),2004-08-11,0
2004 PR92,(2004 PR92),2004-08-12,0
2004 PS92,(2004 PS92),2004-08-12,0
2004 PB97,(2004 PB97),2004-08-11,0
2004 PD97,(2004 PD97),2004-08-12,0
2004 QB,(2004 QB),2004-08-16,1
2004 QZ1,(2004 QZ1),2004-08-20,0
2004 QA2,(2004 QA2),2004-08-20,0
2004 QX2,(2004 QX2),2004-08-20,1
2004 QB3,(2004 QB3),2004-08-21,0
2004 QD3,(2004 QD3),2004-08-21,0
2004 QR4,(2004 QR4),2004-08-20,0
2004 QN5,(2004 QN5),2004-08-22,0
2004 QO5,(2004 QO5),2004-08-20,0
2004 QG13,(2004 QG13),2004-08-24,0
2004 QJ13,(2004 QJ13),2004-08-23,0
2004 QF14,(2004 QF14),2004-08-25,0
2004 QA22,(2004 QA22),2004-08-25,0
2004 QN22,(2004 QN22),2004-08-25,0
2004 RV2,(2004 RV2),2004-09-06,0
2004 RW2,(2004 RW2),2004-09-06,0
2004 RJ9,(2004 RJ9),2004-09-06,0
2004 RQ10,(2004 RQ10),2004-09-08,1
2004 RW10,(2004 RW10),2004-03-23,1
2004 RY10,(2004 RY10),2004-09-08,1
2004 RB11,(2004 RB11),2004-09-08,0
2004 RC11,(2004 RC11),2004-09-08,0
2004 RS25,(2004 RS25),2004-09-09,0
2004 RC80,(2004 RC80),2004-09-09,0
2004 RE84,(2004 RE84),2004-09-10,1
2004 RQ109,(2004 RQ109),2004-09-09,0
2004 RS109,(2004 RS109),2004-09-10,0
2004 RU109,(2004 RU109),2004-09-11,0
2004 RY109,(2004 RY109),2004-09-11,1
2004 RN111,(2004 RN111),2004-09-12,0
2004 RO111,(2004 RO111),2004-09-12,0
2004 RG164,(2004 RG164),2004-09-10,0
2004 RU164,(2004 RU164),2004-09-10,0
2004 RV164,(2004 RV164),2004-09-13,0
2004 RX164,(2004 RX164),2004-09-13,0
2004 RY164,(2004 RY164),2004-09-13,0
2004 RZ164,(2004 RZ164),2004-08-23,1
2004 RX165,(2004 RX165),2004-09-13,0
2004 RL251,(2004 RL251),2004-09-14,0
2004 RN251,(2004 RN251),2004-09-15,0
2004 RC252,(2004 RC252),2004-09-15,0
2004 RQ252,(2004 RQ252),2004-09-15,0
2004 RH357,(2004 RH357),2004-09-11,0
2004 SA,(2004 SA),2004-09-16,0
2004 SR,(2004 SR),2004-09-14,0
2004 SS,(2004 SS),2004-09-14,1
2004 SA1,(2004 SA1),2004-09-17,0
2004 SB1,(2004 SB1),1995-09-20,0
2004 ST2,(2004 ST2),2004-09-18,0
2004 SY4,(2004 SY4),2004-09-19,0
2004 SA20,(2004 SA20),2004-09-21,0
2004 SD26,(2004 SD26),2004-09-21,0
2004 SE26,(2004 SE26),2004-09-21,0
2004 SR26,(2004 SR26),2004-09-22,0
2004 SS26,(2004 SS26),2004-09-22,0
2004 ST26,(2004 ST26),2004-09-23,0
2004 SU26,(2004 SU26),2004-09-23,0
2004 SW26,(2004 SW26),2004-09-23,0
2004 SU55,(2004 SU55),2004-09-22,0
2004 SC56,(2004 SC56),2004-09-25,0
2004 TA1,(2004 TA1),2004-10-05,0
2004 TN1,(2004 TN1),2004-10-05,1
2004 TE8,(2004 TE8),2004-10-05,0
2004 TB10,(2004 TB10),2004-10-07,1
2004 TD10,(2004 TD10),2004-10-07,0
2004 TE10,(2004 TE10),2004-10-07,0
2004 TF10,(2004 TF10),2004-10-08,0
2004 TJ10,(2004 TJ10),2004-10-08,0
2004 TL10,(2004 TL10),2004-10-08,1
2004 TU11,(2004 TU11),2004-10-08,0
2004 TV11,(2004 TV11),2004-10-09,0
2004 TW11,(2004 TW11),2004-10-09,0
2004 TT12,(2004 TT12),2004-10-04,0
2004 TP13,(2004 TP13),2004-10-08,0
2004 TK14,(2004 TK14),2004-10-09,0
2004 TC18,(2004 TC18),2004-10-12,0
2004 TD18,(2004 TD18),2004-10-07,0
2004 TE18,(2004 TE18),2004-10-14,0
2004 TN20,(2004 TN20),2004-10-15,0
2004 TO20,(2004 TO20),2004-10-15,0
2004 UB,(2004 UB),2004-10-16,0
2004 UE,(2004 UE),2004-09-12,1
2004 UR,(2004 UR),2004-09-22,0
2004 UH1,(2004 UH1),2004-10-23,0
2004 US1,(2004 US1),2004-10-18,0
2004 UT1,(2004 UT1),2004-10-23,0
2004 UV1,(2004 UV1),2004-09-18,1
2004 VP,(2004 VP),2004-11-03,0
2004 VW,(2004 VW),2004-11-04,0
2004 VZ,(2004 VZ),2004-11-03,0
2004 VH1,(2004 VH1),2004-11-04,0
2004 VJ1,(2004 VJ1),2004-11-04,0
2004 VY14,(2004 VY14),2004-11-04,0
2004 VZ14,(2004 VZ14),2004-11-04,0
2004 VM24,(2004 VM24),2004-11-09,0
2004 VZ60,(2004 VZ60),2004-11-04,0
2004 VB61,(2004 VB61),2004-11-10,0
2004 VQ65,(2004 VQ65),2004-11-14,0
2004 WC1,(2004 WC1),2004-11-19,0
2004 WH1,(2004 WH1),2004-11-18,0
2004 WK1,(2004 WK1),2004-11-19,1
2004 XG,(2004 XG),2004-12-02,0
2004 XJ,(2004 XJ),2004-12-02,0
2004 XK,(2004 XK),2004-12-02,0
2004 XO,(2004 XO),2004-12-02,1
2004 XH3,(2004 XH3),2004-12-01,0
2004 XK3,(2004 XK3),2004-12-03,0
2004 XL4,(2004 XL4),2004-12-07,0
2004 XD6,(2004 XD6),2004-12-09,0
2004 XE6,(2004 XE6),2004-12-09,0
2004 XK14,(2004 XK14),2004-12-10,0
2004 XG29,(2004 XG29),2004-08-11,0
2004 XJ29,(2004 XJ29),2004-12-11,0
2004 XK29,(2004 XK29),2004-12-11,0
2004 XM29,(2004 XM29),2004-12-11,0
2004 XN29,(2004 XN29),2004-12-11,1
2004 XO29,(2004 XO29),2004-12-11,0
2004 XJ35,(2004 XJ35),2004-12-10,0
2004 XO35,(2004 XO35),2004-12-12,0
2004 XP35,(2004 XP35),2004-12-12,0
2004 XA45,(2004 XA45),2004-12-12,0
2004 XB45,(2004 XB45),2004-12-13,0
2004 XJ50,(2004 XJ50),2004-12-14,0
2004 XC51,(2004 XC51),2004-12-14,0
2004 XD51,(2004 XD51),2004-12-14,0
2004 XO63,(2004 XO63),2004-12-15,0
2004 YA,(2004 YA),2004-12-16,0
2004 YC,(2004 YC),2004-12-15,0
2004 YD,(2004 YD),2004-12-17,0
2004 YE,(2004 YE),2004-12-15,0
2004 YQ,(2004 YQ),2004-12-18,0
2004 YR,(2004 YR),2004-12-18,0
2004 YG1,(2004 YG1),2004-12-18,0
2004 YJ1,(2004 YJ1),2004-12-19,0
2004 YK1,(2004 YK1),2004-12-18,0
2004 YA5,(2004 YA5),2004-12-18,0
2004 YD5,(2004 YD5),2004-12-20,0
2004 YY23,(2004 YY23),2004-12-22,0
2005 AJ3,(2005 AJ3),2005-01-06,0
2005 AK3,(2005 AK3),2005-01-06,0
2005 AU3,(2005 AU3),2005-01-07,0
2005 AV3,(2005 AV3),2005-01-07,0
2005 AO19,(2005 AO19),2005-01-13,0
2005 AQ19,(2005 AQ19),2005-01-13,0
2005 AV27,(2005 AV27),2005-01-15,1
2005 AX28,(2005 AX28),2005-01-15,0
2005 AZ28,(2005 AZ28),2005-01-15,0
2005 BD,(2005 BD),2005-01-16,0
2005 BU,(2005 BU),2005-01-16,0
2005 BL1,(2005 BL1),2005-01-16,0
2005 BM1,(2005 BM1),2005-01-16,0
2005 BN1,(2005 BN1),2005-01-16,0
2005 BS1,(2005 BS1),2005-01-16,0
2005 BT1,(2005 BT1),2002-01-07,0
2005 BU1,(2005 BU1),2005-01-17,0
2005 BW1,(2005 BW1),2005-01-16,0
2005 BU6,(2005 BU6),2004-12-21,0
2005 BH14,(2005 BH14),2005-01-20,0
2005 BG28,(2005 BG28),2005-01-31,0
2005 CK,(2005 CK),2005-02-02,0
2005 CM,(2005 CM),2005-02-02,0
2005 CN,(2005 CN),2005-02-02,0
2005 CA7,(2005 CA7),2005-02-02,0
2005 CM7,(2005 CM7),2005-02-04,0
2005 CP7,(2005 CP7),2005-02-03,0
2005 CQ7,(2005 CQ7),2005-02-04,0
2005 CC37,(2005 CC37),2005-01-13,0
2005 CP38,(2005 CP38),2005-02-09,0
2005 CU38,(2005 CU38),2005-02-09,0
2005 CE41,(2005 CE41),2005-02-09,0
2005 CG41,(2005 CG41),2005-02-10,0
2005 CN61,(2005 CN61),2005-02-14,0
2005 CU61,(2005 CU61),2005-02-14,0
2005 DD,(2005 DD),2005-02-16,1
2005 DO,(2005 DO),2005-02-28,0
2005 EA,(2005 EA),2005-03-01,1
2005 EZ,(2005 EZ),2005-03-02,0
2005 EP1,(2005 EP1),2005-03-03,0
2005 ES1,(2005 ES1),2005-03-03,0
2005 ET2,(2005 ET2),2005-03-04,0
2005 EU2,(2005 EU2),2005-03-04,0
2005 EB30,(2005 EB30),2005-03-04,0
2005 EN30,(2005 EN30),2005-03-04,0
2005 EO30,(2005 EO30),2005-03-04,0
2005 EO33,(2005 EO33),2005-03-07,1
2005 EL70,(2005 EL70),2005-03-08,0
2005 EM70,(2005 EM70),2005-03-08,0
2005 EN70,(2005 EN70),2005-03-08,0
2005 EO70,(2005 EO70),2005-03-08,0
2005 EQ70,(2005 EQ70),2005-03-08,0
2005 ER70,(2005 ER70),2005-03-09,0
2005 ET70,(2005 ET70),2005-03-09,0
2005 EC71,(2005 EC71),2005-03-10,0
2005 EH94,(2005 EH94),2005-03-09,0
2005 EQ95,(2005 EQ95),2005-03-10,0
2005 ER95,(2005 ER95),2005-03-10,0
2005 ES95,(2005 ES95),2005-03-10,0
2005 ET95,(2005 ET95),2005-03-10,0
2005 EU95,(2005 EU95),2005-03-10,0
2005 EV95,(2005 EV95),2005-03-10,0
2005 EE169,(2005 EE169),2005-03-10,0
2005 EG169,(2005 EG169),2005-03-10,0
2005 EJ169,(2005 EJ169),2005-03-11,0
2005 EL169,(2005 EL169),2005-03-11,0
2005 EM169,(2005 EM169),2005-03-11,0
2005 EW169,(2005 EW169),2005-03-11,1
2005 EX169,(2005 EX169),2005-03-13,0
2005 EY169,(2005 EY169),2005-03-13,0
2005 EZ169,(2005 EZ169),2005-03-10,0
2005 EZ223,(2005 EZ223),2005-03-14,0
2005 ED224,(2005 ED224),2005-03-13,0
2005 EY289,(2005 EY289),2005-03-09,0
2005 FA,(2005 FA),2005-03-16,0
2005 FC,(2005 FC),2005-03-10,0
2005 FE,(2005 FE),2005-03-16,0
2005 FG,(2005 FG),2005-03-11,0
2005 FJ,(2005 FJ),2005-03-16,0
2005 FK,(2005 FK),2005-03-16,0
2005 FN,(2005 FN),2005-03-17,0
2005 FV2,(2005 FV2),2005-03-18,0
2005 FE3,(2005 FE3),2005-01-19,1
2005 GH,(2005 GH),2005-04-01,0
2005 GJ,(2005 GJ),2005-04-01,0
2005 GT,(2005 GT),2005-04-01,0
2005 GU,(2005 GU),2003-04-02,1
2005 GL1,(2005 GL1),2005-04-02,0
2005 GJ8,(2005 GJ8),2005-04-03,1
2005 GY8,(2005 GY8),2005-04-02,1
2005 GM22,(2005 GM22),2005-04-04,0
2005 GN22,(2005 GN22),2005-04-05,0
2005 GP33,(2005 GP33),2005-04-06,0
2005 GQ33,(2005 GQ33),2005-04-06,0
2005 GR33,(2005 GR33),2005-04-06,0
2005 GB34,(2005 GB34),2005-04-06,0
2005 GO59,(2005 GO59),2005-04-08,0
2005 GD60,(2005 GD60),2005-04-09,1
2005 GF81,(2005 GF81),2005-04-09,0
2005 GG81,(2005 GG81),2005-04-09,0
2005 GH81,(2005 GH81),2005-04-10,1
2005 GX110,(2005 GX110),2005-04-10,0
2005 GZ110,(2005 GZ110),2005-04-11,0
2005 GX119,(2005 GX119),2005-04-10,0
2005 GA120,(2005 GA120),2005-04-11,0
2005 GZ128,(2005 GZ128),2005-04-13,0
2005 GK141,(2005 GK141),2005-04-13,0
2005 GM162,(2005 GM162),2005-04-15,0
2005 HB,(2005 HB),2005-02-04,0
2005 HF,(2005 HF),2005-04-17,0
2005 HB4,(2005 HB4),2005-04-02,0
2005 HC4,(2005 HC4),2005-04-30,0
2005 JS1,(2005 JS1),2005-05-02,0
2005 JT1,(2005 JT1),2005-05-04,0
2005 JU1,(2005 JU1),2005-04-16,1
2005 JV1,(2005 JV1),2005-05-04,0
2005 JN3,(2005 JN3),2005-05-04,0
2005 JO3,(2005 JO3),2005-05-04,0
2005 JR5,(2005 JR5),2005-05-06,0
2005 JB22,(2005 JB22),2005-05-07,0
2005 JA45,(2005 JA45),2005-05-09,0
2005 JB46,(2005 JB46),2005-05-08,0
2005 JD46,(2005 JD46),2005-05-10,0
2005 JF46,(2005 JF46),2005-05-10,0
2005 JQ81,(2005 JQ81),2005-05-10,0
2005 JU81,(2005 JU81),2005-05-12,1
2005 JJ91,(2005 JJ91),2005-05-12,0
2005 JZ93,(2005 JZ93),2005-05-13,0
2005 JF108,(2005 JF108),2005-05-13,0
2005 KA,(2005 KA),2005-05-12,0
2005 KR,(2005 KR),2005-05-17,0
2005 KD7,(2005 KD7),2005-05-20,0
2005 KP9,(2005 KP9),2005-05-30,0
2005 KJ10,(2005 KJ10),2005-05-31,1
2005 LC,(2005 LC),2005-06-01,0
2005 LD,(2005 LD),2005-05-11,0
2005 LM3,(2005 LM3),2005-06-01,0
2005 LO3,(2005 LO3),2005-06-04,0
2005 LU3,(2005 LU3),2005-06-05,0
2005 LV3,(2005 LV3),2005-06-05,0
2005 LW19,(2005 LW19),2005-06-09,0
2005 LV30,(2005 LV30),2005-06-13,0
2005 LX36,(2005 LX36),2005-06-14,1
2005 LA37,(2005 LA37),2005-06-13,0
2005 LQ40,(2005 LQ40),2005-06-14,0
2005 LZ42,(2005 LZ42),2005-06-09,0
2005 MA,(2005 MA),2005-06-16,0
2005 MR1,(2005 MR1),2005-06-18,0
2005 MW1,(2005 MW1),2005-06-17,0
2005 ME5,(2005 ME5),2005-06-27,0
2005 MF5,(2005 MF5),2005-06-27,0
2005 MG5,(2005 MG5),2005-06-16,0
2005 MR5,(2005 MR5),2005-06-26,0
2005 MW9,(2005 MW9),2005-06-18,0
2005 ML13,(2005 ML13),2005-06-28,0
2005 MN13,(2005 MN13),2005-06-01,0
2005 MP13,(2005 MP13),2005-06-09,0
2005 NG,(2005 NG),2005-07-02,0
2005 NL1,(2005 NL1),2005-07-03,0
2005 NQ1,(2005 NQ1),2005-07-04,0
2005 NE7,(2005 NE7),2002-12-11,1
2005 NE21,(2005 NE21),2005-07-07,0
2005 NX39,(2005 NX39),2005-07-09,0
2005 NY39,(2005 NY39),2005-07-09,0
2005 NX55,(2005 NX55),2005-07-11,0
