neo_id,name,discovery_date,potentially_hazardous
469494,469494 (2002 XS40),2002-11-30,0
469513,469513 (2003 QR79),2003-08-28,0
469634,469634 (2004 SZ19),2004-09-21,0
469722,469722 (2005 LP40),2005-06-14,0
469727,469727 (2005 NK1),2005-07-03,0
469737,469737 (2005 NW44),2005-07-10,0
469896,469896 (2005 WC1),2005-11-21,1
469929,469929 (2006 AK8),2001-01-05,0
470004,470004 (2006 MJ10),2006-06-22,0
470310,470310 (2007 LB15),2007-06-13,1
470510,470510 (2008 CJ116),2008-02-10,0
470585,470585 (2008 JQ14),2008-05-05,0
470594,470594 (2008 MN1),2003-07-01,0
470678,470678 (2008 SS251),2008-09-26,0
470864,470864 (2008 YV148),2008-12-21,0
470909,470909 (2009 DK46),2009-02-28,0
470951,470951 (2009 LS),2009-06-12,0
470975,470975 (2009 SC15),2002-11-06,0
471034,471034 (2009 TG8),2004-10-10,0
471083,471083 (2009 XF2),2009-12-12,0
471108,471108 (2010 CL1),2010-02-09,0
471240,471240 (2011 BT15),2007-07-30,1
471241,471241 (2011 BX18),2011-01-26,1
471323,471323 (2011 KW15),2011-05-26,1
471487,471487 (2011 VS5),2011-10-05,0
471926,471926 Jormungandr (2013 KN6),2013-05-28,0
471956,471956 (2013 SC25),2013-09-29,0
471984,471984 (2013 UE3),2013-10-24,0
472263,472263 (2014 RP12),2014-09-06,0
474158,474158 (1999 FA),1978-10-10,1
474163,474163 (1999 SO5),1999-09-29,1
474179,474179 (1999 VS6),1999-11-06,0
474223,474223 (2001 CC32),2001-02-12,0
474231,474231 (2001 HZ7),2001-04-21,1
474238,474238 (2001 RU17),2001-08-22,0
474425,474425 (2002 YF4),2002-12-27,0
474451,474451 (2003 SR15),2003-09-18,0
474474,474474 (2003 SJ215),2001-03-19,0
474532,474532 (2003 VG1),2003-11-05,0
474549,474549 (2003 WX153),2003-11-26,0
474554,474554 (2003 YQ94),2003-10-24,0
474574,474574 (2004 FG1),2004-03-17,0
474585,474585 (2004 HC2),2004-04-16,0
474611,474611 (2004 SB56),2004-09-25,0
474613,474613 (2004 TL19),2004-09-12,0
474674,474674 (2005 CZ6),2005-02-01,0
474706,474706 (2005 GC141),2005-04-12,0
475016,475016 (2005 UO),2005-10-23,0
475354,475354 (2006 CE),2004-09-12,0
475462,475462 (2006 SW5),1996-09-11,0
475534,475534 (2006 TS7),2006-10-11,1
475665,475665 (2006 VY13),2006-11-11,0
475950,475950 (2007 FE1),2007-03-17,0
475967,475967 (2007 JF22),2007-01-08,0
476093,476093 (2007 TC66),2007-10-12,0
476187,476187 (2007 UQ13),2002-10-30,0
476438,476438 (2008 EB9),2008-03-08,0
476601,476601 (2008 SE85),2008-09-28,1
476904,476904 (2008 WK32),2008-11-21,0
477051,477051 (2009 BD2),2001-04-16,0
477162,477162 (2009 ES),2009-03-02,1
477248,477248 (2009 SV),2000-10-02,0
477327,477327 (2009 TB8),2009-09-26,0
477465,477465 (2009 XZ1),2001-12-10,1
477490,477490 (2010 CG18),2010-01-19,0
477491,477491 (2010 CD19),2009-07-30,0
477492,477492 (2010 CG19),2010-02-14,0
477519,477519 (2010 DJ56),2003-03-07,1
477524,477524 (2010 EH43),2010-01-23,0
477588,477588 (2010 JD87),2010-05-07,0
477719,477719 (2010 SG15),2010-09-29,0
477762,477762 (2010 XZ67),2010-12-06,0
477885,477885 (2011 JT9),2007-11-11,0
478574,478574 (2012 TS78),2012-10-08,1
478784,478784 (2012 UV136),2012-10-22,0
479325,479325 (2013 TV5),2011-01-28,0
479345,479345 (2013 WY67),2002-11-16,0
480004,480004 (2014 KD91),2010-04-15,0
480808,480808 (1994 XL1),1994-12-09,1
480817,480817 (1998 SJ2),1998-09-18,0
480820,480820 (1998 VF32),1998-11-14,1
480822,480822 (1998 YM4),1998-12-19,1
480823,480823 (1998 YW5),1998-12-19,0
480824,480824 (1999 JO6),1999-05-10,0
480854,480854 (2001 AO2),2000-12-03,0
480856,480856 (2001 NZ1),2001-07-11,0
480858,480858 (2001 PT9),2001-08-11,1
480883,480883 (2001 YE4),2001-12-21,1
480885,480885 (2002 AC29),2001-12-24,0
480922,480922 (2002 XP37),2002-12-07,0
480927,480927 (2002 YZ3),2002-12-28,0
480934,480934 (2003 LX5),2003-04-01,0
480936,480936 (2003 QH5),2003-08-21,1
480984,480984 (2003 YR70),2003-12-22,0
481025,481025 (2004 VA1),2004-11-03,0
481027,481027 (2004 XN44),2004-12-13,0
481032,481032 (2004 YZ23),1986-02-08,0
481052,481052 (2005 HD4),2005-04-30,0
481127,481127 (2005 UJ6),2005-09-30,0
481327,481327 (2006 BB27),2006-01-07,1
481381,481381 (2006 OS5),2006-07-22,0
481394,481394 (2006 SF6),2006-09-17,1
481442,481442 (2006 WO3),2001-11-12,0
481457,481457 (2006 XD2),2006-11-17,1
481482,481482 (2007 CA19),2007-02-10,1
481532,481532 (2007 LE),2001-12-20,1
481542,481542 (2007 RF5),2007-09-05,0
481543,481543 (2007 RN7),2007-08-23,0
481775,481775 (2008 SX7),2008-09-21,0
481790,481790 (2008 TF4),2008-10-06,0
481817,481817 (2008 UL90),2008-10-26,1
481904,481904 (2009 BB11),2009-01-25,0
481918,481918 (2009 BE77),2009-01-30,0
481965,481965 (2009 EB1),2001-05-22,0
481984,481984 Cernunnos (2009 KL2),1996-09-18,0
481985,481985 (2009 KM7),1982-04-22,0
481989,481989 (2009 QB35),2002-08-15,0
482049,482049 (2009 XG8),2009-12-15,0
482054,482054 (2010 AE),2003-09-27,0
482055,482055 (2010 AH30),2010-01-10,0
482111,482111 (2010 NT1),2010-07-01,0
482228,482228 (2011 BH10),2011-01-22,0
482234,482234 (2011 CG71),2011-01-28,0
482244,482244 (2011 HR),2008-02-09,0
482250,482250 (2011 LL2),2011-06-05,1
482344,482344 (2011 WL15),2000-10-01,1
482391,482391 (2012 AN23),2012-01-01,0
482467,482467 (2012 LK9),2012-06-12,1
482488,482488 (2012 SW20),2012-09-18,1
482505,482505 (2012 TQ78),2012-10-06,0
482533,482533 (2012 UA34),2012-10-17,0
482562,482562 (2012 VN82),2006-10-21,0
482566,482566 (2012 WK4),2012-11-19,0
482650,482650 (2013 BK18),2013-01-16,1
482718,482718 (2013 ET9),2002-10-15,0
482766,482766 (2013 GF69),2013-04-10,1
482796,482796 (2013 QJ10),2002-11-07,1
482798,482798 (2013 QK48),2001-08-24,1
483408,483408 (1999 TZ4),1999-10-02,0
483422,483422 (2000 CE59),2000-02-04,1
483423,483423 (2000 DO1),2000-02-16,1
483432,483432 (2001 DF47),2001-02-17,1
483453,483453 (2002 AN11),2002-01-08,0
483459,483459 (2002 EM6),2002-03-12,0
483468,483468 (2002 JY8),2002-05-04,0
483471,483471 (2002 LS32),2002-06-10,0
483472,483472 (2002 NX),2002-07-05,0
483504,483504 (2002 XN14),2002-11-18,0
483506,483506 (2002 XU66),2002-12-12,0
483508,483508 (2003 CR1),2003-02-02,1
483509,483509 (2003 CH11),2003-02-04,0
483531,483531 (2003 UF22),2003-10-23,0
483547,483547 (2003 WM25),2003-10-22,0
483560,483560 (2004 BV1),2004-01-16,1
483563,483563 (2004 BD68),2004-01-26,0
483566,483566 (2004 BE85),2003-12-22,0
483656,483656 (2005 ES70),2005-03-09,0
483662,483662 (2005 EY223),2005-03-13,0
483856,483856 (2005 YV55),2005-12-28,0
483878,483878 (2005 YS165),2005-12-31,0
483989,483989 (2006 CY10),2006-02-09,1
484199,484199 (2006 WS1),2006-11-19,0
484402,484402 (2007 XH16),2007-12-08,1
484403,484403 (2007 XF25),2007-12-15,0
484462,484462 (2008 CM20),2008-02-08,0
484506,484506 (2008 ER7),2008-03-06,1
484517,484517 (2008 EC69),1994-05-04,1
484725,484725 (2008 XP2),2008-12-05,0
484757,484757 (2009 BL2),2009-01-18,0
484795,484795 (2009 DE47),2009-02-28,0
484850,484850 (2009 HF88),2009-04-30,0
484976,484976 (2009 UN3),2003-03-07,1
485051,485051 (2010 CM44),2010-02-13,0
485110,485110 (2010 HZ108),2010-04-25,0
485652,485652 (2011 WO41),2011-11-23,1
485823,485823 (2012 DF61),2010-07-26,0
485882,485882 (2012 FK35),2012-03-22,0
486001,486001 (2012 MR7),2012-06-23,0
486607,486607 (2013 KY1),1979-08-19,0
486692,486692 (2013 VC13),2002-02-09,0
486739,486739 (2014 EW24),2009-02-05,0
487577,487577 (2014 YQ15),2014-12-07,1
487580,487580 (2015 BA92),2003-02-01,0
487583,487583 (2015 FJ36),2010-06-26,0
488450,488450 (1994 JX),1994-05-03,0
488453,488453 (1994 XD),1994-12-01,1
488461,488461 (1996 FS1),1996-03-17,0
488465,488465 (1998 HK1),1998-04-01,0
488474,488474 (1999 HD1),1999-04-16,0
488486,488486 (1999 VQ6),1999-10-10,0
488490,488490 (2000 AF205),2000-01-08,1
488494,488494 (2000 JA3),2000-04-29,0
488509,488509 (2000 UW13),2000-10-27,0
488515,488515 (2001 FE90),2001-03-26,1
488579,488579 (2002 FQ4),2002-03-14,0
488580,488580 (2002 GK8),2002-04-13,0
488615,488615 (2002 SR),2002-09-14,0
488636,488636 (2002 WY12),2002-11-30,0
488640,488640 (2003 FR6),2003-03-28,0
488645,488645 (2003 OV),2003-07-21,0
488693,488693 (2003 WW87),1999-10-15,0
488698,488698 (2003 XV10),2003-12-11,0
488789,488789 (2004 XK50),2004-12-14,1
488803,488803 (2005 GB120),2005-04-12,0
489203,489203 (2006 JT),2006-05-03,0
489235,489235 (2006 QA58),2006-08-28,0
489337,489337 (2006 UM),2006-08-28,0
489453,489453 (2007 BX48),2007-01-24,0
489486,489486 (2007 GS3),2007-04-11,1
489885,489885 (2008 HY37),2008-04-29,0
489900,489900 (2008 KP),2008-05-27,0
490354,490354 (2009 FF19),2005-04-12,1
490581,490581 (2009 WZ104),2005-11-19,1
490636,490636 (2010 DP),2010-01-31,0
490684,490684 (2010 LL34),2004-05-13,0
490791,490791 (2010 VE1),2000-05-05,0
491007,491007 (2011 GL62),2000-04-28,0
491424,491424 (2012 ET14),2012-03-15,0
491565,491565 (2012 QF49),2003-03-22,0
491567,491567 (2012 RG3),2012-09-06,0
491842,491842 (2013 AB53),2002-02-13,0
492143,492143 (2013 OE),1990-09-15,0
492478,492478 (2014 NB39),2014-07-02,0
494658,494658 (2000 UG11),2000-10-21,1
494689,494689 (2004 JR),2004-05-09,0
494690,494690 (2004 JQ1),2004-05-11,1
494696,494696 (2004 RN335),2004-09-13,0
494697,494697 (2004 SW55),2004-09-24,1
494706,494706 (2005 GL9),2001-05-24,0
494710,494710 (2005 MO13),2001-06-30,1
494713,494713 (2005 OU2),2005-07-29,0
494880,494880 (2008 SQ7),2008-09-23,0
494975,494975 (2009 WO106),2009-11-26,0
494999,494999 (2010 JU39),2003-06-07,1
495021,495021 (2010 SH15),2010-09-29,0
495102,495102 (2011 UU106),2001-10-06,0
495168,495168 (2012 HC34),2002-10-19,0
495187,495187 (2012 VO76),2009-06-01,1
495222,495222 (2013 GU38),2013-04-07,0
495278,495278 (2013 RD32),2004-08-25,0
495316,495316 (2014 GD45),2011-09-21,0
495323,495323 (2014 JG78),2014-05-08,0
495331,495331 (2014 KF91),2011-10-21,0
495417,495417 (2014 SO143),2001-04-30,0
495511,495511 (2014 UD206),2014-10-31,0
495615,495615 (2015 PQ291),2015-07-13,0
495829,495829 (1995 LG),1995-06-06,0
495833,495833 (2000 SB8),2000-09-20,0
495848,495848 (2002 QD7),2002-08-20,0
495857,495857 (2003 MT),2003-06-23,0
495858,495858 (2003 MJ4),2003-06-27,0
495891,495891 (2004 VS60),2004-11-10,0
495930,495930 (2006 AR2),2006-01-05,0
495959,495959 (2007 ML6),2007-06-21,0
495960,495960 (2007 MT20),2007-06-24,0
496001,496001 (2007 VR183),2007-09-14,0
496005,496005 (2007 XJ16),2007-12-05,1
496013,496013 (2008 EL6),2008-03-05,1
496018,496018 (2008 NU),2008-07-01,0
496124,496124 (2010 EK12),2000-07-29,0
496174,496174 (2011 CQ4),2011-02-01,0
496230,496230 (2012 CL2),2012-02-01,0
496326,496326 (2013 LB1),1996-07-23,0
496327,496327 (2013 MY6),2002-07-17,0
496816,496816 (1989 UP),1989-10-27,1
496817,496817 (1989 VB),1989-11-01,1
496818,496818 (1993 RA),1993-09-10,0
496837,496837 (1998 SB15),1998-09-21,0
496860,496860 (1999 XL136),1999-12-12,1
496861,496861 (2000 BE19),2000-01-27,0
496869,496869 (2000 QU7),1994-04-02,0
496901,496901 (2001 HB),1998-04-19,1
496962,496962 (2002 GP186),2002-04-03,0
496981,496981 (2002 RP28),2002-09-05,0
497025,497025 (2003 QW30),2003-08-24,0
497094,497094 (2004 AH),2004-01-10,0
497096,497096 (2004 BW1),2004-01-16,0
497113,497113 (2004 EK1),2004-03-14,0
497117,497117 (2004 FU4),2004-03-19,1
497135,497135 (2004 QD20),2004-08-26,0
497174,497174 (2004 TK10),2004-10-08,0
497176,497176 (2004 TQ13),2004-10-09,0
497230,497230 (2005 CU25),2005-02-04,0
497232,497232 (2005 EF),2005-03-01,0
497236,497236 (2005 EJ94),2005-03-09,0
497245,497245 (2005 FH),2005-03-16,0
497626,497626 (2006 QT89),2006-08-29,0
498066,498066 (2007 RM133),2007-09-06,0
498068,498068 (2007 RT146),2002-10-31,0
498125,498125 (2007 TG15),2007-10-08,0
498143,498143 (2007 TR65),2007-10-12,0
498441,498441 (2008 AZ110),2004-06-10,0
498548,498548 (2008 GH110),2008-04-14,0
498550,498550 (2008 HV4),2008-04-30,0
498918,498918 (2009 BF),2009-01-16,0
499307,499307 (2009 WC52),2009-11-22,0
499490,499490 (2010 MW),2010-06-18,0
499496,499496 (2010 MR87),2003-04-27,0
499582,499582 (2010 TH19),2010-10-07,1
499672,499672 (2010 VK188),1981-10-25,0
499986,499986 (2011 NP),2011-07-03,0
499998,499998 (2011 PT),2011-08-01,0
500080,500080 (2011 WV134),2006-11-23,1
500094,500094 (2012 BC20),2012-01-21,0
500136,500136 (2012 CO46),2012-02-15,0
500749,500749 (2013 AP60),2013-01-09,0
500922,500922 (2013 PE26),2013-08-08,0
501243,501243 (2013 VG13),2000-09-03,0
501567,501567 (2014 NF63),2011-03-30,0
501647,501647 (2014 SD224),2014-08-15,0
501878,501878 (2014 WF365),2007-10-11,0
501934,501934 (2014 XT3),2002-02-06,0
503274,503274 (2015 QE9),2011-08-24,0
503277,503277 (2015 RT83),2002-07-29,0
503293,503293 (2016 AA9),2006-11-21,0
503861,503861 (1998 WZ1),1998-11-16,1
503865,503865 (1999 VM11),1999-11-06,0
503871,503871 (2000 SL),2000-05-04,0
503880,503880 (2000 YJ29),2000-12-23,0
503892,503892 (2001 UF18),2001-10-26,0
503911,503911 (2002 FD6),2002-03-21,0
503941,503941 (2003 UV11),1996-10-12,1
503960,503960 (2004 QF1),2004-08-19,0
503966,503966 (2004 RX109),2004-08-27,0
504025,504025 (2005 RQ6),2005-08-28,0
504033,504033 (2005 UN157),2005-10-29,0
504034,504034 (2005 UJ159),2005-10-30,1
504074,504074 (2006 AD),2006-01-01,0
504181,504181 (2006 TC),2006-10-01,0
504256,504256 (2006 VD13),2000-07-29,1
504392,504392 (2007 VO243),2007-11-15,0
504505,504505 (2008 MH1),2008-06-28,0
504680,504680 (2009 EO2),2009-03-05,1
504711,504711 (2009 SP171),2007-05-29,0
504800,504800 (2010 CO1),2010-01-07,1
504827,504827 (2010 KZ117),2010-05-18,0
504887,504887 (2010 WL),2003-12-19,0
504928,504928 (2011 CO2),2011-02-01,0
504994,504994 (2011 JU2),2011-05-03,0
505019,505019 (2011 QH21),2011-08-23,0
505093,505093 (2011 VQ5),2008-10-03,0
505169,505169 (2012 SQ56),2012-09-22,0
505178,505178 (2012 TV78),2002-10-11,1
505657,505657 (2014 SR339),2014-09-30,1
505667,505667 (2014 UV33),1998-02-23,0
506074,506074 Svarog (2015 UM67),2015-10-24,1
506425,506425 (2000 DQ110),2000-02-26,0
506437,506437 (2000 WL10),1983-11-06,0
506459,506459 (2002 AL14),1985-02-13,0
506491,506491 (2003 UW29),2000-12-29,1
506590,506590 (2005 XB1),2005-12-04,0
506732,506732 (2006 VW2),2006-11-11,1
506779,506779 (2006 YY2),2006-12-22,0
506859,506859 (2007 VW137),2007-11-08,1
506951,506951 (2008 KV28),2008-05-31,0
507355,507355 (2011 VV5),2011-11-03,0
507366,507366 (2011 XO3),2011-12-01,0
507422,507422 (2012 QB17),2012-08-23,0
507716,507716 (2013 UP8),2013-10-25,1
507847,507847 (2014 GM1),2002-05-30,0
508767,508767 (1993 BD2),1993-01-22,0
508772,508772 (1998 WP7),1998-11-23,0
508774,508774 (1999 JE1),1999-05-07,1
508786,508786 (2000 BL19),2000-01-30,0
508796,508796 (2000 KN44),2000-05-30,0
508861,508861 (2002 RN38),2002-08-18,0
508871,508871 (2003 CN17),2003-02-08,0
508905,508905 (2003 WX87),2003-11-21,0
508908,508908 (2003 YX1),2003-12-19,1
508912,508912 (2004 BB),2004-01-16,0
508918,508918 (2004 BG86),2004-01-28,0
508967,508967 (2004 VC17),2004-11-07,1
508997,508997 (2005 FL4),2005-03-30,0
509073,509073 (2005 UM5),2005-10-27,0
509102,509102 (2005 VB7),2005-11-12,0
509191,509191 (2006 OC5),2006-07-21,1
509192,509192 (2006 OD7),2006-07-24,0
509352,509352 (2007 AG),2007-01-08,1
509353,509353 (2007 AT2),2006-12-10,0
509456,509456 (2007 LF),2007-06-07,1
509505,509505 (2007 VL8),2007-11-05,0
509520,509520 (2007 WB),2005-01-19,0
509523,509523 (2007 XP3),2007-12-04,0
509569,509569 (2008 CJ70),2003-03-07,0
509821,509821 (2008 WQ63),2002-07-18,1
509935,509935 (2009 QL8),2009-08-20,1
510055,510055 (2010 FH81),2010-03-30,1
510073,510073 (2010 JF88),2010-05-14,0
510160,510160 (2010 XO56),2010-12-11,0
510190,510190 (2011 CX7),2002-01-09,0
510238,510238 (2011 FC29),2010-07-05,0
510262,510262 (2011 HJ61),2006-06-17,0
510529,510529 (2012 EY11),2001-03-19,1
511002,511002 (2013 MZ5),2013-06-18,0
511008,511008 (2013 PX6),2010-01-12,1
511064,511064 (2013 TH5),1997-01-10,0
511137,511137 (2013 XM24),2013-12-13,0
511243,511243 (2014 BS32),2010-03-20,0
511520,511520 (2014 QW296),1980-07-11,0
511523,511523 (2014 QS439),2014-08-31,0
511600,511600 (2015 AZ245),2014-11-26,0
511684,511684 (2015 BN509),2005-12-03,1
511777,511777 (2015 EZ),2004-10-20,0
511808,511808 (2015 FH120),2015-03-26,0
512234,512234 (2015 VO66),2014-12-09,1
512242,512242 (2015 XZ261),2001-12-19,0
512244,512244 (2015 YE18),2015-12-31,0
512245,512245 (2016 AU8),2013-01-03,0
513125,513125 (1997 GC32),1997-04-14,0
513126,513126 (1998 QP),1998-08-17,1
513138,513138 (2002 CY58),2002-02-03,0
513163,513163 (2003 YT124),2003-12-28,0
513165,513165 (2004 CK39),2004-02-14,0
513170,513170 (2004 KH15),2004-05-24,0
513171,513171 (2004 MD6),2004-06-23,1
513181,513181 (2005 BS27),2005-01-31,0
513182,513182 (2005 CV38),2005-02-09,0
513312,513312 (2007 DM41),2007-02-23,1
513358,513358 (2008 CA5),2008-02-06,0
513472,513472 (2009 CS5),2009-02-14,0
513489,513489 (2009 EV),2008-08-03,1
513497,513497 (2009 HB82),2009-04-23,0
513529,513529 (2010 CR1),2002-02-11,0
513550,513550 (2010 NG3),1976-08-27,0
513572,513572 (2010 VX39),2010-11-05,0
513711,513711 (2012 PC20),2009-11-18,0
513776,513776 (2013 AA2),2007-08-23,0
513916,513916 (2014 AR46),2013-12-11,0
514041,514041 (2014 MQ18),2004-03-28,0
514150,514150 (2015 KJ57),2015-05-18,1
514568,514568 (1994 RC),1994-04-07,1
514571,514571 (1996 RY3),1996-09-15,0
514596,514596 (2003 FG),2001-01-26,1
514597,514597 (2003 MD7),2003-06-29,0
514652,514652 (2005 SC71),2005-09-30,0
514846,514846 (2008 EQ7),2008-03-06,0
514914,514914 (2008 TN26),2008-10-09,0
515010,515010 (2009 SK2),2009-09-18,0
515049,515049 (2010 FL),2002-10-30,0
515082,515082 (2010 TM3),1981-10-25,0
515335,515335 (2013 AW60),2013-01-09,0
515446,515446 (2013 UG5),2013-10-25,0
515639,515639 (2014 MK27),2014-06-27,0
515742,515742 (2015 CU),2015-02-08,0
515767,515767 (2015 JA2),2015-05-13,1
516154,516154 (2016 CL32),2003-04-28,1
516155,516155 (2016 DP),2016-02-18,1
516396,516396 (2000 WY28),2000-11-20,0
516398,516398 (2001 HW15),2001-04-18,0
516420,516420 (2003 FS2),2003-03-25,0
516423,516423 (2003 JC11),2003-05-01,0
516428,516428 (2003 UR12),2003-10-21,0
516435,516435 (2004 FJ29),2004-03-29,0
516454,516454 (2005 FN4),2005-03-31,0
516457,516457 (2005 HM3),2005-04-20,0
516641,516641 (2008 GB110),2008-04-14,0
516734,516734 (2009 FG1),2009-03-17,0
516803,516803 (2010 JG88),2010-05-14,0
516868,516868 (2011 GC60),2011-04-08,0
516976,516976 (2012 HM1),2012-04-16,0
516984,516984 (2012 PN28),2010-07-07,0
516986,516986 (2012 QP10),2005-07-28,0
517046,517046 (2013 AA53),2002-02-13,0
517103,517103 (2013 EM20),1997-04-07,1
517681,517681 (2015 DE198),1953-03-08,1
517829,517829 (2015 RL82),2015-02-26,0
518424,518424 (2000 WK107),2000-11-28,0
518426,518426 (2002 ON4),2002-07-09,0
518440,518440 (2004 CL1),2004-02-11,0
518463,518463 (2005 JY80),2005-05-11,0
518469,518469 (2005 LH8),1979-05-28,0
518507,518507 (2006 EE1),2006-03-05,0
518635,518635 (2008 HO3),2008-04-29,0
518638,518638 (2008 JP14),2008-05-01,0
518640,518640 (2008 KZ5),2008-05-29,1
518646,518646 (2008 QD1),2005-09-04,0
518678,518678 (2008 UZ94),2008-10-28,1
518735,518735 (2009 JL1),2009-04-17,0
518737,518737 (2009 OO9),2009-07-30,0
518771,518771 (2009 WL1),2009-11-17,0
518810,518810 (2010 CF19),2010-02-14,1
518847,518847 (2010 DM),2000-05-03,1
519307,519307 (2011 EF15),2011-02-25,0
519354,519354 (2011 KR12),2010-06-13,0
519504,519504 (2012 EU14),2012-03-15,0
519824,519824 (2013 JY35),2013-05-13,0
520585,520585 Saci (2014 OA2),2014-07-23,0
520808,520808 (2014 TF64),2010-03-21,0
520862,520862 (2014 WG7),2014-10-03,0
522684,522684 (2016 JP),2016-05-02,1
523585,523585 (1998 MW5),1998-06-24,0
523586,523586 (1999 LK1),1999-06-04,0
523587,523587 (1999 VQ11),1999-11-08,0
523589,523589 (2001 HA4),2001-04-16,1
523590,523590 (2001 QC96),2001-07-27,0
523592,523592 (2001 SK276),2001-09-27,0
523593,523593 (2001 TZ1),2001-09-02,0
523594,523594 (2001 YO3),2001-12-18,0
523595,523595 (2002 OS4),2002-06-25,0
523596,523596 (2002 PH80),2002-08-12,0
523598,523598 (2003 ED50),2003-03-11,1
523599,523599 (2003 RM),2003-09-02,0
523600,523600 (2003 RC2),2003-09-02,0
523602,523602 (2004 LH),2004-06-09,0
523603,523603 (2004 QJ7),2004-08-23,0
523604,523604 (2004 QB17),2004-08-25,0
523605,523605 (2004 RX10),2004-09-08,0
523606,523606 (2005 CJ),2004-08-19,1
523607,523607 (2005 CS6),2005-02-02,0
523608,523608 (2005 EZ29),2005-03-04,0
523609,523609 (2005 PJ2),2005-07-27,1
523610,523610 (2005 TG),2005-10-01,0
523611,523611 (2005 UY5),2005-10-27,0
523612,523612 (2006 BH),2005-12-29,0
523613,523613 (2006 SJ198),2006-08-29,0
523614,523614 (2006 TH7),2006-09-21,0
523616,523616 (2007 LC15),2007-06-11,0
523619,523619 (2007 RX19),2007-09-14,0
523621,523621 (2007 TK8),2007-10-07,0
523623,523623 (2008 CB22),2008-02-08,1
523625,523625 (2008 DG17),2008-02-29,0
523626,523626 (2008 PH9),2008-08-06,0
523628,523628 (2008 RT26),2008-09-07,0
523630,523630 (2009 OG),2009-07-17,1
523631,523631 (2009 SX1),2002-08-11,0
523632,523632 (2009 UX17),2009-10-22,0
523633,523633 (2009 XR2),2000-11-30,0
523636,523636 (2010 EX119),2010-03-13,0
523637,523637 (2010 LT108),2010-06-13,0
523638,523638 (2010 MQ1),2010-02-19,0
523641,523641 (2010 RO82),2010-09-10,0
523648,523648 (2010 WP8),2007-12-20,0
523650,523650 (2011 GQ61),2011-04-04,1
523651,523651 (2011 GA62),2011-04-11,0
523654,523654 (2011 SR5),2011-09-19,1
523656,523656 (2011 WO4),2011-11-17,1
523657,523657 (2012 DJ4),2012-01-19,0
523660,523660 (2012 KY41),2012-05-21,0
523661,523661 (2012 LF11),2012-06-14,0
523662,523662 (2012 MU2),2012-06-18,1
523663,523663 (2012 OZ),2012-07-18,0
523664,523664 (2012 OD1),2012-07-19,1
523665,523665 (2012 RF15),2012-09-13,0
523666,523666 (2012 RS16),2012-09-14,0
523667,523667 (2012 TM139),2012-10-10,0
523668,523668 (2012 UV27),2012-10-16,0
523669,523669 (2012 XS134),2012-12-10,0
523670,523670 (2013 EP41),2013-03-08,0
523679,523679 (2013 YB38),1994-01-19,0
523685,523685 (2014 DN112),2014-02-28,1
523694,523694 (2014 GF50),2014-04-08,0
523707,523707 (2014 JM25),2014-05-04,0
523728,523728 (2014 ON344),2014-07-28,0
523732,523732 (2014 PG51),2010-09-15,1
523737,523737 (2014 RC11),2014-09-01,0
523747,523747 (2014 US192),2004-09-24,0
523775,523775 (2014 YB35),2014-12-27,1
523779,523779 (2015 AX16),2000-02-12,0
523781,523781 (2015 BV92),2015-01-17,0
523786,523786 (2015 DP),2015-01-24,0
523788,523788 (2015 FP118),2015-03-21,1
523792,523792 (2015 MR101),2015-06-17,0
523795,523795 (2015 TQ178),1993-07-24,0
523796,523796 (2016 LE51),2016-06-11,0
523799,523799 (2017 DO36),1996-01-24,0
523801,523801 (1993 TQ2),1993-10-11,0
523802,523802 (1998 KH9),1998-05-22,0
523803,523803 (1999 RV2),1999-08-12,0
523804,523804 (2000 YF29),2000-11-25,1
523805,523805 (2001 QA143),2001-08-11,0
523806,523806 (2002 WW17),2002-11-18,0
523807,523807 (2003 LG),2003-06-02,0
523808,523808 (2007 ML24),2007-06-21,1
523809,523809 (2007 TV18),2007-10-09,0
523810,523810 (2008 RG98),2004-09-15,0
523811,523811 (2008 TQ2),2008-10-03,0
523812,523812 (2008 TY3),2008-10-06,0
523813,523813 (2008 VB1),2005-09-26,1
523814,523814 (2008 WN2),2008-10-24,1
523815,523815 (2009 HW44),2009-04-22,0
523816,523816 (2009 ST103),2000-09-27,1
523817,523817 (2009 TK),2009-10-08,0
523818,523818 (2010 SH13),2010-09-27,1
523819,523819 (2010 VB72),2010-11-08,0
523820,523820 (2011 GN44),2011-04-03,1
523821,523821 (2011 RF),2011-09-01,0
523822,523822 (2012 DG61),2012-02-28,0
523823,523823 (2015 BG311),2001-05-22,0
523824,523824 (2016 RO1),2015-01-17,0
523826,523826 (1990 UP),1990-10-24,0
523828,523828 (1992 BC),1992-01-24,0
523915,523915 (1997 VM4),1997-11-06,0
523934,523934 (1998 FF14),1998-03-20,1
523941,523941 (1998 HK49),1998-04-29,0
523945,523945 (1998 RN1),1998-09-14,0
523950,523950 (1998 SZ27),1998-09-21,1
523966,523966 (1998 YF10),1998-12-22,0
523967,523967 (1998 YR11),1998-12-23,0
523971,523971 (1999 AJ39),1999-01-15,0
523972,523972 (1999 CW8),1999-02-12,0
524150,524150 (2000 WJ10),2000-11-19,0
524196,524196 (2001 QP181),2001-08-31,0
524268,524268 (2001 TO48),2001-10-15,0
524391,524391 (2002 AD2),2002-01-07,0
524392,524392 (2002 AU5),2001-06-16,0
524459,524459 (2002 GA),2002-04-01,0
