observatory_code,observatory_name,longitude,parallax_cos,parallax_sin
562,"Figl Observatory, Vienna",15.9236,0.66938,0.74062
563,Seewalchen,13.6,0.671,0.739
564,Herrsching,11.19,0.671,0.741
565,Bassano Bresciano,10.1344,0.70437,0.70746
566,Haleakala-NEAT/GEODSS,-156.2576,0.93623,0.35156
567,Chions,12.7117,0.69783,0.71387
568,Maunakea,-155.4722,0.94171,0.33725
569,Helsinki,24.9587,0.49891,0.86375
570,Vilnius (since 1939),25.299,0.5794,0.8123
571,Cavriana,10.63,0.704,0.708
572,Cologne,6.89,0.631,0.772
573,Eldagsen,9.6612,0.6145,0.7862
574,Gottolengo,10.2667,0.70463,0.70721
575,La Chaux de Fonds,6.808,0.68219,0.72894
576,Burwash,0.376,0.63067,0.77346
577,Metzerlen Observatory,7.5,0.678,0.734
578,Linden Observatory,27.99,0.898,-0.439
579,Novi Ligure,8.85,0.711,0.701
580,Graz,15.4936,0.68242,0.72862
581,Sedgefield,22.8,0.83,-0.556
582,Orwell Park,1.2408,0.61682,0.78447
583,Odesa-Mayaki,30.2717,0.69087,0.72056
584,Leningrad,30.2946,0.50213,0.86189
585,Kyiv comet station,30.52462,0.640067,0.765748
586,Pic du Midi,0.1423,0.73358,0.67799
587,Sormano,9.22918,0.697459,0.714479
588,Eremo di Tizzano,11.25,0.715,0.697
589,Santa Lucia Stroncone,12.64369,0.738223,0.672386
590,Metzerlen,7.46,0.678,0.734
591,Resse Observatory,9.6258,0.60995,0.78979
592,Solingen,7.02114,0.628245,0.775437
593,Monte Argentario,11.17,0.739,0.671
594,Monte Autore,13.2033,0.74497,0.66529
595,Farra d\'Isonzo,13.52578,0.696925,0.714749
596,Colleverde di Guidonia,12.6183,0.74446,0.66545
597,Springe,9.6631,0.61461,0.78621
598,Loiano,11.33409,0.717444,0.694448
599,Campo Imperatore-CINEOS,13.55764,0.739311,0.671604
600,"TLC Observatory, Bologna",11.4708,0.71618,0.69564
601,"Engelhardt Observatory, Dresden",13.7281,0.63009,0.77394
602,"Urania Observatory, Vienna",16.3854,0.66764,0.74203
603,Bothkamp,10.13,0.58622,0.80745
604,"Archenhold Sternwarte, Berlin-Treptow",13.47524,0.610235,0.789572
605,Marl,7.113,0.62142,0.78086
606,Norderstedt,9.9956,0.59353,0.80212
607,"Hagen Observatory, Ronkhausen",8.0,0.6277,0.776
608,Haleakala-AMOS,-156.258,0.93623,0.35156
609,Osservatorio Polino,12.8533,0.73772,0.67314
610,Pianoro,11.3431,0.71577,0.69604
611,"Starkenburg Sternwarte, Heppenheim",8.6531,0.64877,0.75848
612,Lenkerbeck,7.1,0.625,0.778
613,Heisingen,7.0709,0.62504,0.778
614,Soisy-sur-Seine,2.467,0.6621,0.7469
615,St. Veran,6.9067,0.71233,0.70014
616,Brno,16.58348,0.654655,0.753466
617,Arbonne la Foret,2.5725,0.66496,0.74437
618,Martigues,5.0077,0.7275,0.68382
619,Sabadell,2.09013,0.749506,0.659828
620,Observatorio Astronomico de Mallorca,2.9517,0.7711,0.63463
621,Bergisch Gladbach,7.48503,0.629461,0.774501
622,Oberwichtrach,7.568,0.68778,0.72358
623,Liege,5.5667,0.63577,0.76932
624,Dertingen,9.6167,0.64723,0.75977
625,Kihei-AMOS Remote Maui Experimental Site,-156.4317,0.93557,0.35201
626,Geel,4.9864,0.62847,0.77524
627,Blauvac,5.2146,0.72002,0.69168
628,Mulheim-Ruhr,6.84366,0.624789,0.778184
629,Szeged Observatory,20.1511,0.69273,0.7188
630,Osenbach,7.2367,0.67051,0.73951
631,Hamburg-Georgswerder,10.02293,0.595992,0.800307
632,San Polo A Mosciano,11.1739,0.7238,0.68773
633,Romito,9.9339,0.7193,0.69238
634,Crolles,5.1456,0.70182,0.71007
635,Pergignan,2.9019,0.73605,0.67467
636,Essen,6.9794,0.62524,0.77783
637,Hamburg-Himmelsmoor,10.0903,0.59326,0.80232
638,Detmold,8.8933,0.61778,0.78374
639,Dresden,13.7233,0.62933,0.77456
640,Senftenberger Sternwarte,13.5996,0.6429,0.7634
641,Overberg,20.0272,0.82468,-0.56374
642,"Oak Bay, Victoria",-123.315,0.6648,0.7445
643,OCA-Anza Observatory,-116.7206,0.83507,0.54868
644,Palomar Mountain/NEAT,-116.85978,0.836325,0.546877
645,Apache Point-Sloan Digital Sky Survey,-105.82058,0.841945,0.538563
646,"Santana Observatory, Rancho Cucamonga",-117.5631,0.82999,0.55603
647,"Stone Finder Observatory, Calgary",-114.0317,0.6337,0.7712
648,"Winer Observatory, Sonoita",-110.60178,0.852115,0.522053
649,"Powell Observatory, Louisburg",-94.6997,0.78207,0.62117
650,Temecula,-117.0972,0.8351,0.54836
651,"Grasslands Observatory, Tucson",-110.58084,0.852069,0.522123
652,"Rock Finder Observatory, Calgary",-114.0667,0.6291,0.7749
653,"Torus Observatory, Buckley",-122.1322,0.68091,0.72996
654,"Table Mountain Observatory, Wrightwood-PHMC",-117.68159,0.826471,0.561727
655,Sooke,-123.617,0.6656,0.7438
656,Victoria,-123.6079,0.6658,0.74367
657,"Climenhaga Observatory, Victoria",-123.3097,0.66437,0.74491
658,National Research Council of Canada,-123.417,0.663631,0.745601
659,"Heron Cove Observatory, Orcas",-122.9486,0.66257,0.7465
660,"Leuschner Observatory, Berkeley",-122.2621,0.79038,0.61059
661,"Rothney Astrophysical Observatory, Priddis",-114.2883,0.63251,0.77222
662,"Lick Observatory, Mount Hamilton",-121.6455,0.79619,0.60335
663,Red Mountain Observatory,-111.6864,0.83483,0.54879
664,Manastash Ridge Observatory,-120.7225,0.684,0.7273
665,Wallis Observatory,-119.0097,0.82215,0.56781
666,Moorpark College Observatory,-118.8308,0.827,0.5604
667,Wanapum Dam,-119.99079,0.684483,0.726626
668,San Emigdio Peak,-119.18,0.821,0.568
669,Ojai,-119.1762,0.8254,0.56279
670,Camarillo,-119.0442,0.82775,0.55922
671,Stony Ridge,-117.99802,0.827184,0.560523
672,Mount Wilson,-118.0564,0.82794,0.55942
673,"Table Mountain Observatory, Wrightwood",-117.68217,0.826474,0.561722
674,"Ford Observatory, Wrightwood",-117.66395,0.826464,0.56173
675,Palomar Mountain,-116.86254,0.836357,0.546831
676,San Clemente,-117.6093,0.83553,0.54762
677,Lake Arrowhead,-117.1719,0.82746,0.56012
678,Fountain Hills,-111.7403,0.83352,0.55083
679,San Pedro Martir,-115.4633,0.85792,0.51292
680,Los Angeles,-115.22,0.833,0.554
681,Calgary,-114.1142,0.62954,0.77459
682,Kanab,-112.3619,0.79932,0.59932
683,"Goodricke-Pigott Observatory, Tucson",-111.0818,0.84751,0.52922
684,Prescott,-112.49,0.82512,0.56356
685,Williams,-112.16,0.816,0.575
686,"U. of Minn. Infrared Obs., Mt. Lemmon",-110.7908,0.84512,0.53359
687,"Northern Arizona University, Flagstaff",-111.6527,0.81848,0.57318
688,"Lowell Observatory, Anderson Mesa Station",-111.5355,0.81938,0.57193
689,"U.S. Naval Observatory, Flagstaff",-111.7399,0.81851,0.57319
690,"Lowell Observatory, Flagstaff",-111.6633,0.81832,0.57344
691,"Steward Observatory, Kitt Peak-Spacewatch",-111.60034,0.849466,0.526479
692,"Steward Observatory, Tucson",-110.9487,0.84679,0.53036
693,"Catalina Station, Tucson",-110.73255,0.845313,0.533209
694,"Tumamoc Hill, Tucson",-111.0057,0.847,0.53009
695,Kitt Peak,-111.59467,0.849504,0.526425
696,"Whipple Observatory, Mt. Hopkins",-110.8846,0.85205,0.52249
697,"Kitt Peak, McGraw-Hill",-111.61619,0.849546,0.526308
698,Mt. Bigelow,-110.73264,0.845316,0.533212
699,Lowell Observatory-LONEOS,-111.53669,0.81938,0.57193
700,Chinle,-109.6183,0.80656,0.5896
701,"Junk Bond Observatory, Sierra Vista",-110.20284,0.853823,0.519224
702,"Joint Obs. for cometary research, Socorro",-107.1883,0.8305,0.5561
703,Catalina Sky Survey,-110.73264,0.845311,0.533211
704,"Lincoln Laboratory ETS, New Mexico",-106.65907,0.831869,0.553542
705,Apache Point,-105.82058,0.841945,0.538563
706,Salida,-106.0634,0.78294,0.62043
707,Chamberlin field station,-105.44,0.774,0.633
708,"Chamberlin Observatory, Denver",-104.9525,0.77092,0.6352
709,"W & B Observatory, Cloudcroft",-105.77118,0.84025,0.541096
710,"MPO Observatory, Florissant",-105.2664,0.7798,0.62458
711,"McDonald Observatory, Fort Davis",-104.0215,0.86114,0.50731
712,"USAF Academy Observatory, Colorado Springs",-104.88133,0.778365,0.62625
713,Thornton,-105.0103,0.76865,0.63793
714,Bagdad,-113.1827,0.82444,0.56439
715,"Jornada Observatory, Las Cruces",-106.7241,0.84546,0.53264
716,"Palmer Divide Observatory, Colorado Springs",-104.7511,0.77753,0.62731
717,Prude Ranch,-103.9519,0.8616,0.50636
718,Tooele,-112.2958,0.76004,0.64802
719,Etscorn Observatory,-106.91392,0.829384,0.557204
720,Universidad de Monterrey,-100.3739,0.90216,0.43018
721,Lime Creek,-100.2688,0.76271,0.64476
722,Missouri City,-95.5808,0.87017,0.4911
723,"Cottonwood Observatory, Ada",-96.67,0.82134,0.56861
724,"National Observatory, Tacubaya",-99.1947,0.94388,0.33026
725,Fair Oaks Ranch,-98.6547,0.86883,0.49358
726,Brainerd,-94.3067,0.69024,0.7212
727,"Zeno Observatory, Edmond",-97.46128,0.813941,0.579096
728,Corpus Christi,-97.3916,0.8861,0.46194
729,"Glenlea Astronomical Observatory, Winnipeg",-97.12142,0.648804,0.758451
730,"University of North Dakota, Grand Forks",-97.15857,0.671544,0.738537
731,"Rose-Hulman Observatory, Terre Haute",-87.3289,0.7729,0.63244
732,Oaxaca,-96.77,0.95591,0.29359
733,"Allen, Texas",-96.6454,0.83802,0.54387
734,"Farpoint Observatory, Eskridge",-96.00242,0.779425,0.624489
735,"George Observatory, Needville",-95.5936,0.872133,0.487634
736,Houston,-96.6643,0.87006,0.49132
737,"New Bullpen Observatory, Alpharetta",-84.3367,0.8282,0.5586
738,Observatory of the State University of Missouri,-92.3267,0.7788,0.6252
739,"Sunflower Observatory, Olathe",-94.756,0.77965,0.62419
740,"SFA Observatory, Nacogdoches",-94.6617,0.8511,0.5233
741,"Goodsell Observatory, Northfield",-93.1497,0.71493,0.69692
742,"Drake University, Des Moines",-93.68784,0.748989,0.660428
743,"University of Minnesota, Minneapolis",-92.23852,0.708545,0.703382
744,"Doyan Rose Observatory, Indianapolis",-86.1622,0.76884,0.63735
745,"Morrison Obervatory, Glasgow",-92.8253,0.77569,0.62906
746,"Brooks Observatory, Mt. Pleasant",-84.7746,0.72551,0.68597
747,Highland Road Park Observatory,-91.0708,0.86373,0.50227
748,"Van Allen Observatory, Iowa City",-91.532,0.75014,0.65912
749,Oakwood,-83.8358,0.82795,0.55902
750,"Hobbs Observatory, Fall Creek",-91.2718,0.71059,0.70131
751,Lake Saint Louis,-90.7561,0.78038,0.62324
752,"Puckett Observatory, Mountain Town",-84.5353,0.82278,0.56659
753,"Washburn Observatory, Madison",-89.40931,0.731622,0.679491
754,"Yerkes Observatory, Williams Bay",-88.5568,0.73762,0.67303
755,Optec Observatory,-85.3522,0.73353,0.67743
756,"Dearborn Observatory, Evanston (bef. July 1939)",-87.67433,0.743605,0.666407
757,High Point,-79.995,0.8096,0.5851
758,"BCC Observatory, Cocoa",-80.7621,0.88044,0.47257
759,Nashville,-86.8053,0.80946,0.5853
760,"Goethe Link Observatory, Brooklyn",-86.3952,0.77216,0.63337
761,Zephyrhills,-82.3544,0.88138,0.47083
762,"Four Winds Observatory, Lake Leelanau",-85.7992,0.70885,0.70304
763,King City,-79.5342,0.72157,0.69009
764,"Puckett Observatory, Stone Mountain",-84.8561,0.83264,0.55205
765,Cincinnati,-84.4225,0.77669,0.62784
766,"Michigan State University Obs., East Lansing",-84.4833,0.736,0.67477
767,Ann Arbor,-83.7303,0.74102,0.6693
768,"Dearborn Observatory, Evanston (aft. Oct. 1939)",-87.67512,0.743585,0.66643
769,"McMillin Observatory, Columbus",-83.0108,0.76716,0.63936
770,"Crescent Moon Observatory, Columbus",-85.9214,0.77573,0.629
771,"Boyeros Observatory, Havana",-82.43,0.922,0.389
772,"Boltwood Observatory, Stittsville",-75.9135,0.70517,0.70669
773,"Warner and Swasey Observatory, Cleveland",-81.5682,0.74966,0.65966
774,"Warner and Swasey Nassau Station, Chardon",-81.075,0.74905,0.66039
775,"Sayre Observatory, South Bethlehem",-75.3832,0.76029,0.64743
776,"Foggy Bottom, Hamilton",-75.5331,0.73472,0.67619
777,Toronto,-79.3983,0.72454,0.68695
778,"Allegheny Observatory, Pittsburgh",-80.0222,0.76172,0.64582
779,"David Dunlap Observatory, Richmond Hill",-79.4221,0.72219,0.68943
780,"Leander McCormick Observatory, Charlottesville",-78.5222,0.78868,0.6128
781,Quito,-78.4925,1.00045,-0.00405
782,"Quito, comet astrograph station",-78.35,0.999,0.0
783,Rixeyville,-77.98,0.783,0.622
784,"Stull Observatory, Alfred University",-77.7854,0.7414,0.66895
785,"Fitz-Randolph Observatory, Princeton",-74.6458,0.76323,0.64397
786,"U.S. Naval Obs., Washington (since 1893)",-77.0655,0.77906,0.62487
787,"U.S. Naval Obs., Washington (before 1893)",-77.0506,0.77934,0.62451
788,"Mount Cuba Observatory, Wilmington",-75.6333,0.76953,0.6365
789,"Litchfield Observatory, Clinton",-75.406,0.73188,0.67922
790,"Dominion Observatory, Ottawa",-75.7165,0.70343,0.7084
791,"Flower and Cook Observatory, Philadelphia",-75.4764,0.76713,0.63937
792,"University of Rhode Island, Quonochontaug",-71.70095,0.751746,0.657236
793,"Dudley Observatory, Albany (before 1893)",-73.7485,0.7365,0.6742
794,"Vassar College Observatory, Poughkeepsie",-73.89,0.74789,0.66161
795,Rutherford,-73.96139,0.757969,0.650106
796,Stamford,-73.55,0.755,0.654
797,"Yale Observatory, New Haven",-72.9249,0.75218,0.65676
798,"Yale Observatory, Bethany",-72.9846,0.75093,0.65822
799,Winchester,-71.135,0.73896,0.6715
800,"Harvard Observatory, Arequipa",-71.5489,0.96006,-0.28021
801,Oak Ridge Observatory,-71.55767,0.738364,0.672183
802,"Harvard Observatory, Cambridge",-71.12836,0.739802,0.670574
803,Taunton,-71.0833,0.74543,0.66436
804,Santiago-San Bernardo,-70.6879,0.83421,-0.54976
805,Santiago-Cerro El Roble,-71.02,0.83997,-0.54145
806,Santiago-Cerro Calan,-70.5487,0.83584,-0.54738
807,"Cerro Tololo Observatory, La Serena",-70.8059,0.8656,-0.4998
808,El Leoncito,-69.3292,0.85098,-0.52414
809,"European Southern Observatory, La Silla",-70.73374,0.87344,-0.486052
810,"Wallace Observatory, Westford",-71.4846,0.73712,0.67352
811,"Maria Mitchell Observatory, Nantucket",-70.10435,0.752586,0.656289
812,Vina del Mar,-71.5457,0.83992,-0.54093
813,Santiago-Quinta Normal (1862-1920),-70.6917,0.83533,-0.54805
814,North Scituate,-71.58083,0.746007,0.663734
815,Santiago-Santa Lucia (1849-1861),-70.6521,0.83539,-0.54799
816,Rand Observatory,-74.2417,0.71645,0.69542
817,Sudbury,-71.3896,0.74018,0.67017
818,"Gemeaux Observatory, Laval",-73.5833,0.704,0.7079
819,Val-des-Bois,-75.615,0.6972,0.71451
820,Tarija,-64.62419,0.930491,-0.365872
821,Cordoba-Bosque Alegre,-64.54959,0.852688,-0.521032
822,Cordoba,-64.19863,0.854203,-0.518325
823,Fitchburg,-71.8309,0.73715,0.67354
824,Lake Clear,-74.2472,0.71641,0.69546
825,Granville,-71.7405,0.74033,0.67003
826,Plessissville,-71.7718,0.69312,0.71843
827,Saint-Felicien,-72.4607,0.6619,0.7471
828,Assonet,-71.0242,0.74656,0.6631
829,Complejo Astronomico El Leoncito,-69.3021,0.85102,-0.52411
830,Hudson,-71.4303,0.73491,0.6759
831,"Rosemary Hill Observatory, University of Florida",-82.5866,0.87191,0.48804
832,Etters,-76.815,0.7653,0.6416
833,"Obs. Astronomico de Mercedes, Buenos Aires",-58.5367,0.82373,-0.56508
834,Buenos Aires-AAAA,-58.4346,0.82398,-0.56473
835,"Drum Hill Station, Chelmsford",-71.3572,0.73709,0.67354
836,"Furnace Brook Observatory, Cranston",-71.4989,0.74708,0.66252
837,Jupiter,-80.2447,0.89228,0.44996
838,Dayton,-84.1372,0.77,0.63596
839,La Plata,-57.9322,0.82097,-0.56906
840,Flint,-83.7167,0.73235,0.6787
841,"Martin Observatory, Blacksburg",-80.55767,0.796229,0.60322
842,Gettysburg College Observatory,-77.2322,0.76901,0.63713
843,"Emerald Lane Observatory, Decatur",-86.9352,0.82481,0.56357
844,Observatorio Astronomico Los Molinos,-56.19018,0.822499,-0.566884
845,"Ford Observatory, Ithaca",-76.4942,0.73942,0.67107
846,"Principia Astronomical Observatory, Elsah",-90.34499,0.779842,0.623926
847,"Lunar Cafe Observator, Flint",-84.025,0.7078,0.7041
848,"Tenagra Observatory, Cottage Grove",-122.9781,0.72412,0.68741
849,"Everstar Observatory, Olathe",-94.8306,0.77927,0.62467
850,"Cordell-Lorenz Observatory, Sewanee",-85.9198,0.8181,0.57333
851,"Burke-Gaffney Observatory, Halifax",-63.58038,0.71283,0.698986
852,"River Moss Observatory, St. Peters",-90.595,0.7805,0.6231
853,Biosphere 2 Observatory,-110.846731,0.8436026,0.5355075
854,"Sabino Canyon Observatory, Tucson",-110.82005,0.846183,0.531351
855,"Wayside Observatory, Minnetonka",-93.4617,0.7093,0.7026
856,Riverside,-117.446,0.83,0.556
857,"Iowa Robotic Observatory, Sonoita",-110.6008,0.85213,0.52204
858,"Tebbutt Observatory, Edgewood",-106.22,0.8194,0.5719
859,Wykrota Observatory-CEAMIG,-43.6903,0.94132,-0.33707
860,Valinhos,-46.9653,0.92108,-0.38842
861,Barao Geraldo,-47.0796,0.92253,-0.38487
862,Saku,138.5262,0.80861,0.58658
863,Furukawa,137.18,0.807,0.588
864,Kumamoto,130.7533,0.84257,0.5368
865,"Emmy Observatory, New Paltz",-74.1208,0.74765,0.66189
866,"U.S. Naval Academy, Michelson",-76.49,0.7784,0.6257
867,Saji Observatory,134.1222,0.81671,0.57522
868,Hidaka Observatory,135.1359,0.83066,0.55492
869,Tosa,133.4298,0.8348,0.5487
870,Campinas,-46.82589,0.921798,-0.386786
871,Akou,134.3925,0.82256,0.56678
872,Tokushima,134.2411,0.82904,0.55734
873,Kurashiki Observatory,133.7717,0.8241,0.56455
874,"Observatorio do Pico dos Dias, Itajuba",-45.58265,0.924359,-0.380986
875,Yorii,139.2353,0.80896,0.58593
876,Honjo,139.2467,0.80762,0.58774
877,Okutama,139.0828,0.81194,0.58196
878,Kagiya,136.9142,0.82019,0.57019
879,Tokai,137.3535,0.8197,0.57099
880,Rio de Janeiro,-43.2229,0.92169,-0.38664
881,Toyota,137.2571,0.81872,0.5723
882,JCPM Oi Station,137.3558,0.81842,0.57281
883,Shizuoka,138.4215,0.81986,0.57065
884,Kawane,138.0792,0.8187,0.5724
885,JCPM Yakiimo Station,138.4667,0.82049,0.56975
886,Mishima,138.9367,0.81836,0.5728
887,Ojima,139.3367,0.80745,0.58798
888,Gekko,138.9952,0.81885,0.57217
889,Karasuyama,140.1427,0.80322,0.59372
890,JCPM Tone Station,140.25,0.8108,0.5834
891,JCPM Kimachi Station,140.8633,0.78606,0.61609
892,YGCO Hoshikawa and Nagano Stations,139.4753,0.80852,0.5865
893,Sendai Municipal Observatory,140.86222,0.786233,0.61587
894,Kiyosato,138.4476,0.81113,0.58321
895,Hatamae,140.7203,0.78573,0.61658
896,Yatsugatake South Base Observatory,138.3678,0.81132,0.58292
897,YGCO Chiyoda Station,139.4929,0.80797,0.58725
898,Fujieda,138.1883,0.82107,0.56899
899,Toma,142.55,0.7224,0.6891
900,Moriyama,135.98994,0.819572,0.571083
901,Tajimi,137.0877,0.81664,0.57525
902,Ootake,132.2208,0.82775,0.55922
903,Fukuchiyama and Kannabe,135.174239,0.817354,0.574227
904,Go-Chome and Kobe-Suma,135.12,0.824,0.565
905,Nachi-Katsuura Observatory,135.9246,0.83368,0.5504
906,Cobram,145.667,0.8113,-0.5837
907,Melbourne,144.9758,0.79082,-0.61001
908,Toyama,137.2467,0.80352,0.5933
909,Snohomish Hilltop Observatory,-122.1283,0.6711,0.7389
910,Caussols-ODAS,6.9267,0.72368,0.68811
911,"Collins Observatory, Corning Community College",-77.0767,0.7429,0.6672
912,"Carbuncle Hill Observatory, Greene",-71.7658,0.74769,0.66186
913,"Observatorio Kappa Crucis, Montevideo",-56.1839,0.82093,-0.56912
914,"Underwood Observatory, Hubbardston",-71.9892,0.73809,0.67254
915,"River Oaks Observatory, New Braunfels",-98.1211,0.86861,0.49393
916,"Oakley Observatory, Terre Haute",-87.3164,0.77287,0.63248
917,Pacific Lutheran University Keck Observatory,-122.4478,0.6814,0.72948
918,"Badlands Observatory, Quinn",-102.1306,0.72071,0.6911
919,Desert Beaver Observatory,-111.6817,0.8419,0.5379
920,"RIT Observatory, Rochester",-77.6647,0.73161,0.67947
921,"SW Institute for Space Research, Cloudcroft",-105.5275,0.83988,0.54159
922,"Timberland Observatory, Decatur",-87.1667,0.82335,0.56569
923,"The Bradstreet Observatory, St. Davids",-75.37,0.76655,0.64006
924,Observatoire du Cegep de Trois-Rivieres,-72.3231,0.68988,0.7215
925,Palominas Observatory,-110.1411,0.8545,0.51811
926,"Tenagra II Observatory, Nogales",-110.8791,0.85394,0.51902
927,Madison-YRS,-89.43806,0.735007,0.67585
928,"Moonedge Observatory, Northport",-73.3239,0.75688,0.65136
929,Port Allen,-91.2242,0.86319,0.50319
930,"S. S. Observatory, Pamatai",-149.58776,0.953752,-0.299638
931,Puna\'auia,-149.6158,0.9533,-0.301
932,"John J. McCarthy Obs., New Milford",-73.42599,0.749767,0.659494
933,"Rockland Observatory, Sierra Vista",-110.2658,0.85383,0.51924
934,Poway Valley,-117.0428,0.83985,0.54108
935,"Wyrick Observatory, Haymarket",-77.6606,0.77977,0.624
936,"Ibis Observatory, Manhattan",-96.6208,0.77614,0.62852
937,"Bradbury Observatory, Stockton-on-Tees",-1.31,0.58065,0.81143
938,Linhaceira,-8.3838,0.77243,0.63299
939,Observatorio Rodeno,-0.3967,0.76982,0.63619
940,Waterlooville,-1.0389,0.63199,0.77238
941,Observatorio Pla D\'Arguines,-0.3861,0.76988,0.63608
942,Grantham,-0.6364,0.60413,0.79423
943,Peverell,-4.1336,0.63881,0.76679
944,"Observatorio Geminis, Dos Hermanas",-5.91685,0.796657,0.602418
945,Observatorio Monte Deva,-5.6014,0.72671,0.68474
946,Ametlla de Mar,0.7931,0.75662,0.6517
947,Saint-Sulpice,2.1244,0.65268,0.75511
948,Pymoor,0.2189,0.61048,0.78937
949,Durtal,-0.1831,0.67454,0.73577
950,La Palma,-17.8824,0.87764,0.47847
951,Highworth,-1.7017,0.62194,0.78046
952,Marxuquera,-0.2417,0.7787,0.6253
953,Montjoia,2.1339,0.74602,0.66393
954,Teide Observatory,-16.5094,0.88148,0.47142
955,Sassoeiros,-9.3261,0.78146,0.62188
956,Observatorio Pozuelo,-3.8092,0.76224,0.6453
957,Merignac,-0.6494,0.71047,0.70137
958,Observatoire de Dax,-1.03053,0.724214,0.687282
959,Ramonville Saint Agne,1.4653,0.72596,0.68548
960,Rolvenden,0.6108,0.63016,0.77387
961,"City Observatory, Calton Hill, Edinburgh",-3.1794,0.56112,0.82498
962,Gandia,-0.1812,0.77845,0.62561
963,Werrington,-0.2667,0.6084,0.7909
964,Southend Bradfield,-1.1567,0.62471,0.77826
965,"Observacao Astronomica no Algarve, Portimao",-8.5992,0.79761,0.60118
966,Church Stretton,-2.79577,0.609591,0.7901
967,Greens Norton,-1.0222,0.61508,0.78585
968,Haverhill,0.425,0.6158,0.7853
969,London-Regents Park,-0.1546,0.6235,0.7792
970,Chelmsford,0.4954,0.62045,0.78162
971,Lisbon,-9.18751,0.781336,0.62204
972,Dun Echt,-2.4167,0.54359,0.83656
973,Harrow,-0.3329,0.62271,0.77983
974,Genoa Observatory,8.84431,0.715243,0.696571
975,Observatorio Astronomico de Valencia,-0.3667,0.77292,0.63239
976,Leamington Spa,-1.5331,0.61258,0.78778
977,Markree,-8.4517,0.5866,0.80717
978,Conder Brow,-2.75459,0.588685,0.805673
979,South Wonston,-1.3303,0.62896,0.77485
980,Lancaster,-2.78,0.58864,0.8057
981,Armagh,-6.6478,0.58409,0.80898
982,"Dunsink Observatory, Dublin",-6.3379,0.59771,0.79904
983,San Fernando,-6.20475,0.805167,0.591067
984,Eastfield,-2.73025,0.631671,0.772658
985,Telford,-2.4683,0.60801,0.7913
986,Ascot,-0.63947,0.625049,0.777992
987,"Isle of Man Observatory, Foxdale",-4.6265,0.58658,0.80721
988,Glasgow,-4.294,0.56225,0.82421
989,"Wilfred Hall Observatory, Preston",-2.59418,0.591888,0.803341
990,Madrid,-3.6879,0.7626,0.64487
991,Liverpool (since 1867),-3.0722,0.5975,0.79919
992,Liverpool (before 1867),-3.0005,0.5973,0.7993
993,Woolston Observatory,-2.50444,0.629975,0.774031
994,Godalming,-0.6122,0.62827,0.7754
995,Durham,-1.5823,0.57819,0.81319
996,Oxford,-1.2517,0.62025,0.78179
997,Hartwell,-0.85,0.619,0.783
998,London-Mill Hill,-0.24247,0.622254,0.780206
999,Bordeaux-Floirac,-0.5275,0.71033,0.70153
A00,Gravesend,0.377,0.62475,0.77821
A01,Masia Cal Maciarol Modul 2,0.7441,0.74414,0.66596
A02,Masia Cal Maciarol Modul 8,0.7441,0.74414,0.66596
A03,Torredembarra,1.4,0.7541,0.6546
A04,Saint-Caprais,1.7181,0.72206,0.68956
A05,Belesta,1.8175,0.72721,0.68417
A06,Mataro,2.4417,0.74922,0.66012
A07,Gretz-Armainvilliers,2.7444,0.6607,0.74815
A08,Malibert,2.8847,0.72735,0.68406
A09,Quincampoix,1.1803,0.65037,0.75711
A10,Observatorio Astronomico de Corbera,1.9281,0.75278,0.65613
A11,Wormhout,2.4718,0.63222,0.77219
A12,Stazione Astronomica di Sozzago,8.74768,0.703404,0.708434
A13,"Observatoire Naef, Ependes",7.1394,0.68632,0.72501
A14,Les Engarouines Observatory,5.1864,0.72028,0.69143
A15,"Josef Bresser Sternwarte, Borken",6.7972,0.61903,0.78275
A16,Tentlingen,7.1922,0.68622,0.72511
A17,"Guidestar Observatory, Weinheim",8.68147,0.650133,0.757328
A18,Herne,7.1761,0.62342,0.77928
A19,Koln,7.0744,0.63164,0.77267
A20,Sogel,7.51887,0.605274,0.793357
A21,Irmtraut,8.0581,0.63667,0.76862
A22,Starkenburg Sternwarte-SOHAS,8.6531,0.64877,0.75848
A23,Weinheim,8.6677,0.65027,0.75719
A24,"New Millennium Observatory, Mozzate",8.9481,0.69995,0.71185
A25,Nova Milanese,9.1925,0.70104,0.71077
A26,Darmstadt,8.65736,0.646597,0.760303
A27,"Eridanus Observatory, Langelsheim",10.3236,0.61823,0.78341
A28,Kempten,10.3342,0.67398,0.73642
A29,Santa Maria a Monte,10.6733,0.72369,0.68782
A30,Crespadoro,11.22308,0.700397,0.711555
A31,Corcaroli Observatory,11.4186,0.70024,0.71155
A32,Panker,10.5517,0.58423,0.80887
A33,Volkssternwarte Kirchheim,11.0157,0.63231,0.77217
A34,Grosshabersdorf,10.7911,0.64944,0.75793
A35,Hormersdorf Observatory,12.8978,0.63511,0.76995
A36,Ganda di Aviatico,9.7911,0.69856,0.7134
A37,Mueggelheim,13.66158,0.611298,0.788754
A38,"Campocatino Automated Telescope, Collepardo",13.3747,0.74706,0.66266
A39,Altenburg,12.4186,0.63084,0.77336
A40,Pieta,14.4978,0.81104,0.58306
A41,"Rezman Observatory, Kamnik",14.5911,0.6929,0.71871
A42,Gehrden,9.5019,0.6128,0.7876
A43,"Inastars Observatory, Potsdam (before 2006)",13.0897,0.61201,0.78821
