observatory_code,observatory_name,longitude,parallax_cos,parallax_sin
G37,Lowell Discovery Telescope,-111.42221,0.8229,0.566927
G38,"Observatorio La Senda, Cabanillas del Campo",-3.23158,0.759967,0.647951
G39,"ROAD, San Pedro de Atacama",-68.17961,0.92164,-0.387711
G40,Slooh.com Canary Islands Observatory,-16.50826,0.88147,0.471441
G41,"Insperity Observatory, Humble",-95.26184,0.86704,0.496575
G42,"Observatorio Astronomico UAdeC, Saltillo",-100.977,0.90391,0.42687
G43,"Observatorio Buenaventura Suarez, San Luis",-66.3121,0.83817,-0.54382
G44,"Observatorio Longa Vista, Sao Paulo",-46.6939,0.92118,-0.38816
G45,"Space Surveillance Telescope, Atom Site",-106.36436,0.832748,0.55248
G46,Pinto Valley Observatory,-115.33847,0.818022,0.573711
G47,"HillTopTop Observatory, Edgewood",-106.19346,0.819827,0.571261
G48,"Harlingten Research Observatory, Rancho Hildalgo",-108.89852,0.849514,0.526196
G49,Minnetonka,-93.4057,0.70889,0.70302
G50,"Organ Mesa Observatory, Las Cruces",-106.67,0.84629,0.53134
G51,"Byrne Observatory, Sedgwick Reserve",-120.04222,0.823164,0.56599
G52,"Stone Edge Observatory, El Verano",-122.50396,0.785917,0.616275
G53,"Alder Springs Observatory, Auberry",-119.41273,0.799043,0.599625
G54,Hemet,-116.937,0.83295,0.55166
G55,Bakersfield,-118.90467,0.816361,0.575651
G56,Walnut Creek,-122.0706,0.78983,0.61128
G57,"Dilbert Observatory, Forest Grove",-123.1436,0.70171,0.71009
G58,"Chabot Space and Science Center, Oakland",-122.182,0.791,0.60988
G59,"Maiden Lane Obs., Bainbridge Island",-122.547,0.67475,0.73559
G60,"Carroll Observatory, Montecito",-119.66112,0.825544,0.562496
G61,Pleasanton,-121.8476,0.7927,0.6076
G62,"Sunriver Nature Center Observatory, Sunriver",-121.4531,0.72214,0.68971
G63,"Mill Creek Observatory, The Dalles",-121.3142,0.70152,0.71031
G64,Blue Canyon Observatory,-120.7089,0.77535,0.62979
G65,"Vulcan North, Lick Observatory, Mount Hamilton",-121.6388,0.79616,0.60338
G66,"Lake Forest Observatory, Forest Hills",-121.0831,0.78135,0.62206
G67,"Rancho Del Sol, Camino",-120.635,0.78134,0.62225
G68,"Sierra Stars Observatory, Markleeville",-119.775,0.78044,0.62355
G69,"Via Capote Sky Observatory, Thousand Oaks",-118.9842,0.82829,0.5585
G70,"Francisquito Observatory, Los Angeles",-118.5453,0.82543,0.56273
G71,Rancho Palos Verdes,-118.3953,0.83216,0.55276
G72,University Hills,-118.17592,0.829301,0.55697
G73,Mount Wilson-TIE,-118.06,0.82804,0.55925
G74,"Boulder Knolls Observatory, Escondido",-117.11462,0.837429,0.544849
G75,"Starry Knight Observatory, Coto de Caza",-116.7217,0.8351,0.5487
G76,"Altimira Observatory, Coto de Caza",-117.5822,0.83388,0.55015
G77,Baldwin Lake,-116.2817,0.8274,0.5603
G78,"Desert Wanderer Observatory, El Centro",-115.6873,0.84158,0.53832
G79,Goat Mountain Astronomical Research Station,-116.3835,0.82718,0.5603
G80,"Sierra Remote Observatories, Auberry",-119.4127,0.79904,0.59962
G81,Temecula,-117.087,0.834904,0.548639
G82,"SARA Observatory, Kitt Peak",-111.59943,0.849482,0.526455
G83,Mt. Graham-LBT,-109.88961,0.84274,0.53744
G84,Mount Lemmon SkyCenter,-110.78916,0.845112,0.53361
G85,"Vermillion Cliffs Observatory, Kanab",-112.43482,0.799502,0.599067
G86,Tucson-Winterhaven,-110.9303,0.84645,0.5309
G87,"Calvin M. Hooper Memorial Observatory, Hyde Park",-111.8106,0.74666,0.66331
G88,"LAMP Observatory, New River",-112.1119,0.83064,0.55514
G89,"Kachina Observatory, Flagstaff",-111.6931,0.81933,0.57197
G90,"Three Buttes Observatory, Tucson",-111.0342,0.84301,0.53639
G91,"Whipple Observatory, Mt. Hopkins--2MASS",-110.8781,0.85208,0.52234
G92,"Jarnac Observatory, Vail",-110.7186,0.8492,0.5266
G93,"Sonoita Research Observatory, Sonoita",-110.6274,0.85215,0.52201
G94,"Sonoran Skies Observatory, St. David",-110.0733,0.84971,0.52594
G95,"Hereford Arizona Observatory, Hereford",-110.2378,0.85404,0.51888
G96,Mt. Lemmon Survey,-110.78872,0.845107,0.533611
G97,"Astronomical League Alpha Observatory, Portal",-109.1306,0.84965,0.526
G98,"Calvin-Rehoboth Observatory, Rehoboth",-108.65646,0.815037,0.578012
G99,"NF Observatory, Silver City",-108.1896,0.84192,0.53835
H00,Tyrone,-108.3013,0.84247,0.53746
H01,"Magdalena Ridge Observatory, Socorro",-107.18933,0.830474,0.556096
H02,"Sulphur Flats Observatory, La Cueva",-106.6294,0.81146,0.58309
H03,"Sandia View Observatory, Rio Rancho",-106.6447,0.81753,0.5744
H04,Santa Fe,-105.974,0.81388,0.57964
H05,"Edmund Kline Observatory, Deer Trail",-103.9293,0.77126,0.63477
H06,"iTelescope Observatory, Mayhill",-105.5287,0.840712,0.54031
H07,"7300 Observatory, Cloudcroft",-105.52866,0.840711,0.54031
H08,"BlackBird Observatory, Cloudcroft",-105.52919,0.840705,0.540319
H09,"Antelope Hills Observatory, Bennett",-104.4114,0.7707,0.63549
H10,"Tzec Maun Observatory, Mayhill",-105.52859,0.840711,0.540309
H11,"LightBuckets Observatory, Rodeo",-109.016,0.85029,0.52492
H12,"TechDome, Mayhill",-105.52922,0.840712,0.540307
H13,"Lenomiya Observatory, Casa Grande",-111.74788,0.840489,0.540134
H14,"Morning Star Observatory, Tucson",-110.78767,0.846402,0.530995
H15,"ISON-NM Observatory, Mayhill",-105.52844,0.840711,0.540308
H16,"HUT Observatory, Eagle",-106.711,0.77152,0.63472
H17,Angel Peaks Observatory,-105.61667,0.783783,0.619652
H18,"Vail View Observatory, Vail",-110.71202,0.849231,0.526572
H19,"Lone Star Observatory, Caney",-96.13741,0.828144,0.558685
H20,"Eastern Illinois University Obs., Charleston",-88.18318,0.77295,0.632393
H21,"Astronomical Research Observatory, Westfield",-87.96827,0.772885,0.632471
H22,Terre Haute,-87.2629,0.77438,0.63062
H23,"Pear Tree Observatory, Valparaiso",-86.50142,0.862319,0.504671
H24,"J. C. Veen Observatory, Lowell",-85.40119,0.733648,0.67731
H25,"Harvest Moon Observatory, Northfield",-93.12918,0.714467,0.697388
H26,"Doc Greiner Research Observatory, Janesvillle",-89.21078,0.735075,0.675789
H27,"Moonglow Observatory, Warrensburg",-93.76866,0.780074,0.623645
H28,"Preston Hills Observatory, Celina",-96.7685,0.836912,0.545569
H29,"Ivywood Observatory, Edmond",-97.4506,0.81372,0.5794
H30,"University of Oklahoma Observatory, Norman",-97.4442,0.81808,0.57328
H31,"Star Ridge Observatory, Weimar",-96.67,0.87011,0.49123
H32,"Texas A&M Physics Observatory, College Station",-96.3666,0.86174,0.50567
H33,"Bixhoma Observatory, Bixby",-95.8783,0.8099,0.58466
H34,Chapel Hill,-95.1742,0.846,0.53143
H35,Leavenworth,-95.0483,0.77423,0.63085
H36,"Sandlot Observatory, Scranton",-95.70655,0.780428,0.623229
H37,"Grems Timmons Observatories, Graettinger",-94.7997,0.72947,0.68182
H38,"Timberline Observatory, Urbandale",-94.0136,0.75079,0.6584
H39,"S.O.S. Observatory, Minneapolis",-93.3172,0.70944,0.70247
H40,Nubbin Ridge Observatory,-93.2694,0.82519,0.56302
H41,Petit Jean Mountain,-92.9258,0.8187,0.57238
H42,"Wartburg College Observatory, Waverly",-92.4922,0.73568,0.67512
H43,Conway,-92.5002,0.81918,0.57163
H44,Cascade Mountain,-92.2018,0.8188,0.5722
H45,"Arkansas Sky Obs., Petit Jean Mountain South",-92.9169,0.8189,0.5721
H46,"Ricky Observatory, Blue Springs",-94.2703,0.77818,0.62602
H47,Vicksburg,-90.8561,0.84639,0.53079
H48,"PSU Greenbush Observatory, Pittsburg",-94.9861,0.79424,0.60565
H49,"ATU Astronomical Observatory, Russellville",-93.1364,0.81712,0.57457
H50,"University of Central Arkansas Obs., Conway",-92.45861,0.819253,0.571536
H51,"Greiner Research Observatory, Verona",-89.5997,0.73117,0.68011
H52,"Hawkeye Observatory, Durand",-89.32646,0.739151,0.671335
H53,Thompsonville,-88.77158,0.789618,0.611581
H54,"Cedar Drive Observatory, Pulaski",-88.3486,0.71305,0.69883
H55,"Astronomical Research Observatory, Charleston",-88.1442,0.77283,0.63254
H56,Northbrook Meadow Observatory,-87.83236,0.742693,0.667433
H57,"Ohio State University Observatory, Lima",-84.02754,0.75885,0.64915
H58,"NASA/MSFC ALaMO, Redstone Arsenal",-86.6647,0.82349,0.56548
H59,"Prairie Grass Observatory, Camp Cullom",-86.6349,0.76362,0.64356
H60,"Heartland Observatory, Carmel",-86.13458,0.767435,0.639034
H61,Newcastle,-78.58311,0.721533,0.69008
H62,Calvin College Observatory,-85.5883,0.73335,0.67763
H63,"DeKalb Observatory, Auburn",-85.0724,0.75227,0.65672
H64,"Thomas More College Observatory, Crestview Hills",-84.5636,0.77796,0.62623
H65,"Waltonfields Observatory, Walton",-84.5636,0.77995,0.62381
H66,Yellow Springs,-83.854,0.76956,0.63651
H67,"Stonegate Observatory, Ann Arbor",-83.83759,0.740813,0.669522
H68,"Red Barn Observatory, Ty Ty",-83.65176,0.854246,0.518152
H69,"Perkins Observatory, Delaware",-83.05537,0.76432,0.642741
H70,Asheville,-82.5542,0.81412,0.57897
H71,Chula,-83.51718,0.852885,0.520378
H72,"Evelyn L. Egan Observatory, Fort Myers",-81.7742,0.89584,0.44289
H73,"Lakeland Astronomical Observatory, Kirtland",-81.3649,0.7485,0.66097
H74,"Bar J Observatory, New Smyrna Beach",-81.1253,0.87602,0.48066
H75,"Indian Hill North Observatory, Huntsburg",-81.08144,0.749551,0.659816
H76,"Oakridge Observatory, Miami",-80.5867,0.90197,0.43036
H77,Buehler Observatory,-80.2347,0.89877,0.43695
H78,"University of Narino Observatory, Pasto",-77.29104,1.000183,0.02103
H79,"York University Observatory, Toronto",-79.5073,0.723258,0.688308
H80,"Halsted Observatory, Princeton",-74.66433,0.763194,0.644015
H81,"Hartung-Boothroyd Observatory, Ithaca",-76.38461,0.738959,0.671615
H82,"CBA-NOVAC Observatory, Front Royal",-78.2161,0.77836,0.62576
H83,"Timberlake Observatory, Oakton",-77.3359,0.77926,0.62463
H84,"Northview Observatory, Mendon",-77.5039,0.73259,0.67843
H85,Silver Spring,-76.9971,0.77784,0.62638
H86,"CBA-East Observatory, Laurel",-76.8424,0.77693,0.62749
H87,"Fenwick Observatory, Richmond",-77.5639,0.79309,0.60708
H88,"Hope Observatory, Belcamp",-76.2423,0.77295,0.63235
H89,"Galaxy Blues Observatory, Gatineau",-75.7025,0.70235,0.70945
H90,Ottawa,-75.5269,0.70267,0.70914
H91,"Reynolds Observatory, Potsdam",-74.95161,0.712263,0.69959
H92,Arcturus Observatory,-74.3789,0.76785,0.63849
H93,Berkeley Heights,-74.4242,0.75934,0.64853
H94,Cedar Knolls,-74.4561,0.75781,0.65032
H95,"NJIT Observatory, Newark",-74.1788,0.758745,0.649211
H96,"Observatoire des Pleiades, Mandeville",-73.3858,0.69143,0.72005
H97,"Talcott Mountain Science Center, Avon",-72.79868,0.746487,0.663233
H98,"Dark Rosanne Obs., Middlefield",-72.7345,0.74987,0.65938
H99,"Sunhill Observatory, Newton",-71.1964,0.7404,0.66992
I00,"Carbuncle Hill Observatory, Coventry",-71.7706,0.74794,0.66157
I01,"Clay Center Observatory, Brookline",-71.13747,0.740677,0.66963
I02,"Cerro Tololo Observatory, La Serena--2MASS",-70.8051,0.86558,-0.49976
I03,"European Southern Obs., La Silla--ASTROVIRTEL",-70.73374,0.87344,-0.486052
I04,Mamalluca Observatory,-70.6848,0.86693,-0.49697
I05,Las Campanas Observatory-TIE,-70.702,0.87559,-0.48217
I06,"Werner Schmidt Obs., Dennis-Yarmouth Regional HS",-70.1939,0.74801,0.66147
I07,"Conlin Hill Observatory, Oxford",-71.9029,0.74279,0.66735
I08,"Alianza S4, Cerro Burek",-69.3068,0.85116,-0.52394
I09,Cerro Armazones,-70.19623,0.910166,-0.413875
I10,"CAO, San Pedro de Atacama (until 2012)",-68.18,0.92165,-0.3877
I11,"Gemini South Observatory, Cerro Pachon",-70.73655,0.86502,-0.500901
I12,"Phillips Academy Observatory, Andover",-71.12947,0.736679,0.673998
I13,"Burleith Observatory, Washington D.C.",-77.06994,0.779116,0.624793
I14,"Tigh Speuran Observatory, Framingham",-71.41069,0.740298,0.67004
I15,"Wishing Star Observatory, Barrington",-71.29924,0.747034,0.662558
I16,"IAA-AI Atacama, San Pedro de Atacama",-68.17967,0.921638,-0.387715
I17,"Thomas G. Cupillari Observatory, Fleetville",-75.67794,0.748993,0.660451
I18,"Fan Mountain Observatory, Covesville",-78.6933,0.79038,0.6107
I19,"Observatorio El Gato Gris, Tanti",-64.59289,0.854834,-0.517422
I20,"Observatorio Astronomico Salvador, Rio Cuarto",-64.31839,0.838551,-0.543122
I21,"El Condor Observatory, Cordoba",-64.1719,0.85465,-0.5176
I22,"Abbey Ridge Observatory, Stillwater Lake",-63.82601,0.71212,0.699724
I23,"Frosty Cold Observatory, Mash Harbor",-67.73351,0.714173,0.697623
I24,"Lake of the Woods Observatory, Locust Grove",-77.7694,0.78534,0.61702
I25,"ECCCO Observatory, Bosque Alegre",-64.55619,0.850887,-0.523945
I26,"Observatorio Kappa Crucis, Cordoba",-64.1786,0.85417,-0.51839
I27,"Barred Owl Observatory, Carp",-75.9994,0.70401,0.70783
I28,"Starhoo Observatory, Lakeville",-70.9111,0.74643,0.66324
I29,"Middlesex School Observatory, Concord",-71.36696,0.738432,0.672081
I30,Observatorio Geminis Austral,-60.6583,0.83966,-0.54131
I31,Observatorio Astronomico del Colegio Cristo Rey,-60.6351,0.83995,-0.54086
I32,"Observatorio Beta Orionis, Rosario",-60.6536,0.83969,-0.54125
I33,"SOAR, Cerro Pachon",-70.73369,0.865052,-0.500865
I34,Morgantown,-75.8703,0.76548,0.64134
I35,Sidoli,-58.4428,0.82198,-0.56762
I36,"Observatorio Los Campitos, Canuelas",-58.71729,0.819978,-0.570483
I37,"Astrodomi Observatory, Santa Rita",-58.64725,0.825603,-0.56236
I38,"Observatorio Los Algarrobos, Salto",-57.97859,0.8544,-0.517885
I39,"Observatorio Cruz del Sur, San Justo",-58.57339,0.823342,-0.565652
I40,La Silla--TRAPPIST,-70.73939,0.873472,-0.485986
I41,Palomar Mountain--ZTF,-116.85978,0.836322,0.546875
I42,Westport Observatory,-71.0919,0.74895,0.66041
I43,"Tarleton State University Obs., Stephenville",-98.09763,0.846901,0.530084
I44,"Northwest Florida State College, Niceville",-86.4824,0.86201,0.50521
I45,"W Crusis Astronomical Observatory, San Justo",-58.5719,0.82326,-0.56577
I46,"The Cottage Observatory, Altoona",-78.3892,0.76192,0.64558
I47,"Pierre Auger Observatory, Malargue",-69.4497,0.81526,-0.57753
I48,"Observatorio El Catalejo, Santa Rosa",-64.3243,0.8034,-0.59348
I49,"Sunflower Observatory, Santa Fe",-106.01383,0.813183,0.580617
I50,"P2 Observatory, Mayhill",-105.52858,0.840712,0.540309
I51,Clinton,-76.9453,0.78133,0.62203
I52,"Steward Observatory, Mt. Lemmon Station",-110.78892,0.845109,0.533609
I53,Armilla,-3.6217,0.79822,0.60052
I54,"Observatorio Las Vaguadas, Badajoz",-6.96919,0.779853,0.623912
I55,Valencia,-0.35786,0.772769,0.632566
I56,"Observatorio Astronomico John Beckman, Almeria",-2.28934,0.801182,0.596429
I57,Elche,-0.6744,0.78579,0.61646
I58,Betera,-0.4626,0.77206,0.63345
I59,"Observatorio Fuente de los matos, Muriedas",-3.8442,0.72754,0.68377
I60,Guernanderf,-2.8219,0.67397,0.7363
I61,Ourense,-7.8506,0.74047,0.66989
I62,Observatorio Helios Ontigola,-3.57361,0.767072,0.639561
I63,"Cygnus Observatory, New Airesford",-1.167,0.62944,0.77446
I64,Maidenhead,-0.70614,0.623532,0.779182
I65,Yunquera,-4.9204,0.80245,0.59491
I66,"Taurus Australis Observatory, Brasilia",-48.0,0.96235,-0.27153
I67,Hartley Wintney,-0.91247,0.62644,0.77687
I68,Pousada dos Anoes Observatory,-47.5019,0.96931,-0.24573
I69,"AGM Observatory, Marrakech",-7.9931,0.85232,0.5214
I70,"Gedney House Observatory, Kirton",-0.05842,0.604128,0.794217
I71,"Observatorio Los Milanos, Caceres",-6.3302,0.7733,0.63205
I72,"Observatorio Carpe-Noctem, Madrid",-4.0151,0.75923,0.64893
I73,"Salvia Observatory, Saulges",-0.41289,0.670611,0.739353
I74,"Baxter Garden Observatory, Salisbury",-1.81261,0.629588,0.774337
I75,"Observatorio Los Caracoles, Castello",-0.035,0.76735,0.6391
I76,"Observatorio Tesla, Valdemorillo",-4.06319,0.761573,0.646107
I77,"CEAMIG-REA Observatory, Belo Horizonte",-43.9975,0.94119,-0.33714
I78,"Observatorio Principia, Malaga",-4.4279,0.8024,0.59481
I79,"AstroCamp, Nerpio",-2.3267,0.78743,0.61474
I80,"Rose Cottage Observatory, Keighley",-1.86672,0.590762,0.804183
I81,"Tarbatness Observatory, Portmahomack",-3.79889,0.53351,0.842967
I82,Guimar,-16.4203,0.88105,0.47156
I83,"Cherryvalley Observatory, Rathmolyon",-6.81,0.5963,0.80008
I84,"Cerro del Viento, Badajoz",-6.9788,0.77967,0.62415
I85,Las Negras,-2.0152,0.80086,0.59686
I86,"Observatorio UCM, Madrid",-3.7261,0.76211,0.64543
I87,"Astroshot Observatory, Monasterevin",-7.0407,0.60121,0.79643
I88,Fuensanta de Martos,-3.9177,0.79287,0.60753
I89,"iTelescope Observatory, Nerpio",-2.3261,0.78744,0.61474
I90,Blackrock Castle Observatory,-8.4024,0.618315,0.783298
I91,Retamar,-2.3075,0.801192,0.596407
I92,"Astreo Observatory, Mairena del Aljarafe",-6.04711,0.795987,0.603315
I93,St Pardon de Conques,-0.20296,0.713717,0.698101
I94,"Observatorio Rho Ophiocus, Las Rozas de Madrid",-3.8633,0.76162,0.64603
I95,Observatorio de la Hita,-3.18606,0.771993,0.633666
I96,"Hyperion Observatory, Urbanizacion Caraquiz",-3.49616,0.758233,0.64996
I97,"Penn Heights Observatory, Rickmansworth",-0.49822,0.621889,0.780493
I98,El Berrueco,-3.58661,0.757256,0.651181
I99,"Observatorio Blanquita, Vaciamadrid",-3.53957,0.763221,0.644121
J00,Segorbe,-0.4944,0.7688,0.63744
J01,"Observatorio Cielo Profundo, Leon",-5.7155,0.739938,0.670609
J02,Busot,-0.445,0.78391,0.61884
J03,"Gothers Observatory, St. Dennis",-4.8675,0.638787,0.766833
J04,"ESA Optical Ground Station, Tenerife",-16.511823,0.881471,0.471466
J05,"Bootes Observatory, Boecillo",-4.70361,0.749617,0.659822
J06,"Trent Astronomical Observatory, Clifton",-1.18753,0.604374,0.794039
J07,"Observatorio SPAG Monfrague, Palazuelo-Empalme",-6.10457,0.767881,0.638546
J08,"Observatorio Zonalunar, Puzol",-0.3451,0.77127,0.63439
J09,Balbriggan,-6.2083,0.5945,0.80141
J10,Alicante,-0.40161,0.784437,0.618151
J11,Matosinhos,-8.68231,0.746984,0.662617
J12,Caraquiz,-3.48939,0.758248,0.649949
J13,La Palma-Liverpool Telescope,-17.8792,0.87763,0.47851
J14,La Corte,-14.00719,0.880303,0.472891
J15,Muxagata,-7.16939,0.75542,0.653125
J16,"An Carraig Observatory, Loughinisland",-5.79644,0.584292,0.808826
J17,Ragdon,-2.79687,0.609723,0.790018
J18,"Dingle Observatory, Montgomery",-3.094,0.60992,0.789845
J19,El Maestrat,-0.16964,0.764671,0.642359
J20,Aravaca,-3.78074,0.762019,0.645541
J21,El Boalo,-3.91997,0.759065,0.649062
J22,"Tacande Observatory, La Palma",-17.86765,0.878415,0.476543
J23,Centre Astronomique de La Couyere,-1.50639,0.671765,0.7383
J24,Observatorio Altamira,-16.44281,0.881661,0.470499
J25,"Penamayor Observatory, Nava",-5.51117,0.728241,0.683076
J26,"The Spaceguard Centre, Knighton",-3.01881,0.612507,0.787898
J27,El Guijo Observatory,-4.03101,0.760373,0.647528
J28,Jaen,-3.78619,0.791408,0.609366
J29,"Observatorio Nira, Tias",-13.65787,0.875695,0.481318
J30,"Observatorio Ventilla, Madrid",-3.707,0.761925,0.645666
J31,La Axarquia,-4.22589,0.802445,0.594759
J32,Aljaraque,-7.02231,0.796769,0.602268
J33,"University of Hertfordshire Obs., Bayfordbury",-0.094,0.62004,0.781953
J34,La Fecha,-4.77289,0.748695,0.660858
J35,"Tucci Observatory, Martos",-3.97089,0.792167,0.608432
J36,"Observatorio DiezALaOnce, Illana",-3.05481,0.765179,0.641659
J37,Huelva,-6.93531,0.796893,0.602104
J38,"Observatorio La Vara, Valdes",-6.39076,0.726887,0.684518
J39,Ingenio,-15.4364,0.88429,0.46547
J40,Malaga,-4.44153,0.802546,0.594601
J41,Raheny,-6.1811,0.59779,0.79897
J42,Puzol,-0.3011,0.77138,0.63425
J43,"Oukaimeden Observatory, Marrakech",-7.86646,0.856441,0.515339
J44,"Observatorio Iturrieta, Alava",-2.3448,0.73506,0.67596
J45,"Observatorio Montana Cabreja, Vega de San Mateo",-15.53265,0.883626,0.466916
J46,"Observatorio Montana Blanca, Tias",-13.6406,0.87569,0.48131
J47,Observatorio Nazaret,-13.556,0.87501,0.4826
J48,"Observatory Mackay, La Laguna",-16.304,0.87977,0.47393
J49,Santa Pola,-0.5518,0.78695,0.61496
J50,La Palma-NEON,-17.8824,0.87764,0.47847
J51,"Observatorio Atlante, Tenerife",-16.27102,0.879789,0.473809
J52,Observatorio Pinsoro,-1.3392,0.74198,0.66826
J53,Posadas,-5.10722,0.791142,0.609607
J54,Bradford Robotic Telescope,-16.5094,0.88149,0.47142
J55,Los Altos de Arguineguin Observatory,-15.6856,0.88549,0.46313
J56,Observatorio La Avejerilla,-15.5464,0.88416,0.46624
J57,"Centro Astronomico Alto Turia, Valencia",-1.10911,0.767817,0.638833
J58,"Brynllefrith Observatory, Llantwit Fardre",-3.3356,0.62304,0.77959
J59,"Observatorio Linceo, Santander",-3.79744,0.726956,0.684386
J60,"Tocororo Observatory, Arquillinos",-5.6594,0.74773,0.66201
J61,"Brownstown Observatory, Kilcloon",-6.5736,0.59719,0.79942
J62,"Kingsland Observatory, Boyle",-8.3655,0.59017,0.80459
J63,San Gabriel,-0.5169,0.78548,0.61683
J64,La Mata,-0.6541,0.78871,0.61271
J65,Celbridge,-6.5503,0.5983,0.7986
J66,Kinver,-2.2167,0.61071,0.78922
J67,Observatorio La Puebla de Vallbona,-0.5333,0.77114,0.63457
J68,"Tweenhills Observatory, Hartpury",-2.2945,0.61813,0.78345
J69,"North Observatory, Clanfield",-1.01966,0.631443,0.772863
J70,"Obs. Astronomico Vega del Thader, El Palmar",-1.1596,0.78968,0.61149
J71,Willow Bank Observatory,-2.1053,0.5935,0.80217
J72,Valle del Sol,-1.0336,0.79065,0.61028
J73,Quainton,-0.9167,0.6187,0.783
J74,Bilbao,-2.9039,0.7295,0.68169
J75,"OAM Observatory, La Sagra",-2.56529,0.789388,0.612222
J76,La Murta,-1.20282,0.790771,0.610163
J77,"Golden Hill Observatory, Stourton Caundle",-2.4053,0.63154,0.77276
J78,Murcia,-1.1756,0.78887,0.61253
J79,"Observatorio Calarreona, Aguilas",-1.61934,0.795516,0.603908
J80,Sainte Helene,-0.8917,0.70862,0.70323
J81,Guirguillano,-1.86511,0.735984,0.674878
J82,Leyland,-2.6933,0.5935,0.8021
J83,"Olive Farm Observatory, Hoghton",-2.6117,0.59274,0.8027
J84,"South Observatory, Clanfield",-1.0197,0.63144,0.77285
J85,Makerstoun,-2.5167,0.5666,0.8213
J86,Sierra Nevada Observatory,-3.3847,0.7993,0.59968
J87,La Canada,-4.4933,0.76047,0.64753
J88,"Strawberry Field Obs., Southampton",-1.4408,0.63165,0.77266
J89,Tres Cantos Observatory,-3.7139,0.76045,0.64739
J90,West Challow,-1.4683,0.62251,0.78
J91,"Alt emporda Observatory, Figueres",-2.9517,0.7411,0.6692
J92,Beaconsfield,-0.6513,0.62214,0.78031
J93,"Mount Tuffley Observatory, Gloucester",-2.2574,0.61927,0.78255
J94,Abbeydale,-2.2114,0.61909,0.7827
J95,Great Shefford,-1.44699,0.624152,0.778715
J96,Observatorio de Cantabria,-3.94331,0.735326,0.67569
J97,Alginet,-0.4667,0.7754,0.6293
J98,Observatorio Manises,-0.4656,0.77275,0.63259
J99,Burjassot,-0.42192,0.772589,0.63279
K00,Hanau,8.94836,0.64263,0.763639
K01,"Astrognosis Observatory, Bradwell",0.62091,0.618636,0.78306
K02,"Eastwood Observatory, Leigh on Sea",0.66761,0.622858,0.779718
K03,Observatori AAS Montsec,0.74411,0.744133,0.665979
K04,"Lo Fossil Observatory, Ager",0.74416,0.74413,0.665983
K05,"Eden Observatory, Banham",1.02311,0.610689,0.789233
K06,"Observatorio Montagut, Can Sola",1.9995,0.749658,0.659703
K07,"Observatoire de Gravelle, St. Maurice",2.4614,0.65973,0.74902
K08,"Observatorio Lledoner, Vallirana",1.88,0.75142,0.65773
K09,Llica d\'Amunt,2.24,0.74889,0.66051
K10,"Micro Palomar, Reilhanette",5.4214,0.71851,0.69332
K11,Observatoire de Pommier,2.88079,0.697458,0.71439
K12,Obsevatorio Astronomico de Marratxi,2.7267,0.77121,0.63447
K13,"Albireo Observatory, Inca",2.9124,0.77015,0.63575
K14,Observatorio de Sencelles,2.9131,0.7709,0.63485
K15,Murviel-les-Montpellier,3.75522,0.725152,0.686311
K16,Reilhanette,5.42106,0.71854,0.693283
K17,"Observatoire des Valentines, Bex",7.02679,0.692802,0.718806
K18,Hesingue,7.5242,0.67588,0.7346
K19,"PASTIS Observatory, Banon",5.64731,0.720582,0.691187
K20,"Danastro Observatory, Romeree",4.68015,0.642261,0.763954
K21,Saint-Saturnin-les-Avignon,4.9292,0.72101,0.69061
K22,"Les Barres Observatory, Lamanon",5.07611,0.724222,0.687283
K23,Gorgonzola,9.4023,0.70168,0.71014
K24,Schmelz,6.86069,0.651487,0.756168
K25,"Observatoire Haute Provence Sud, Saint-Michel-l\'Observatoire",5.7136,0.72157,0.69014
K26,Contern,6.2201,0.64965,0.75775
K27,"St-Martin Observatory, Amathay Vesigneux",6.2094,0.68296,0.72816
K28,Sternwarte Eckdorf,6.8947,0.63326,0.77137
K29,Stellarium Gornergrat,7.78347,0.696415,0.715918
K30,Luscherz,7.14839,0.682674,0.728365
K31,Osservatorio Astronomico di Bellino,7.00361,0.713656,0.698546
K32,"Maritime Alps Observatory, Cuneo",7.52964,0.716152,0.695733
K33,San Defendente,7.49761,0.715775,0.696117
K34,Turin,7.7005,0.70697,0.70492
K35,Huenfelden,8.16369,0.639883,0.765937
K36,Ebersheim,8.24887,0.645167,0.761522
K37,Cereseto,8.3148,0.70738,0.70449
K38,"M57 Observatory, Saltrio",8.91824,0.697505,0.714297
K39,Serra Observatory,8.95556,0.71408,0.697844
K40,Altdorf,9.0135,0.66228,0.74685
K41,"Vegaquattro Astronomical Observatory, Novi Ligure",8.793,0.71113,0.70075
K42,Knielingen,8.3332,0.65685,0.75151
K43,"OVM Observatory, Chiesa in Valmalencom",9.8389,0.69215,0.7197
K44,"Marienburg Sternwarte, Hildesheim",9.97331,0.615161,0.785779
K45,"Osservatorio Astronomico di Punta Falcone, Piombino",10.49814,0.733299,0.677639
K46,Bamberg,10.9114,0.64561,0.76115
K47,"BSCR Observatory, Santa Maria a Monte",10.68822,0.724257,0.687222
K48,"Keyhole Observatory, San Giorgio di Mantova",10.83881,0.705714,0.706127
K49,"Carpione Observatory, Spedaletto",11.18581,0.724381,0.687146
K50,"Sternwarte Feuerstein, Ebermannstadt",11.133,0.646903,0.760116
