spkid,data_arc,condition_code
3335227,50,7
3335302,3,8
3335422,6936,0
3335304,6989,0
3335305,1,9
3335306,15,8
3335421,1,9
3335423,8252,0
3335553,7151,0
3335424,1829,0
3335555,4,7
3335613,5289,0
3336867,7104,1
3336903,3,7
3337025,81,6
3337063,6226,0
3337064,7070,0
3337145,6505,0
3337293,4753,1
3337294,89,5
3337315,26,7
3337559,7,9
3337560,48,6
3337561,1573,0
3337591,1,6
3337592,43,6
3337593,60,6
3337594,2,9
3337598,4848,0
3337599,6530,0
3337629,4695,0
3337711,18,8
3337712,30,7
3337714,6959,0
3337733,8387,0
3337735,6235,0
3337834,3120,0
3337992,3540,0
3337993,1808,1
3337999,5830,0
3338022,39,7
3338137,58,6
3338138,4731,0
3338368,6555,0
3338519,34,6
3338813,7,9
3338814,4396,1
3339081,25,8
3339082,18,5
3339218,7111,2
3339220,27,8
3342315,22,8
3339595,7071,0
3339667,4730,0
3339668,6260,1
3340061,\N,8
3340060,7,9
3341129,3128,0
3341200,18,7
3341510,1,6
3342130,6100,0
3342129,4,9
3403148,281,2
3342248,3,7
3342249,27,6
3342316,96,5
3342318,6196,0
3342322,4785,0
3342643,5490,0
3342645,6212,0
3342644,3030,0
3343104,6937,0
3343101,30,7
3343105,84,5
3343102,5171,0
3343108,39,6
3343490,4,7
3344169,23,7
3344170,7030,0
3344171,1,7
3345236,6731,0
3561777,6313,0
3345299,5,8
3345300,6,8
3345301,22,7
3345302,7,7
3345303,4,8
3345304,5846,0
3346458,1,8
3346459,48,7
3346460,6970,0
3346470,3661,0
3346474,43,6
3346475,2,8
3346476,3,8
3346477,5475,0
3347493,15,5
3347494,13,9
3347497,5951,0
3347507,\N,9
54075548,2842,0
3347502,4957,0
3347503,2,9
3348144,3658,1
3348146,5536,0
3348265,4865,0
3348266,50,6
3348448,22,8
3350559,11,8
3350631,19,8
3350637,77,6
3350634,8,8
3350635,6958,0
54473957,32,6
54524512,6751,1
3351040,57,6
3351041,66,5
3351217,6,9
3351219,5,7
3351221,56,6
3351222,6969,0
3351224,6144,0
3351481,6611,0
3351830,6,8
3351831,4,8
3351832,11,7
3351833,6602,0
3351834,6919,0
3351835,4171,0
3352549,702,1
3352550,52,8
3352551,7,8
3352689,6049,1
3353631,3,9
3353632,28,7
3353633,3,8
3354731,30,7
3354736,20,9
3354737,6968,0
3354738,1,8
3354739,1,7
3354954,3,8
3354955,4,6
3354956,40,6
3354958,2376,1
3355845,3,7
3355869,1,9
3355871,6638,0
3355873,8,8
3356887,5919,0
3358114,47,6
3358115,6958,0
3358116,22,8
3358117,1518,0
3358219,16,9
3358222,3279,2
3358223,5858,0
3358224,20,8
3358520,3,7
3358521,5,9
3358522,6213,0
3358670,13,8
3358672,56,6
3358690,8,7
3359024,6600,0
3359094,4,7
3359096,9,7
3359266,1,8
3359270,1470,0
3359271,8,9
3359272,1,7
3359276,3,9
3359277,2,9
3359279,7026,0
3359281,53,6
3359282,6432,0
3359284,31,7
3360225,33,7
3360226,4023,1
3360227,6081,0
3360537,17,9
3360538,10,8
3360541,2,8
3360542,2,8
3360543,4,9
3360544,5,8
3360545,17,8
3360546,30,7
3361550,2,8
3361623,2,9
3361624,6546,0
3361625,6229,0
3361626,5140,0
3362875,2,9
3362876,18,8
3362877,3,8
3362878,22,8
3363039,\N,9
3363228,27,7
3363333,5324,0
3363346,5451,0
3363347,30,7
3363348,4047,0
3363351,6550,0
3363352,6271,0
3363353,11,9
3363380,27,7
3363381,4931,0
3363420,12,9
3363421,5467,1
3363422,6970,0
3363429,10,7
3363430,28,6
3363432,8,8
3363695,10,8
3363696,3666,1
3363697,4773,0
3363698,6,8
3363699,1,7
3363722,14,8
3363723,9,7
54337736,5935,1
3363724,20,7
3363725,11,8
3363726,1,7
3363879,5159,0
3363908,6203,0
3364159,4200,0
3364160,4866,0
3364161,6253,1
3364286,3,8
3364287,31,7
3364288,57,6
3364306,1,9
3364452,60,8
3364629,6080,0
3364640,56,6
3364895,26,8
3365921,5501,1
3365951,19,7
3365953,27,7
3365954,6654,0
3365983,101,6
3365985,5,8
3365986,6952,0
3366074,40,7
3366075,6988,0
3366078,1043,1
3366280,2,7
3366282,4,6
3366605,9,9
3366645,3042,1
3366807,14,8
3366808,5847,0
3366809,7,8
3366886,49,7
3366887,15,8
3367027,4805,0
3367127,2,8
3367128,11,7
3367129,10,8
3367150,27,7
3367717,4761,0
3367719,6869,0
3367720,7,8
3367721,16,6
3367758,4938,0
3367759,10,8
3367829,7,8
3367831,28,6
3367832,1,9
3367842,3456,0
3367899,15,7
3367900,4043,0
3367902,57,6
3367903,123,5
3367904,6963,0
3368185,10,8
3368186,6,8
3368187,1836,0
3368247,22,7
3368294,1107,1
3368403,9,8
3368404,1565,2
3368405,17,7
3368493,6944,0
3368494,58,6
3368495,6938,0
3368602,4,8
3368731,6197,2
3368732,1827,0
3368733,6945,0
3368734,33,6
3368735,4,9
3368737,4,8
3368739,18,8
3368860,9,8
3368861,6612,0
3368866,5,7
3368867,5902,0
3369097,4052,0
3369098,9850,0
3369614,1933,0
3371145,3869,0
3370021,6212,0
3370168,6945,0
3370169,2,4
3370278,4,6
3370280,4105,0
3370281,6207,0
3370282,97,5
3370283,47,6
3370285,5,8
3370286,5,7
3370287,6458,0
3370493,7,8
3370494,6,9
3370495,6592,0
3370497,3,8
3370498,4,7
3370499,6,8
3370501,4,8
3370502,3,9
3370503,4,9
3370504,17,7
3371135,4409,0
3371136,5,8
3371138,6585,0
3371139,5964,0
3371142,1,8
3371143,3,6
3371146,5884,0
3371361,1,9
3371362,40,6
3371363,1,9
3371364,1,9
3371669,5493,0
3371670,6,8
3371671,6022,0
3371672,59,6
3371673,3080,0
3371743,2,7
3371744,32,7
3372208,5217,0
3372211,1,9
3372212,1,8
3372213,1,8
3372214,2,8
3372215,1,9
3372216,1,8
3372217,1,9
3372653,4,9
3372733,2531,1
3373097,6330,0
3373174,3081,1
3373617,4,7
3373618,15,8
3373682,6336,0
3373684,6230,0
3373917,6925,0
3373918,5640,0
3373919,6924,0
3373974,2,9
3373975,5310,0
3373976,9,8
3373977,3,9
3373978,5871,0
3373980,5853,0
3373981,6,7
3374162,9,9
3374350,6379,0
3374352,1,9
3374389,4756,0
3374390,3,7
3374391,4284,1
3374667,11,6
3374668,27,7
3374669,6877,0
3374670,31,7
3374671,1,9
3375232,4156,0
3375233,15,8
3375501,3,8
3375503,1136,1
3376041,1,9
3375696,4838,0
3375773,25,8
3376006,4,8
3376262,31,7
3376263,3,9
3376341,14,8
3376342,14,8
3376343,114,5
3376345,6,6
3376346,4617,0
3377488,5896,0
3377483,4015,0
3377484,3869,0
3377489,9687,0
3377490,20,7
3377520,97,5
3377815,15,8
3377816,51,6
3377868,2,8
3377888,3,9
3378130,2,8
3378131,38,7
3378233,9,9
3378272,4048,0
3378273,62,6
3378351,6347,0
3378544,31,7
3378545,3915,0
3378547,42,6
3378560,2,6
3378561,4779,0
3378562,6232,0
3378563,3,8
3378731,3785,0
3378732,414,2
3378801,6976,0
3378803,3,8
3378930,2763,1
3379013,4247,2
3379434,3615,0
3379718,6815,0
3379831,4,9
3379832,1535,1
3379843,4601,0
3379844,4722,0
3379897,45,7
3380954,28,7
3380959,67,6
3381085,4,7
3381230,6943,0
3381231,92,5
3381232,6886,0
3381257,6712,0
3381258,6196,0
3381259,85,5
3381260,3699,0
3381261,5483,1
3381347,7,9
3381348,4,7
3381448,4763,0
3381449,3534,0
3382711,74,5
3382826,74,6
3382866,5660,0
3383665,2521,1
3383666,95,5
3383667,2,7
3383668,33,7
3383669,45,6
3383670,13,7
3383671,28,7
3383902,\N,7
3383901,43,7
3383903,10,8
3383904,6780,0
3383905,19,8
3384028,6235,0
3384029,8,9
3384030,4058,0
3384031,4869,0
3384064,9,8
3384066,6,9
3384067,5875,0
3384068,3113,0
3384069,7,9
3384070,6421,0
3384181,52,7
3384182,32,8
3384183,7376,0
3384184,36,6
3384185,356,3
3384187,31,7
3384188,5,8
3384400,4,7
3384401,19,8
3384403,5875,0
3384404,25,7
3384405,1,9
3384406,2213,0
3384408,55,6
3384480,2,8
3384482,9,8
3384484,5111,0
3384485,49,6
3384486,1329,1
3384487,1,9
3384488,5567,0
3385159,45,7
3385161,2,8
3385162,3,9
3385163,6310,0
3385164,5186,0
3385643,5491,0
3385645,2,8
54518101,2,9
3385825,62,5
3385826,7,7
3385827,18,8
3386133,4940,0
3386134,4766,0
3386861,12,8
3386862,3,7
3387092,5828,0
3387132,37,7
3387334,7,8
3387455,4,8
3387456,30,7
3387457,91,5
3387458,5675,0
3387534,35,4
3387547,5,9
3387548,1,8
3387549,6229,0
3387550,25,8
3387551,8,8
3387608,3,9
3387609,5112,0
3387611,3,9
3387612,1,9
3387613,3590,1
3387614,9,9
3387615,21,8
3387616,10,7
3387785,9,8
3387786,32,8
3387789,4811,0
3387792,6225,0
3388076,\N,9
3388078,32,7
3388080,5256,0
3388081,8409,0
3388311,6252,0
3388313,29,7
3388314,1,9
3388315,3492,0
3388317,4,9
3388318,30,7
3388319,19,8
3388320,5133,0
3388321,1,9
3388354,6947,1
3388356,7329,0
3388395,3,7
3388396,3663,1
3388397,7,8
3388398,38,7
3388400,2,8
3388401,1,8
3388408,16,7
3388409,1,9
3388410,3,7
3388411,18,8
3388485,3,7
3388486,6730,0
54111255,6636,0
3388487,\N,9
3388488,38,6
3388489,\N,7
3388886,79,6
3388887,6587,0
3388888,5658,0
3389195,2239,1
3389196,69,5
3389198,6323,1
3389200,14,8
3389361,5491,0
3389362,4,8
3389363,10,8
3389365,2963,1
3389465,8,9
3389466,14,6
3389467,1,9
3389468,2,8
3389469,18,8
3389487,2,9
3389488,396,2
3390107,4037,0
3390108,5896,0
3390109,4833,0
3390647,5148,0
3391531,15,7
3391852,60,6
3391853,19,8
3391854,7,8
3392082,6200,0
3392083,69,7
3392084,4035,0
3392298,2,8
3392299,5,8
3392300,32,7
3392301,6,8
3392302,775,2
3392303,2385,0
3392304,2,9
3392305,4,8
3392306,99,5
3392307,7,8
3392308,2332,0
3392309,7,8
3392310,30,7
3392364,2,8
3392365,3168,0
3392366,9,6
3392367,24,7
3392368,6038,0
3392369,6246,0
3392370,3,9
3392371,13,8
3392374,\N,9
3392375,11,8
3392376,5,8
3392449,23,7
3392450,30,8
3392451,11,9
3393170,14,8
54219802,6380,0
3393816,5,8
3393817,6591,0
3393818,9,5
3393819,23,7
3393820,1,8
3393821,7,9
3393822,1,9
3394071,6212,1
3394072,3097,3
3394073,3,9
3394074,3,7
3394075,2211,0
3394076,5119,0
3394077,2,7
3394535,92,7
3394536,2,8
3394537,2,9
3394539,50,6
3394540,4186,0
3394541,5689,0
3394542,6,8
3394543,6595,0
3394708,44,7
3394709,1,8
3394754,1,6
3394751,3062,0
3394752,6,9
3394753,1,9
3394773,11,8
3394774,6543,1
3394775,2,9
3394776,13,7
3394777,31,8
3395309,6615,0
3395310,4326,0
3395311,41,7
3395313,6216,0
3394778,8,6
3394780,1,9
3395953,4,7
3395954,3,7
3395955,2,9
3395956,6242,0
3395957,15,8
3395958,27,6
3395959,5891,0
3395960,12,9
3395961,3164,2
3395963,\N,9
3395983,27,6
3395986,3033,0
3395987,4449,0
3395988,26,7
3395990,1,8
3395991,62,6
3397429,2924,0
3397494,33,7
3397495,\N,9
3397496,2,9
3397567,6240,0
3397568,27,7
3397570,5239,1
3397571,6349,0
3397572,2050,0
3397573,14,8
3397574,8,9
3397577,23,7
3397856,5120,0
3397957,19,8
3397995,19,8
3398022,1,9
3398062,148,5
3398066,6208,0
3398063,10,8
3398086,20,8
3398087,1,9
3403929,2,9
3398088,5224,0
3398089,15,8
3398090,46,6
3398093,\N,9
3398095,6621,0
3398129,1481,1
3398131,1,9
3398132,30,6
3398133,23,7
3398134,12,8
3398140,5935,0
3398648,5118,0
3398649,26,6
3398651,2,8
3398653,5,8
3398654,11,6
3398655,30,6
3398656,4029,0
3398740,6589,1
3404166,15,8
3398658,18,8
3398754,4406,0
3398821,3011,2
3399085,6,4
3399119,61,7
3399121,11,7
3399122,6,9
3399546,1446,0
3399548,6206,0
3399550,14,8
3414953,8915,0
3399581,6225,0
3399918,2263,0
3399919,4402,0
3399920,29,6
3399921,1470,1
3399922,1817,1
3399923,1532,1
3399924,19,8
3400185,4,8
3400245,79,5
3400306,5222,0
3400308,47,7
3400309,1,7
3400310,2987,1
3401100,1,8
3401101,6560,0
3401102,4,8
3401103,4579,0
3401189,4,9
3401190,28,7
3401192,2957,1
3404088,4879,0
3401380,15,8
3401381,384,2
3401382,6379,0
3401383,1,9
3401384,14,8
3401388,5105,0
3401386,15,7
3401387,5,7
3401426,6462,0
3401427,4,9
3401432,5488,0
3401433,\N,8
3401901,10,8
3401902,4,8
3401904,6592,0
3402129,6591,0
3402130,9,7
3402131,6230,0
3402132,4968,0
3402133,127,5
3402134,3,7
3402197,2,9
3402198,4,7
3402200,47,7
3402202,16,8
3402203,1561,0
3402204,6,6
3402205,1,7
3402206,1,9
3408076,4767,0
3402245,4,6
3402246,1,8
3402247,19,7
3402249,35,6
3402250,7,9
3402364,10,8
3402365,5157,0
3402646,6206,0
3402366,7,6
3402609,4,8
3402612,6,9
3402613,22,7
3402615,2,7
3402616,2678,1
3402617,105,5
3402618,2,8
3402620,143,5
3402636,11,9
3402638,2,9
3402639,12,9
3402641,3,8
3402642,6027,0
3402643,6022,0
3402647,1925,1
3402648,18,7
3403073,26,7
3403149,4769,1
3403150,5891,0
3403151,44,7
3403506,5154,0
3404125,5175,0
3404126,40,6
3404127,110,5
3404128,15,7
3404129,7,8
3404165,10,6
3404362,2,8
3404364,6,8
3404489,2,9
3404490,2,8
3404491,7,9
3404492,61,6
3404493,9,9
3404494,3,7
3404522,8,9
3404524,33,7
3404525,5144,0
3404526,6158,0
3404527,6035,0
3404528,2,9
3404529,10,8
3404530,6213,1
3404531,3,8
3404763,5827,0
3404765,3,9
3404767,1271,1
3404768,5056,0
3404769,8,9
3404782,32,7
3404783,33,6
3405069,1,9
3405070,6566,0
3405085,6558,0
3405088,30,7
3405100,6228,0
3405147,2,5
3405148,5490,0
3405149,5,9
3405174,57,5
3405189,28,6
3405191,5991,0
3405193,32,7
3405194,1,9
3405195,4,9
3405333,1,8
3405334,\N,9
3405335,1,7
3405613,\N,9
3405614,\N,9
3405338,\N,9
3405336,\N,9
3405616,5111,1
3405617,25,7
3406023,1,9
3406024,2,9
3406025,107,6
3406026,2,6
3406027,3,7
3406330,2,9
3406331,3661,0
3406332,\N,9
3406333,21,7
3406334,2,9
3406335,2,9
3406336,2,9
3406337,23,7
3406338,1,8
3406339,1,9
3406488,17,7
3406892,5116,0
3406893,43,6
3407363,1,9
3407474,4412,0
3407475,12,9
3407476,6,9
3407477,4,8
3407478,1,9
3407480,6465,0
3407481,1,7
3407482,12,8
3407483,11,9
3407485,1,8
3407608,75,5
3408651,6949,0
3407677,3494,1
3407680,42,6
3407681,4,6
3407682,6079,0
3407941,8,8
3407942,58,7
3407943,10,8
3407944,7686,0
3407945,34,6
3407946,4944,0
3408011,6274,1
3408012,7,9
3408013,4165,0
3408077,10,8
3408128,6,8
3408129,1,9
3408130,3,9
3408131,6152,0
3408171,27,7
3408173,1,8
3408240,8,9
3408242,17,9
3408243,4,7
3408244,8,5
3408583,9,7
3408584,5871,0
3408585,98,5
3408586,5497,1
3408587,52,6
3408589,4,8
3408590,28,6
3408591,11,8
3408592,5132,0
3408593,25,8
3408679,1,9
3408650,6,6
3408681,4933,0
3408682,4041,0
3408697,8778,0
3409112,6214,0
3408698,25,7
3408699,15,8
3409124,47,6
3409431,82,5
3409433,5890,0
3409434,9,6
3409435,2264,0
3409438,6285,1
3409652,2,9
3409623,19,8
3409624,5869,0
3409625,6,6
3409626,13,8
3409643,2,9
3409644,2,9
3409645,4050,0
3409646,5034,0
3409647,11,8
3409648,6545,0
3409649,7,8
3409650,33,7
3409651,4996,0
3409667,6266,0
3409668,1841,0
3409686,7,8
3409687,10,8
3409706,5,9
3409707,2919,0
3409961,2006,0
3409962,8,8
3410620,6529,0
3409709,2,7
3409963,7,4
3409965,5893,0
3409988,5429,0
3409990,732,1
3409991,13,6
3410170,27,7
3410171,3314,0
3410172,27,7
3410213,7,7
3410214,4936,0
3410341,22,7
3410385,36,7
3410459,29,7
3410474,372,2
3410533,5,4
3410534,12,6
3410576,1,9
3410588,19,7
3410589,4013,0
3410622,\N,9
3413890,119,5
3412706,4,8
3412748,5,8
3412749,5,5
3412755,5113,0
3412756,6469,0
3412757,8,8
3412890,4759,1
3412891,11,9
3412892,4,8
3412894,4971,0
3412895,7,8
3412932,22,7
3412933,5123,0
3413073,107,5
3413074,8,8
3413075,12,8
3413076,8,6
3413111,\N,9
3413164,2,9
3413165,5490,0
3413261,37,5
3414248,1054,2
3414251,4377,0
3414391,5864,0
3414394,14,8
3414400,56,6
3414402,6055,0
3414403,11,9
3414424,6236,1
3414425,1599,1
3414431,56,6
3418109,5364,0
3418111,19,8
3419889,63,5
3419890,5122,0
3419891,2216,0
3421512,32,7
3421944,4015,0
3421946,6,7
3422138,27,7
3422140,5665,0
3422141,9,7
3422247,38,7
3422248,26,8
3422249,25,8
3422250,4778,0
3422252,5168,0
3422251,4961,0
3422254,3468,1
3422536,18,7
3423022,34,7
3423023,54,6
3423024,4243,0
3423026,81,5
3423027,6219,0
3423199,68,5
3423202,15,9
3423200,4750,1
3423201,6165,0
3423321,5716,0
3423604,6,9
3423762,35,7
3423763,\N,9
3423827,4030,0
3424289,8,9
3425295,5800,0
3425298,6122,0
3425605,5963,0
3425606,27,8
3425607,30,7
3425609,10,8
3426239,6234,0
3426408,2016,0
3426412,4581,1
3426409,8,8
3426410,4739,0
3426411,57,6
3426634,83,6
3426635,2359,0
3426636,188,6
3426637,5117,0
3426655,52,6
3426791,4371,0
3426672,5169,0
3426807,5900,0
3426808,26,7
3426809,2,9
3426810,12,8
3426811,20,7
3426812,74,5
3426814,5900,0
3427741,1414,1
3432142,2079,1
3427440,4,6
3427441,5837,1
3427442,4126,0
3427443,4038,0
3427456,4025,1
3427457,6307,0
3427458,6297,0
3427459,6213,0
3427460,7,5
3427519,4828,0
3427520,1946,0
3427522,4057,0
3427523,3,8
3427524,2441,0
3427525,28,6
3427526,36,7
3427734,3371,0
3427737,38,6
3427738,97,5
3427739,1,9
3427740,37,6
3427794,6286,0
3427985,144,5
3427986,4106,0
3428254,10896,0
3428255,1828,2
3428257,10,8
3428258,\N,9
3428259,11,8
3428343,4750,0
3428344,6387,1
3428528,30,9
3428529,2,8
3428531,30,7
3428532,3685,1
3428533,4758,1
3428534,3,8
3428697,2,9
3428698,8,7
3428699,7,8
3428700,5499,0
3428701,19,8
3428702,6,9
3428703,1,9
3428705,14,8
3428704,4,8
3429684,10,6
3429686,1,9
3429687,7,9
3429688,29,9
3429689,1,8
3429817,16,8
3429818,4047,0
3429820,1,8
3429821,5,8
3429847,6012,1
3430291,1,4
3430304,24,6
3430307,6,7
3430308,10,9
3430311,5849,0
3430382,19,7
3430384,1,8
3430385,2,8
3430386,4412,0
3430403,6311,0
3430404,12,9
3430405,24,7
3430406,2054,0
3430407,14,8
3430408,4928,0
3430489,1,9
3430490,4765,0
3430492,5856,0
3430493,4389,0
3430497,\N,9
3430494,20,5
3431598,5714,0
3431599,4937,0
54506158,1,9
3432561,3362,0
3432568,87,5
3432569,4144,0
54298757,20,7
3432562,4026,0
3432564,\N,9
3432565,11,8
3432638,6230,0
3432639,5,7
3432646,\N,9
3432640,6,9
3432641,11,9
3432675,3648,0
3432676,8,8
3432678,\N,9
3432687,8,9
3432688,741,1
3432702,12,7
3432703,6273,0
3432704,6,8
3433062,7,8
3433063,7,9
3433064,5137,0
3433332,2731,0
3433333,6229,0
3433334,33,7
3433335,12,9
3433336,5,9
3433361,11,9
3433362,5,8
3433363,1,8
3433365,6210,0
3433366,6241,0
3433367,5475,0
3433757,1,9
3433759,5678,0
3434368,3603,0
3434369,5870,0
3434370,1,9
3434371,\N,9
3434372,27,7
3434373,2,9
3434374,1,9
3435023,4139,1
3435025,1,8
3435026,2,7
3435027,5851,0
3435081,31,6
3435082,28,7
3435083,37,7
3435084,17,8
3435538,41,7
3435539,6,6
3435540,7,8
3435541,3,6
3435542,3,9
3435543,48,6
3435544,2,7
3435545,3,9
3435546,31,6
3435548,3067,0
3435550,7,9
3435549,3,8
3435551,\N,9
3435552,\N,9
3436407,31,6
3437789,5,8
3437790,14,8
3437791,2,7
3437792,\N,9
3437805,6311,0
3437807,1,9
3438957,53,5
3438958,52,7
3438960,22,8
3438964,7683,0
3439358,5673,0
3439359,8,7
3439361,7,7
3439360,5,8
3439478,1871,0
3439479,3327,0
3439480,\N,9
3439481,3698,0
3439482,6,9
3439560,2,6
3439561,3,8
3439562,2,8
3439802,5477,1
3439804,15,7
3439805,7,8
3439806,120,5
3439807,3671,0
3439808,\N,9
3439809,30,6
3439810,16,7
3439811,\N,9
3439812,\N,9
3439814,3641,1
3440134,9,9
3440285,5122,1
3440286,6267,0
3440317,1511,1
3440319,18,8
3440320,7119,0
3440392,6321,0
3440393,6225,0
3440394,3288,0
3440395,3663,0
3440396,3645,1
3440584,6185,1
3440770,30,5
3440788,13,8
3440789,33,8
3440790,6,8
3440791,4575,0
3440792,22,8
3440793,30,7
3441023,1124,1
3441024,5,9
3441025,5659,0
3441027,\N,9
3441089,5846,0
3441090,9,9
3441091,4084,0
3441092,5,7
3441094,8,7
3441112,19,8
3441113,18,9
3441114,2771,0
3441126,4044,0
3441127,9,7
3441128,4037,0
3441149,4787,0
3441169,28,7
3441170,5896,0
3441171,4067,0
3441172,1,9
3441806,4793,0
3441820,37,7
3441842,4362,0
3441844,1,8
3441845,35,7
3441846,13,7
3441847,1,9
3441848,9,9
3441849,5,7
3442027,8855,0
3441850,30,6
3441851,\N,9
3441852,2313,2
3441853,6231,0
3441854,60,6
3442030,6228,0
3442523,5926,0
3442524,18,7
3442525,4773,0
3442526,16,8
3442839,6,8
3442842,5843,0
3442843,26,7
3442844,22,8
3442845,\N,9
3442849,16,7
3442846,5051,0
3442847,9,8
3442848,32,7
3443214,40,6
3443215,2,8
3443216,4,7
3443217,3,8
3443219,44,6
3443805,9,7
3443806,25,7
3443808,4,7
3443859,1,9
3443810,30,6
3443811,28,7
3443812,74,5
3443813,55,6
3443832,49,6
3443833,6193,0
3444212,4444,1
3444273,16,9
3444274,6218,0
3444275,5351,0
3444292,4762,0
3444293,20,7
3444296,12,8
3444297,885,1
3444298,6,7
3444300,20,7
3444368,17,6
3444369,1,9
3444370,5128,0
3444371,2,6
3444372,13,6
3444374,3398,0
3444375,16,8
3444376,1327,2
3444436,3,7
3444437,9,9
3444438,14,8
3444439,11,8
3444440,16,7
3444442,15,8
3444550,11,8
3444551,5259,0
3444558,\N,9
3444552,5,8
3444553,10,8
3445068,7691,1
3445069,17,8
3445071,28,7
3445072,23,7
3445073,78,6
3445075,3,7
3445076,13,8
3445077,33,7
3445078,7,8
3445079,5868,0
3446999,1360,1
3445081,6167,0
3445442,4817,0
3445537,23,8
3445538,6259,0
3445539,20,7
3445540,2,7
3445541,1443,1
3445543,4394,0
3445544,4046,1
3445545,1,9
3445546,19,8
3445599,7,8
3445600,1,9
3445601,1,8
3445602,6252,0
3445605,2708,0
3445619,1081,1
3445620,17,7
3445621,5337,0
3445622,72,6
3445623,72,6
3445624,1,9
3445625,5162,0
3445626,1,9
3445627,1,9
3445628,2,9
3445631,\N,9
3445632,1,9
3445664,26,7
3445665,5544,0
3445666,6202,0
3446242,5117,0
3446391,6169,0
3446397,35,7
3446998,31,7
3447910,7,8
3447911,16,8
3447912,1,9
3447915,12,9
3447916,5493,0
3447917,24,6
3447919,5851,0
3447920,3990,0
3447930,3789,0
3447933,88,5
3447934,4231,0
3448005,3,8
3448006,7,9
3448007,12,8
3448008,2254,1
3448009,1827,1
3448068,40,7
3448069,2196,0
3448070,2,7
3448109,5133,0
3448110,36,6
3448530,4078,0
3448531,6,7
3448785,\N,9
3448961,1389,0
3448962,21,6
3448963,21,7
3448965,2,8
3448966,3,7
3448967,4759,0
3448989,48,6
3448990,5315,2
3448991,1,8
3448992,7,4
3448993,5111,0
3448994,18,8
3449053,3,8
3449749,6118,0
3449055,5,7
3449085,1,9
3449114,6,8
3449116,14,8
3449118,1,9
3449119,7,8
3449121,4,7
3449122,1,9
3449123,1,8
3449124,25,7
3449125,1,9
3449127,45,7
3449128,6243,0
3449129,28,8
3449130,2,9
3449132,2,8
3449133,\N,9
3449591,6202,0
3449599,5581,0
3451020,34,7
3451021,6212,0
54473958,2,9
3451022,6224,0
3451789,2909,0
3451791,16,8
3451792,1,5
3451793,31,7
3451794,2,7
3451795,3,8
3451796,4756,0
3454525,16,8
3454526,14,8
3454527,9,8
3454530,14,8
3454729,22,8
3454730,39,7
3454733,13,8
3454734,3,7
3454735,1087,1
3454736,4987,2
3454737,5,8
3454738,1,9
3454893,6,8
3454894,5081,1
3454895,8,8
3455099,2,7
3455135,10,8
3455136,1,8
3455137,8165,0
3455138,6,8
3455139,4769,0
3455259,6,7
3455312,6221,0
3455313,18,8
3455314,6165,0
3455315,34,7
3455335,4227,0
3455348,24,8
3455349,6,8
3455468,50,7
3455469,2,7
3455470,1,8
3455471,1,8
3455472,6,8
3455473,5,8
3455474,24,8
3455741,29,7
3455742,3,8
3455743,46,6
3457386,6041,0
3457387,5476,0
3457388,2222,1
3457389,8,8
3457390,5819,0
3457434,9,9
3457435,5847,0
3457436,2,8
3457438,942,1
3457439,52,7
3457840,5109,1
3457841,6,9
3457842,1799,0
3457844,8,9
3457845,2,7
3457846,3,6
3457847,7,8
3457848,1,8
3457849,5497,0
3458492,1,8
3458578,4,7
3458579,21,7
3458748,4765,0
3458749,3904,1
3458939,2,8
3458940,2186,0
3458941,5159,0
3458970,5,7
3458972,23,8
3459083,3484,0
3459084,4,9
3459085,5663,0
3459086,5130,0
3459087,32,6
3459175,22,6
3459176,33,7
3459242,4017,0
3459243,4753,0
3459308,4,9
3459309,3841,0
3459310,3,7
3459429,5716,0
3459430,1,9
3459472,\N,9
3459473,1,7
3459474,4864,1
3459484,21,7
3459656,23,8
3459796,1,7
3459797,5370,0
3459811,4,9
3459812,5297,0
3460261,14,8
3460262,5477,0
3460263,5849,0
3460325,6083,0
3461177,2188,1
3461178,7,5
3461188,7,9
3461229,50,6
3461230,6301,0
3461231,10,8
3461232,24,8
3461273,6089,0
3462016,3,8
3462071,\N,8
3462098,18,9
3462099,4,8
3462504,3,6
3462505,9,8
3463079,25,7
3463094,1877,1
3463161,6218,0
3463173,5680,0
3463174,8,9
3463175,5877,0
3463176,146,4
3463234,13,8
3463370,5,7
3463371,5140,0
3463372,15,8
3463389,11,9
3463396,6014,0
3463397,27,8
3463447,32,8
3463448,57,6
3463741,5780,0
3463759,5846,0
3463913,34,6
3463992,4221,0
3464007,186,4
3464766,3640,0
3464767,60,5
3465187,4784,0
3465236,4071,0
3465237,21,8
3465252,13,7
3465283,1,8
3465284,4770,0
3465291,5069,1
3465534,18,7
3465535,9,8
3465585,4802,0
3465683,4385,0
3465690,4047,0
3465691,12,7
3465692,13,8
3465696,31,7
3465716,1,9
3465697,110,5
3465717,6961,0
3465718,5,7
3465719,30,6
3465720,26,7
3465887,9,8
3465888,10,8
3465889,116,5
3465890,8,8
3465892,58,5
3465948,31,7
3465949,4045,0
3465951,4945,0
3465952,11,9
3466055,52,6
3466056,57,5
3466069,3430,0
3466070,9,7
3466111,25,7
3466597,21,8
3466625,49,6
3466626,29,6
3466627,3361,0
3466628,18,6
3466651,119,5
3466652,4778,0
3466654,4,7
3466678,4038,0
3467048,14,8
3467060,10327,0
3467061,1848,0
3467062,4,8
3467074,92,5
