spkid,H,diameter
54048813,23.06,\N
54048814,22.70,\N
54048828,18.95,\N
54048831,19.91,\N
54048849,19.99,\N
54049898,20.40,\N
54499710,32.49,\N
54048844,23.69,\N
54048845,26.60,\N
54048846,23.76,\N
54048847,22.09,\N
54048848,23.70,\N
54048850,25.60,\N
54048851,23.60,\N
54048864,22.90,\N
54048865,26.93,\N
54048866,23.80,\N
54048867,23.38,\N
54048868,22.52,\N
54048869,22.80,\N
54048870,22.23,\N
54048878,24.20,\N
54048879,25.60,\N
54048880,23.05,\N
54048882,23.80,\N
54048881,26.40,\N
54048884,22.00,\N
54048885,24.60,\N
54048886,24.60,\N
54048887,23.40,\N
54048889,20.80,\N
54048888,24.00,\N
54048890,24.90,\N
54048892,20.95,\N
54048891,21.20,\N
54048900,26.30,\N
54048901,23.30,\N
54048902,24.36,\N
54048903,18.72,\N
54048922,21.70,\N
54048923,27.10,\N
54048924,24.20,\N
54048940,27.30,\N
54048941,19.86,\N
54048942,24.88,\N
54048943,23.50,\N
54048944,24.60,\N
54048945,25.20,\N
54048946,26.00,\N
54048947,19.78,\N
54049341,21.30,\N
54048949,21.50,\N
54048948,24.76,\N
54049346,23.70,\N
54049347,25.55,\N
54049348,23.80,\N
54049349,26.80,\N
54049350,24.65,\N
54049351,23.40,\N
54049352,22.02,\N
54049353,24.50,\N
54049354,21.60,\N
54049355,23.70,\N
54049356,20.95,\N
54049357,22.72,\N
54049759,23.30,\N
54049358,21.20,\N
54049359,23.67,\N
54049762,19.62,\N
54049763,24.00,\N
54049764,22.42,\N
54049765,24.10,\N
54049766,22.44,\N
54049767,22.70,\N
54049769,23.70,\N
54049781,25.88,\N
54049782,24.80,\N
54049783,23.40,\N
54049784,24.30,\N
54049785,24.30,\N
54049788,25.60,\N
54049787,22.29,\N
54049789,26.30,\N
54049792,27.10,\N
54049791,23.80,\N
54049793,24.40,\N
54049794,30.35,\N
54049795,24.30,\N
54049796,26.90,\N
54049797,27.40,\N
54049806,24.20,\N
54049807,22.60,\N
54049822,25.40,\N
54049823,21.60,\N
54049824,19.42,\N
54049831,24.56,\N
54049834,24.90,\N
54049835,20.23,\N
54049836,26.22,\N
54049837,26.95,\N
54049854,23.70,\N
54049856,26.10,\N
54049861,25.00,\N
54049862,20.46,\N
54049863,19.24,\N
54049865,25.00,\N
54049871,24.00,\N
54049872,26.10,\N
54049873,20.10,\N
54049875,22.00,\N
54049886,19.84,\N
54049889,21.26,\N
54049891,19.22,\N
54050968,26.00,\N
54050972,20.88,\N
54050993,20.75,\N
54051018,21.84,\N
54051102,20.24,\N
54051129,20.29,\N
54051132,24.09,\N
54051170,24.60,\N
54053721,20.76,\N
54054564,18.63,\N
54130041,19.52,\N
54297992,25.72,\N
54049885,28.84,\N
54049890,28.00,\N
54049893,23.20,\N
54049899,23.70,\N
54049900,20.04,\N
54049902,25.10,\N
54049904,21.58,\N
54049905,26.10,\N
54049906,20.84,\N
54050969,24.50,\N
54050970,25.50,\N
54050971,23.52,\N
54050973,26.20,\N
54050975,25.80,\N
54050976,25.10,\N
54050977,25.50,\N
54050978,20.70,\N
54050979,21.90,\N
54050980,21.02,\N
54050981,25.30,\N
54050982,19.20,\N
54050991,23.10,\N
54050992,24.90,\N
54050994,25.10,\N
54050995,26.80,\N
54050996,28.00,\N
54050997,25.45,\N
54050998,25.00,\N
54050999,26.68,\N
54051012,25.40,\N
54051013,26.48,\N
54051014,24.60,\N
54051015,26.40,\N
54051016,23.62,\N
54051019,18.60,\N
54051020,26.50,\N
54051021,27.74,\N
54051023,24.50,\N
54051022,21.00,\N
54051036,26.80,\N
54051037,21.49,\N
54051038,23.06,\N
54051039,26.10,\N
54051041,25.00,\N
54051040,22.00,\N
54051042,24.40,\N
54051043,22.70,\N
54051044,25.80,\N
54051045,26.23,\N
54051046,25.50,\N
54051047,27.50,\N
54051048,28.80,\N
54051049,25.03,\N
54051050,26.50,\N
54051051,23.50,\N
54051052,20.33,\N
54051053,25.10,\N
54051064,24.30,\N
54051063,25.80,\N
54051066,24.30,\N
54051067,25.30,\N
54051068,24.70,\N
54051070,21.08,\N
54051071,19.91,\N
54051072,25.00,\N
54051073,24.80,\N
54051074,23.03,\N
54051075,21.40,\N
54051080,26.90,\N
54051081,25.00,\N
54051082,22.80,\N
54051083,20.39,\N
54051084,23.80,\N
54051085,25.07,\N
54051086,23.02,\N
54051087,24.00,\N
54051088,25.62,\N
54051089,21.84,\N
54051090,26.95,\N
54051091,25.00,\N
54051092,23.60,\N
54051093,21.70,\N
54051094,24.82,\N
54051095,24.00,\N
54051096,26.90,\N
54051097,25.90,\N
54051098,21.37,\N
54051100,21.24,\N
54051101,24.10,\N
54051104,23.40,\N
54051105,23.60,\N
54051106,18.56,\N
54051107,20.20,\N
54051108,25.80,\N
54051109,23.18,\N
54051126,22.37,\N
54051127,25.80,\N
54051130,24.11,\N
54051133,19.13,\N
54051137,25.50,\N
54051139,22.00,\N
54051142,29.56,\N
54051158,22.75,\N
54051160,24.30,\N
54051161,22.60,\N
54051162,24.89,\N
54051164,26.90,\N
54051165,25.70,\N
54051166,25.60,\N
54051167,23.56,\N
54051173,24.30,\N
54051174,22.90,\N
54051178,18.63,\N
54051261,22.80,\N
54051387,21.67,\N
54051582,18.53,\N
54053754,23.21,\N
54053800,25.70,\N
54053850,22.34,\N
54125899,18.20,\N
54051103,22.76,\N
54051110,27.40,\N
54051125,21.30,\N
54051128,27.30,\N
54051131,29.90,\N
54051135,25.50,\N
54051134,26.80,\N
54051136,24.30,\N
54051138,20.96,\N
54051140,25.60,\N
54051141,24.00,\N
54051143,27.20,\N
54051159,21.60,\N
54051163,24.30,\N
54051168,23.40,\N
54051169,24.60,\N
54051171,25.36,\N
54051172,21.38,\N
54051175,25.10,\N
54051176,26.80,\N
54051177,26.55,\N
54051179,28.61,\N
54051180,26.70,\N
54051181,24.89,\N
54051182,23.73,\N
54051183,24.10,\N
54051184,21.30,\N
54051185,23.20,\N
54051186,27.30,\N
54051187,26.20,\N
54051243,25.70,\N
54051244,23.90,\N
54051245,24.00,\N
54051246,26.90,\N
54051248,24.20,\N
54051249,25.10,\N
54051250,22.00,\N
54051251,25.30,\N
54051252,25.40,\N
54051253,25.20,\N
54051254,23.10,\N
54051255,24.40,\N
54051256,25.00,\N
54051257,27.90,\N
54051258,21.85,\N
54051260,23.47,\N
54051262,25.00,\N
54051285,26.60,\N
54051286,26.70,\N
54051287,25.33,\N
54051288,27.10,\N
54051289,25.60,\N
54051290,23.93,\N
54051291,20.60,\N
54051292,25.80,\N
54051293,31.20,\N
54051294,20.70,\N
54051295,18.41,\N
54051296,19.38,\N
54051298,26.20,\N
54051297,25.10,\N
54051299,25.70,\N
54051301,24.10,\N
54051303,21.02,\N
54051304,24.00,\N
54051305,22.70,\N
54051306,25.30,\N
54051316,19.55,\N
54051317,24.93,\N
54051318,25.40,\N
54051319,22.90,\N
54051320,24.80,\N
54051321,20.90,\N
54051324,24.90,\N
54051325,24.80,\N
54051326,23.80,\N
54051327,23.50,\N
54051328,19.70,\N
54051330,24.70,\N
54051329,18.56,\N
54051342,28.60,\N
54051345,28.80,\N
54051346,24.40,\N
54051347,23.70,\N
54051348,25.40,\N
54051349,21.60,\N
54051371,25.30,\N
54051372,23.08,\N
54051373,23.56,\N
54051374,25.50,\N
54051375,20.90,\N
54051376,25.20,\N
54051377,25.00,\N
54051378,23.23,\N
54051379,25.50,\N
54051380,21.60,\N
54051381,25.70,\N
54051382,23.40,\N
54051383,26.73,\N
54051384,24.60,\N
54051385,18.88,\N
54051396,21.30,\N
54051397,27.34,\N
54051398,22.20,\N
54051399,25.65,\N
54051400,23.91,\N
54051401,22.80,\N
54051406,26.20,\N
54051413,24.90,\N
54051414,20.56,\N
54051415,17.81,\N
54051416,22.50,\N
54051417,27.80,\N
54051418,22.80,\N
54051419,20.80,\N
54051420,19.31,\N
54051421,23.20,\N
54052979,19.84,\N
54052980,22.60,\N
54052981,18.18,\N
54053707,22.38,\N
54053711,28.80,\N
54053755,19.10,\N
54053756,20.13,\N
54053796,22.88,\N
54053853,18.60,\N
54053914,22.18,\N
54054359,18.89,\N
54054376,21.08,\N
54054539,24.95,\N
54075298,21.09,\N
54465298,29.80,\N
54053720,24.30,\N
54053719,19.00,\N
54053722,21.95,\N
54053723,22.20,\N
54053725,20.20,\N
54053726,22.30,\N
54053727,20.85,\N
54053731,26.03,\N
54053732,25.30,\N
54053733,25.10,\N
54053734,27.10,\N
54053735,22.20,\N
54053736,23.30,\N
54053737,23.40,\N
54053738,25.70,\N
54053739,21.30,\N
54053743,25.40,\N
54053744,22.20,\N
54053746,25.70,\N
54053747,24.70,\N
54053748,24.00,\N
54053751,27.10,\N
54053752,24.10,\N
54053753,25.30,\N
54053757,26.79,\N
54053758,23.60,\N
54053759,23.91,\N
54053760,20.50,\N
54053761,26.20,\N
54053762,25.40,\N
54053763,19.73,\N
54053764,24.50,\N
54053776,25.40,\N
54053777,27.00,\N
54053778,26.50,\N
54053779,25.20,\N
54053780,25.30,\N
54053781,23.80,\N
54053782,23.23,\N
54053783,24.33,\N
54053794,27.02,\N
54053795,24.50,\N
54053797,27.50,\N
54053798,26.33,\N
54053799,26.00,\N
54053820,25.95,\N
54053821,23.42,\N
54053822,25.65,\N
54053823,25.50,\N
54053824,27.10,\N
54053825,27.00,\N
54053826,29.30,\N
54053827,24.29,\N
54053828,24.80,\N
54053829,23.60,\N
54053830,25.80,\N
54053843,27.60,\N
54053844,26.00,\N
54053845,25.52,\N
54053846,24.90,\N
54053847,26.20,\N
54053848,28.22,\N
54053849,26.40,\N
54053851,25.50,\N
54053852,22.84,\N
54053854,24.30,\N
54053855,26.60,\N
54053912,21.00,\N
54053911,22.11,\N
54053913,25.30,\N
54053915,24.00,\N
54053916,28.50,\N
54053917,25.60,\N
54053918,22.60,\N
54053919,23.41,\N
54053920,26.50,\N
54053921,24.80,\N
54053922,23.00,\N
54053923,23.51,\N
54053924,25.20,\N
54053926,25.60,\N
54053925,25.10,\N
54053927,22.27,\N
54053928,22.81,\N
54053929,26.20,\N
54053930,21.21,\N
54053931,24.40,\N
54053932,26.33,\N
54053933,22.20,\N
54053934,22.00,\N
54053935,24.90,\N
54053936,26.70,\N
54053937,29.70,\N
54053938,26.10,\N
54053939,29.70,\N
54053940,27.90,\N
54053941,24.40,\N
54053942,24.30,\N
54053943,25.40,\N
54053944,23.60,\N
54053945,26.20,\N
54053946,25.90,\N
54053947,23.76,\N
54053948,25.40,\N
54053949,23.48,\N
54053950,25.90,\N
54053951,25.10,\N
54054268,23.60,\N
54054269,22.40,\N
54054270,21.63,\N
54054271,21.79,\N
54054272,24.10,\N
54054273,29.09,\N
54054274,24.06,\N
54054275,23.80,\N
54054277,23.90,\N
54054278,23.30,\N
54054279,23.57,\N
54054280,18.91,\N
54054281,20.77,\N
54054282,26.00,\N
54054283,25.30,\N
54054313,23.50,\N
54054314,23.75,\N
54054315,24.92,\N
54054316,25.30,\N
54054317,21.50,\N
54054318,24.90,\N
54054319,25.10,\N
54054320,22.40,\N
54054321,24.80,\N
54054322,27.50,\N
54054323,25.50,\N
54054324,23.60,\N
54054325,23.90,\N
54054326,26.70,\N
54054327,24.80,\N
54054328,23.70,\N
54054329,25.40,\N
54054331,25.22,\N
54054330,26.54,\N
54054332,27.00,\N
54054333,27.30,\N
54054334,25.91,\N
54054335,26.20,\N
54054338,23.20,\N
54054354,20.14,\N
54054355,22.60,\N
54054356,23.80,\N
54054357,24.51,\N
54054358,26.90,\N
54054360,22.90,\N
54054361,24.30,\N
54054362,25.50,\N
54054363,21.79,\N
54054364,25.30,\N
54054365,25.20,\N
54054366,25.30,\N
54054368,26.70,\N
54054369,25.00,\N
54054370,24.20,\N
54054371,24.20,\N
54054372,26.95,\N
54054373,23.33,\N
54054374,25.20,\N
54054375,25.67,\N
54054377,25.20,\N
54054402,26.40,\N
54054403,24.70,\N
54054404,24.40,\N
54054409,23.20,\N
54054412,23.90,\N
54054414,24.60,\N
54054415,21.87,\N
54054443,23.05,\N
54054444,22.30,\N
54054445,24.20,\N
54054449,18.30,\N
54054453,24.20,\N
54054458,23.30,\N
54054459,23.90,\N
54054460,23.60,\N
54054465,23.40,\N
54054510,21.20,\N
54054537,24.26,\N
54054561,25.80,\N
54054625,28.80,\N
54062098,22.32,\N
54094703,21.40,\N
54120745,19.99,\N
54265624,21.47,\N
54351348,22.69,\N
54054367,24.36,\N
54054405,20.31,\N
54054407,26.70,\N
54054408,22.99,\N
54054411,24.60,\N
54054413,25.30,\N
54054416,22.09,\N
54054446,22.80,\N
54054447,23.90,\N
54054448,24.80,\N
54054451,27.10,\N
54054452,27.26,\N
54054454,24.35,\N
54054455,29.06,\N
54054456,23.30,\N
54054457,21.90,\N
54054461,23.00,\N
54054462,25.90,\N
54054463,28.20,\N
54054464,21.18,\N
54054500,21.03,\N
54054501,17.45,\N
54054502,26.26,\N
54054503,22.90,\N
54054504,27.10,\N
54054505,23.10,\N
54054506,22.10,\N
54054507,22.00,\N
54054509,23.10,\N
54054511,24.90,\N
54054512,23.50,\N
54054513,25.70,\N
54054514,28.10,\N
54054515,23.70,\N
54054526,21.99,\N
54054527,26.70,\N
54054528,24.70,\N
54054529,26.06,\N
54054530,28.71,\N
54054531,24.02,\N
54054532,24.80,\N
54054533,24.20,\N
54054534,22.90,\N
54054535,26.80,\N
54054536,22.77,\N
54054538,24.42,\N
54054541,25.70,\N
54054542,20.75,\N
54054543,23.00,\N
54054544,23.30,\N
54054560,29.40,\N
54054562,25.40,\N
54054563,24.68,\N
54054565,20.97,\N
54054566,21.60,\N
54054567,25.10,\N
54054568,23.29,\N
54054576,25.10,\N
54054577,25.40,\N
54054578,23.15,\N
54054579,29.95,\N
54054580,27.20,\N
54054581,26.80,\N
54054582,26.30,\N
54054595,28.47,\N
54054594,29.69,\N
54054596,22.41,\N
54054597,26.90,\N
54054598,24.20,\N
54054599,25.70,\N
54054600,25.00,\N
54054601,23.80,\N
54054602,26.70,\N
54054603,24.80,\N
54054604,20.41,\N
54054605,26.37,\N
54054606,26.50,\N
54054607,27.40,\N
54054608,24.30,\N
54054609,30.38,\N
54054610,24.50,\N
54054611,27.70,\N
54054624,26.60,\N
54054626,27.20,\N
54054627,21.90,\N
54054628,28.91,\N
54054629,26.40,\N
54054630,24.30,\N
54054631,27.10,\N
54054632,23.90,\N
54054633,26.80,\N
54054649,27.38,\N
54054650,23.00,\N
54054652,25.30,\N
54054651,24.80,\N
54054653,25.70,\N
54054654,25.80,\N
54054655,24.10,\N
54054656,25.90,\N
54054665,23.00,\N
54054666,23.20,\N
54054667,24.66,\N
54054668,28.12,\N
54054680,26.10,\N
54054682,23.90,\N
54054681,26.40,\N
54054683,25.40,\N
54054684,24.98,\N
54054685,23.30,\N
54054686,26.80,\N
54054687,26.20,\N
54054688,25.80,\N
54054689,25.60,\N
54054690,24.00,\N
54054691,26.00,\N
54054692,26.10,\N
54054693,26.00,\N
54054694,26.10,\N
54054695,29.30,\N
54054704,24.80,\N
54054705,24.88,\N
54054706,23.40,\N
54054707,27.89,\N
54054708,22.89,\N
54054709,28.84,\N
54054710,26.40,\N
54054711,25.70,\N
54054712,23.30,\N
54054713,24.50,\N
54054714,23.80,\N
54054715,28.80,\N
54054724,27.11,\N
54054725,24.30,\N
54054726,25.10,\N
54054727,24.70,\N
54054728,26.80,\N
54054751,20.20,\N
54057196,22.20,\N
54093101,20.45,\N
54054739,25.50,\N
54054738,24.75,\N
54054740,24.20,\N
54054745,24.40,\N
54054746,24.77,\N
54054747,21.69,\N
54054748,25.61,\N
54054749,26.10,\N
54054750,24.90,\N
54054774,24.80,\N
54054775,25.80,\N
54054776,22.90,\N
54054777,26.70,\N
54054778,23.30,\N
54054779,23.70,\N
54054780,26.80,\N
54054781,24.70,\N
54055025,24.70,\N
54055026,21.75,\N
54055027,25.60,\N
54055028,27.60,\N
54055029,19.80,\N
54055030,24.45,\N
54055031,27.70,\N
54055032,25.80,\N
54055033,26.70,\N
54055034,20.80,\N
54055035,24.80,\N
54055036,22.90,\N
54055037,25.20,\N
54055039,23.80,\N
54055038,24.80,\N
54055040,24.40,\N
54055041,23.00,\N
54055058,23.60,\N
54055059,26.71,\N
54055060,24.20,\N
54055061,27.10,\N
54055062,29.20,\N
54055063,27.00,\N
54055064,24.96,\N
54055065,21.50,\N
54055066,27.50,\N
54055067,26.00,\N
54055071,22.68,\N
54055072,24.20,\N
54055073,23.60,\N
54055074,20.77,\N
54055075,25.50,\N
54055076,26.25,\N
54055082,24.10,\N
54055083,25.47,\N
54055084,25.40,\N
54055085,24.50,\N
54055086,21.03,\N
54055087,26.43,\N
54055088,23.30,\N
54055089,25.60,\N
54055091,24.00,\N
54055090,19.04,\N
54055100,25.90,\N
54055101,24.10,\N
54055102,26.05,\N
54055103,26.85,\N
54055104,20.80,\N
54055105,25.01,\N
54055106,24.20,\N
54055107,26.40,\N
54055108,25.60,\N
54055109,24.80,\N
54055110,26.01,\N
54055111,22.50,\N
54055112,26.20,\N
54055113,24.60,\N
54055114,27.48,\N
54055115,26.00,\N
54055116,25.20,\N
54055117,24.20,\N
54055118,22.01,\N
54055119,26.50,\N
54055120,25.46,\N
54055121,25.30,\N
54057197,23.70,\N
54057198,23.70,\N
54057199,22.48,\N
54057200,25.50,\N
54057201,23.30,\N
54057202,24.83,\N
54057203,20.00,\N
54057204,27.00,\N
54057205,23.80,\N
54057206,26.30,\N
54062077,21.80,\N
54062078,27.58,\N
54062079,26.70,\N
54062080,26.80,\N
54062081,22.70,\N
54062082,27.90,\N
54062084,27.20,\N
54062083,26.10,\N
54062085,27.20,\N
54062086,27.60,\N
54062087,24.02,\N
54062088,24.35,\N
54062089,25.81,\N
54062093,27.20,\N
54062092,23.80,\N
54062094,26.60,\N
54062095,29.02,\N
54062096,26.30,\N
54062097,21.30,\N
54065896,23.68,\N
54065897,25.90,\N
54065898,20.80,\N
54065899,25.10,\N
54065900,26.20,\N
54065901,26.20,\N
54065902,27.00,\N
54065904,20.36,\N
54065903,28.14,\N
54065905,24.00,\N
54065906,25.10,\N
54065907,25.30,\N
54065908,23.30,\N
54065909,26.40,\N
54065910,24.40,\N
54065911,27.60,\N
54065912,28.30,\N
54065913,27.50,\N
54065914,27.62,\N
54065915,29.11,\N
54065916,28.80,\N
54068384,27.60,\N
54068385,26.30,\N
54068386,24.10,\N
54068387,26.10,\N
54068388,19.21,\N
54068389,23.52,\N
54068390,24.60,\N
54068391,27.80,\N
54068392,24.20,\N
54068393,25.00,\N
54068394,23.80,\N
54068395,25.60,\N
54073328,23.80,\N
54073327,23.10,\N
54073330,23.80,\N
54073329,21.64,\N
54073331,19.72,\N
54073332,26.76,\N
54073333,23.95,\N
54073334,28.49,\N
54073335,24.30,\N
54073336,25.00,\N
54073337,26.50,\N
54073338,29.63,\N
54073340,25.50,\N
54073341,23.60,\N
54073351,22.10,\N
54073354,23.12,\N
54073356,20.58,\N
54073358,22.27,\N
54073364,21.30,\N
54073366,26.73,\N
54075296,24.10,\N
54075533,21.86,\N
54075304,26.90,\N
54075307,24.07,\N
54075308,20.05,\N
54075314,24.70,\N
54075319,21.40,\N
54075323,20.59,\N
54075541,25.60,\N
54075577,25.88,\N
54075582,20.70,\N
54075584,27.30,\N
54075994,25.70,\N
54076356,21.90,\N
54087490,22.60,\N
54092465,22.11,\N
54073339,28.44,\N
54073342,27.90,\N
54073343,27.59,\N
54073344,23.20,\N
54073345,25.54,\N
54073346,24.50,\N
54073347,26.70,\N
54073348,24.50,\N
54073349,24.20,\N
54073352,26.80,\N
54073353,27.13,\N
54073355,23.75,\N
54073357,26.20,\N
54073359,24.10,\N
54073360,24.03,\N
54073361,26.90,\N
54073362,27.90,\N
54073363,27.20,\N
54073365,27.33,\N
54073367,28.81,\N
54073368,27.40,\N
54073369,27.30,\N
54073370,31.14,\N
54073371,29.00,\N
54075297,22.10,\N
54075299,24.30,\N
54075300,24.60,\N
54075301,24.70,\N
54075302,25.30,\N
54075303,25.70,\N
54075305,22.76,\N
54075306,25.40,\N
54075309,25.50,\N
54075310,20.25,\N
54075311,25.80,\N
54075312,25.40,\N
54075313,22.30,\N
54075315,25.60,\N
54075316,22.80,\N
54075317,25.50,\N
54075318,25.09,\N
54075320,24.20,\N
54075321,28.50,\N
54075322,20.15,\N
54075542,24.00,\N
54075544,26.00,\N
54075545,26.00,\N
54075546,22.50,\N
54075547,27.60,\N
54075543,22.60,\N
54075549,24.90,\N
54075551,26.60,\N
54075550,21.72,\N
54075575,21.58,\N
54075576,23.40,\N
54075578,23.85,\N
54075579,26.95,\N
54075580,28.80,\N
54075581,27.10,\N
54075583,22.50,\N
54075585,21.80,\N
54075586,21.80,\N
54075587,25.50,\N
54075588,23.70,\N
54075589,25.80,\N
54075590,24.34,\N
54075591,25.00,\N
54075592,25.00,\N
54075593,23.40,\N
54075594,27.20,\N
54075595,27.10,\N
54075596,26.70,\N
54075978,28.38,\N
54075981,27.10,\N
54075982,27.50,\N
54075983,23.22,\N
54075984,24.34,\N
54075985,24.43,\N
54075986,28.22,\N
54075987,17.56,\N
54075988,24.12,\N
54075989,24.90,\N
54075990,26.10,\N
54075991,25.40,\N
54075992,21.23,\N
54075993,22.80,\N
54075995,22.40,\N
54075996,24.70,\N
54075997,25.80,\N
54075998,20.33,\N
54075999,26.00,\N
54076000,26.40,\N
54076013,26.09,\N
54076014,26.74,\N
54076015,23.53,\N
54076016,24.60,\N
54076017,21.54,\N
54076018,26.90,\N
54076019,26.89,\N
54076020,22.79,\N
54076021,28.00,\N
54076022,28.64,\N
54076023,23.46,\N
54076348,20.33,\N
54076349,20.09,\N
54076350,25.80,\N
54076351,28.22,\N
54076352,26.80,\N
54076353,25.70,\N
54076354,20.79,\N
54076355,25.74,\N
54076357,25.00,\N
54076358,24.30,\N
54076359,25.11,\N
54076360,23.02,\N
54076361,25.70,\N
54076362,24.84,\N
54076930,24.20,\N
54076929,21.16,\N
54076928,25.10,\N
54076927,26.00,\N
54076931,26.90,\N
54076932,27.30,\N
54076933,22.49,\N
54076934,21.46,\N
54076935,25.90,\N
54076936,25.50,\N
54076937,22.51,\N
54079051,25.80,\N
54079052,24.45,\N
54079053,23.50,\N
54079054,22.46,\N
54079056,24.00,\N
54079055,20.68,\N
54079787,24.18,\N
54079788,27.44,\N
54079789,25.40,\N
54079790,22.80,\N
54081197,27.40,\N
54081198,22.17,\N
54081199,22.71,\N
54081200,20.83,\N
54081290,20.80,\N
54082291,23.18,\N
54082292,23.99,\N
54084704,27.57,\N
54084708,21.90,\N
54087379,21.68,\N
54087417,20.20,\N
54087493,24.74,\N
54087575,19.43,\N
54087862,25.80,\N
54099952,25.20,\N
54104903,19.87,\N
54134551,23.38,\N
54293314,22.80,\N
54297998,27.40,\N
54084706,20.79,\N
54087376,23.10,\N
54087377,25.10,\N
54087378,23.10,\N
54087416,24.10,\N
54087415,26.30,\N
54087418,28.50,\N
54087419,25.30,\N
54087421,27.76,\N
54087420,25.12,\N
54087422,26.70,\N
54087424,22.82,\N
54087423,22.90,\N
54087425,24.40,\N
54087427,25.00,\N
54087426,24.10,\N
54087428,27.40,\N
54087435,25.15,\N
54087436,26.10,\N
54087437,27.28,\N
54087438,28.36,\N
54087439,24.91,\N
54087440,25.00,\N
54087441,23.90,\N
54087485,24.90,\N
54087486,21.51,\N
54087491,25.50,\N
54087492,24.70,\N
54087543,22.80,\N
54087545,25.60,\N
54087546,26.73,\N
54087547,23.98,\N
54087573,27.20,\N
54087574,20.53,\N
54087576,27.93,\N
54087577,28.00,\N
54087578,27.66,\N
54087579,28.94,\N
54087654,27.18,\N
54087655,23.00,\N
54087656,25.60,\N
54087657,25.70,\N
54087658,28.30,\N
54087659,22.98,\N
54087660,25.80,\N
54087661,25.30,\N
54087662,25.60,\N
54087663,22.99,\N
54087664,27.70,\N
54087665,22.90,\N
54087666,25.30,\N
54087667,23.60,\N
54087668,29.19,\N
54087669,28.20,\N
54087731,26.64,\N
54087732,26.00,\N
54087733,26.70,\N
54087734,27.20,\N
54087735,27.47,\N
54087736,28.07,\N
54087737,27.80,\N
54087738,26.20,\N
54087739,26.80,\N
54087740,25.10,\N
54087741,23.85,\N
54087742,24.90,\N
54087743,27.80,\N
54087744,29.70,\N
54087745,23.20,\N
54087746,23.80,\N
54087747,23.30,\N
54087748,19.95,\N
54087749,23.90,\N
54087750,23.50,\N
54087751,24.30,\N
54087752,25.10,\N
54087753,20.66,\N
54087754,20.35,\N
54087755,23.14,\N
54087756,23.47,\N
54087757,22.85,\N
54087758,24.69,\N
54087759,26.20,\N
54087760,28.87,\N
54087761,27.83,\N
54087762,26.30,\N
54087763,26.95,\N
54087764,21.54,\N
54087765,22.15,\N
54087766,23.40,\N
54087767,27.43,\N
54087780,21.42,\N
54087781,25.50,\N
54087782,26.64,\N
54087783,28.40,\N
54087784,23.20,\N
54087785,26.10,\N
54087786,28.10,\N
54087802,18.58,\N
54087803,25.80,\N
54087804,21.70,\N
54087805,25.50,\N
54087806,27.60,\N
54087807,25.40,\N
54087808,26.80,\N
54087809,28.61,\N
54087810,24.20,\N
54087811,26.33,\N
54087813,27.50,\N
54087812,25.00,\N
54087831,27.26,\N
54087834,27.70,\N
54087835,20.54,\N
54087832,26.70,\N
54087833,27.50,\N
54087837,29.23,\N
54087838,24.00,\N
54087839,25.20,\N
54087840,27.60,\N
54087841,22.90,\N
54087842,23.80,\N
54087844,24.77,\N
54087843,25.10,\N
54087845,25.20,\N
54087846,24.60,\N
54087855,27.40,\N
54087856,26.59,\N
54087857,25.20,\N
54087859,23.44,\N
54087858,24.30,\N
54087860,21.02,\N
54087861,23.50,\N
54087863,23.97,\N
54087864,23.70,\N
54087865,25.00,\N
54087866,25.50,\N
54088798,24.40,\N
54088800,22.80,\N
54088801,27.70,\N
54088806,21.09,\N
54091659,28.44,\N
54096685,25.00,\N
54097867,24.29,\N
54099604,21.00,\N
54101345,25.40,\N
54087867,26.10,\N
54088799,27.60,\N
54088804,27.60,\N
54088803,28.21,\N
54088805,21.64,\N
54088807,25.20,\N
54088808,23.00,\N
54088810,25.64,\N
54088811,24.50,\N
54088813,25.00,\N
54088812,27.40,\N
54088814,25.84,\N
54088815,24.20,\N
54088816,24.16,\N
54088817,27.50,\N
54088818,19.96,\N
54088819,23.80,\N
54088820,21.16,\N
54088821,23.60,\N
54088822,26.20,\N
54088823,26.90,\N
54088824,28.70,\N
54090615,23.50,\N
54090616,22.30,\N
54090617,23.70,\N
54090618,22.00,\N
54090619,24.59,\N
54090620,19.88,\N
54090621,27.40,\N
54091629,20.07,\N
54091631,21.44,\N
54091632,26.10,\N
54091633,20.16,\N
54091634,22.89,\N
54091635,24.45,\N
54091636,27.10,\N
54091637,26.50,\N
54091638,25.30,\N
54091639,21.30,\N
54091650,20.40,\N
54091651,23.40,\N
54091652,24.99,\N
54091653,27.50,\N
54091654,21.90,\N
54091655,22.10,\N
54091656,27.20,\N
54091657,20.00,\N
54091658,23.70,\N
54091660,22.33,\N
54091661,25.10,\N
54092466,24.60,\N
54092904,21.05,\N
54092903,22.80,\N
54092905,23.10,\N
54092906,24.70,\N
54092907,26.90,\N
54092908,21.80,\N
54092909,28.10,\N
54092910,26.59,\N
54092911,20.22,\N
54092912,22.49,\N
