spkid,e,q,i,moid,moid_ld
54439316,0.5845,0.559,38.00,0.389,151
54439318,0.6217,0.900,3.98,0.0153,5.94
54439319,0.4810,1.088,17.10,0.0884,34.4
54439421,0.2647,1.054,15.15,0.137,53.3
54439424,0.3331,1.257,35.58,0.315,123
54439428,0.2851,1.115,5.94,0.112,43.4
54440302,0.3632,1.123,4.46,0.118,46.1
54440322,0.9296,0.142,6.04,0.0301,11.7
54441082,0.4889,1.091,5.12,0.0954,37.1
54439314,0.2153,1.180,27.14,0.237,92.1
54439317,0.0847,1.056,31.69,0.0637,24.8
54439320,0.1654,1.009,1.92,0.00246,0.959
54439321,0.3278,1.023,11.72,0.0177,6.89
54439322,0.3918,0.766,1.31,0.00296,1.15
54439323,0.4364,0.999,2.14,0.021,8.18
54439324,0.1095,0.866,11.71,0.0246,9.59
54439325,0.5696,0.696,3.07,0.00518,2.01
54439326,0.5770,0.909,6.47,0.0241,9.36
54439327,0.7561,0.495,13.49,0.23,89.5
54439328,0.3727,0.685,18.40,0.00132,0.515
54439329,0.1073,0.974,0.94,0.01,3.89
54439330,0.4031,1.059,6.66,0.0575,22.4
54439419,0.1982,0.709,3.20,0.0141,5.47
54439420,0.1541,0.777,9.68,0.0469,18.2
54439423,0.1267,0.879,19.12,0.011,4.29
54439425,0.2184,0.837,4.12,0.00466,1.81
54439422,0.4162,1.137,0.88,0.131,51.1
54439427,0.1231,1.002,25.84,0.00287,1.12
54439430,0.7409,0.343,30.98,0.0106,4.14
54439429,0.5545,0.562,35.18,0.0133,5.18
54439431,0.6079,0.888,23.01,0.0777,30.2
54439432,0.1885,0.954,5.57,0.00691,2.69
54439433,0.1352,1.029,9.06,0.0474,18.5
54439434,0.5756,0.874,1.12,0.00761,2.96
54439435,0.1588,0.798,1.94,0.0136,5.31
54439436,0.3974,0.772,1.22,0.0101,3.92
54439706,0.2606,0.968,6.41,0.00728,2.83
54439708,0.3589,0.939,15.39,0.123,47.7
54439707,0.3066,0.752,2.40,0.0131,5.11
54439709,0.5685,1.142,11.63,0.188,73.4
54439711,0.3720,0.803,1.49,0.017,6.63
54439710,0.6057,0.687,12.46,0.0282,11
54439712,0.1553,0.878,9.35,0.00548,2.13
54439713,0.3743,1.061,2.37,0.047,18.3
54439716,0.0798,0.907,3.25,0.0134,5.23
54439717,0.4596,0.798,6.00,0.00202,0.785
54439714,0.3120,0.965,1.46,0.00378,1.47
54439715,0.2382,0.976,4.87,0.034,13.2
54439882,0.0687,1.004,27.36,0.0567,22.1
54439884,0.6805,0.855,53.33,0.138,53.9
54439885,0.7128,0.707,11.02,0.0128,4.97
54439886,0.5189,1.003,8.11,0.014,5.45
54439887,0.4703,1.050,3.93,0.0436,17
54439888,0.7620,0.495,12.68,0.00722,2.81
54439889,0.4883,0.714,18.08,0.0212,8.24
54439890,0.2270,0.958,2.64,0.0108,4.2
54439891,0.1035,0.867,21.14,0.0546,21.2
54439893,0.4564,0.901,11.05,0.0862,33.6
54439894,0.4910,1.018,7.90,0.0391,15.2
54439892,0.5342,1.142,14.35,0.133,51.9
54439895,0.5185,0.813,5.90,0.0112,4.36
54439897,0.3338,0.987,17.06,0.104,40.4
54439896,0.0771,1.105,15.04,0.165,64.3
54439998,0.1998,0.796,19.98,0.000841,0.327
54439999,0.6399,0.868,4.46,0.0012,0.468
54440000,0.4528,0.984,17.60,0.058,22.6
54440001,0.3981,1.111,8.89,0.102,39.6
54440002,0.2478,0.877,8.04,0.013,5.04
54440314,0.5621,0.457,15.45,0.0914,35.6
54440315,0.4593,0.917,3.04,0.000778,0.303
54440318,0.3890,0.830,28.53,0.000473,0.184
54440317,0.4593,0.982,15.13,0.0433,16.9
54440319,0.5995,0.885,1.44,0.00116,0.453
54440320,0.6284,1.002,4.56,0.022,8.56
54440321,0.5399,1.037,1.46,0.0306,11.9
54440641,0.6065,1.097,8.75,0.118,45.7
54440642,0.6682,0.667,5.46,0.00364,1.42
54440643,0.3159,1.279,26.82,0.4,156
54440644,0.5518,0.974,2.28,9.77e-05,0.038
54440646,0.0645,1.260,16.19,0.28,109
54440647,0.6449,0.635,19.28,0.296,115
54440648,0.7527,0.658,7.91,0.0103,3.99
54440649,0.3639,1.099,6.58,0.0857,33.4
54440650,0.8252,0.478,19.05,0.257,100
54440651,0.3268,1.067,25.50,0.0815,31.7
54440652,0.2993,1.018,10.31,0.0274,10.7
54440654,0.4787,1.101,19.18,0.143,55.5
54440653,0.4320,0.922,2.11,0.00285,1.11
54440655,0.4558,0.997,7.84,0.0144,5.62
54441075,0.1655,1.140,21.80,0.135,52.4
54441076,0.6676,0.805,6.53,0.0433,16.9
54441077,0.4011,0.623,12.07,0.0381,14.8
54441078,0.2217,0.888,1.18,0.00624,2.43
54441079,0.5239,0.869,2.81,0.015,5.84
54441080,0.3182,1.128,12.33,0.113,44.1
54441081,0.7152,0.661,9.80,0.0141,5.5
54441083,0.6312,0.718,6.45,0.0806,31.4
54441086,0.1753,1.046,15.19,0.0364,14.1
54441085,0.4305,1.025,2.49,0.0157,6.11
54441084,0.3419,1.000,9.68,0.141,55
54441087,0.1540,1.136,9.66,0.145,56.4
54441088,0.4926,0.968,6.14,0.0127,4.95
54441089,0.5370,0.608,8.96,0.0683,26.6
54441090,0.1805,1.125,24.43,0.146,57
54441091,0.6533,0.845,7.53,0.0144,5.62
54441092,0.7815,0.223,47.47,0.113,44.1
54441096,0.4289,1.026,7.55,0.0181,7.03
54441095,0.4781,1.140,8.46,0.179,69.9
54441094,0.2705,0.969,1.27,0.0112,4.37
54441097,0.8513,0.407,12.22,0.0337,13.1
54441262,0.1738,1.020,13.75,0.0263,10.2
54441263,0.3459,1.084,7.79,0.151,58.7
54441265,0.4354,0.525,4.56,0.0206,8
54441264,0.8101,0.464,9.27,0.015,5.82
54441266,0.4727,1.028,8.21,0.0221,8.62
54441267,0.4702,1.131,5.83,0.118,45.9
54441270,0.4615,0.917,34.10,0.243,94.4
54441268,0.2502,1.014,8.75,0.000948,0.369
54441269,0.2051,1.023,0.52,0.0104,4.05
54441271,0.4783,0.853,8.60,0.0672,26.2
54441682,0.6341,0.932,10.91,0.0407,15.8
54441683,0.3328,1.260,22.06,0.462,180
54441684,0.5676,0.983,17.06,0.0182,7.08
54441685,0.6234,0.686,8.80,0.00852,3.31
54441686,0.4945,1.081,20.79,0.324,126
54441687,0.4201,1.020,2.58,0.0419,16.3
54441688,0.4744,1.097,4.53,0.108,42.1
54441866,0.4529,0.818,17.36,0.0011,0.427
54441865,0.2399,0.727,12.75,0.157,61.1
54441867,0.0618,1.167,6.02,0.182,70.8
54441868,0.6753,0.671,7.40,0.0111,4.32
54441869,0.3325,0.553,0.80,0.00917,3.57
54441870,0.5136,1.138,7.52,0.142,55.2
54441871,0.5272,0.991,12.17,0.0101,3.92
54441872,0.3432,0.946,22.09,0.00202,0.784
54441873,0.6153,0.928,33.89,0.00869,3.38
54441874,0.2402,0.708,3.88,0.000441,0.172
54441875,0.4074,0.956,2.70,0.00233,0.908
54441876,0.3456,1.033,5.44,0.026,10.1
54441877,0.2992,1.023,8.31,0.0129,5.02
54441878,0.3512,0.650,5.93,0.00863,3.36
54441879,0.2241,1.083,8.66,0.0729,28.4
54442109,0.7465,0.510,5.39,0.00443,1.73
54442111,0.5754,1.012,25.93,0.000718,0.279
54442110,0.7273,0.534,4.92,0.0681,26.5
54442112,0.1251,0.824,17.46,0.0394,15.3
54442144,0.1307,0.807,32.48,0.0214,8.34
54442147,0.3633,0.942,0.73,0.00562,2.19
54442148,0.5814,1.045,22.12,0.0494,19.2
54442145,0.1764,0.863,2.17,0.00826,3.21
54442149,0.5649,0.826,1.20,0.0106,4.14
54442250,0.5187,0.327,9.98,1.22e-05,0.00474
54442252,0.2478,0.748,10.85,0.0251,9.76
54442251,0.4217,0.853,16.18,0.0323,12.6
54442318,0.2587,0.970,18.03,0.019,7.39
54442319,0.5038,1.022,5.68,0.0113,4.39
54442321,0.4816,1.048,9.26,0.0339,13.2
54442322,0.5141,0.369,28.85,0.0245,9.54
54442323,0.5559,1.007,11.32,0.0122,4.76
54442411,0.3498,1.170,14.51,0.159,61.8
54444999,0.5905,0.978,2.37,0.0224,8.73
54445200,0.5517,1.103,2.36,0.0961,37.4
54445574,0.2697,1.146,1.43,0.134,52.1
54445576,0.5042,1.239,8.16,0.223,86.8
54445846,0.6554,0.981,9.57,0.00146,0.569
54446792,0.1579,1.261,22.33,0.255,99.2
54455883,0.4332,1.233,11.37,0.223,86.7
54552669,0.5340,0.331,1.16,0.00372,1.45
54442508,0.3718,0.962,34.92,0.0277,10.8
54442646,0.6876,0.613,44.08,0.00977,3.8
54442682,0.2384,1.011,3.60,0.00693,2.7
54443996,0.1308,0.951,12.82,0.0575,22.4
54444912,0.5949,0.716,3.54,0.014,5.45
54444913,0.2928,1.104,3.19,0.0992,38.6
54444914,0.1926,1.013,6.50,0.0199,7.73
54444915,0.4500,0.984,6.24,0.0402,15.6
54444916,0.3185,0.608,9.60,0.0455,17.7
54444917,0.7722,0.577,7.85,0.129,50.3
54444950,0.6726,0.748,30.54,0.00616,2.4
54444951,0.5472,0.905,3.41,0.0249,9.69
54444952,0.3660,0.813,12.25,0.00631,2.46
54444954,0.5807,1.021,2.65,0.0244,9.51
54444953,0.3561,0.925,29.39,0.0274,10.7
54444955,0.0363,1.019,15.56,0.0368,14.3
54444956,0.2131,1.042,15.14,0.0603,23.4
54444957,0.5806,1.015,8.97,0.00246,0.956
54444958,0.4517,1.061,27.53,0.0493,19.2
54444959,0.8942,0.241,26.43,0.32,125
54444996,0.2289,0.708,10.22,0.000219,0.0852
54444997,0.1936,0.961,10.48,0.00214,0.833
54444998,0.4126,0.885,2.70,0.0293,11.4
54445000,0.3099,0.884,4.33,0.00993,3.87
54445199,0.5618,0.966,8.63,0.00109,0.422
54445201,0.6605,0.419,36.00,0.0548,21.3
54445202,0.5688,1.094,13.30,0.144,55.9
54445203,0.3372,0.942,10.48,0.0648,25.2
54445204,0.6415,0.889,23.72,0.0197,7.66
54445205,0.2682,0.940,11.25,0.105,40.9
54445206,0.0983,0.866,7.54,0.0284,11.1
54445207,0.0927,1.014,7.67,0.0115,4.47
54445208,0.8949,0.205,8.07,0.00559,2.18
54445306,0.1634,1.052,7.66,0.036,14
54445307,0.4857,1.034,4.89,0.0183,7.12
54445308,0.5166,0.853,24.64,0.126,49
54445309,0.5283,1.047,1.56,0.0374,14.5
54445310,0.4494,1.162,7.94,0.157,61.3
54445311,0.4672,0.918,13.70,0.0117,4.57
54445312,0.2455,0.743,1.29,0.00501,1.95
54445313,0.5865,1.066,1.76,0.0556,21.6
54445448,0.3938,1.051,2.89,0.0585,22.8
54445449,0.3206,1.064,0.82,0.0483,18.8
54445451,0.5045,0.932,5.69,0.00664,2.58
54445450,0.4984,0.811,6.54,0.00757,2.95
54445452,0.3632,1.064,5.52,0.106,41.4
54445453,0.6382,0.902,3.90,0.00186,0.725
54445454,0.5243,0.466,16.29,0.012,4.68
54445456,0.1352,1.140,9.32,0.132,51.4
54445458,0.6896,0.611,22.93,0.032,12.5
54445579,0.1254,1.294,37.56,0.295,115
54446231,0.6043,1.049,15.01,0.0356,13.9
54454871,0.4770,1.277,4.14,0.266,103
54445455,0.6882,0.768,9.70,0.00757,2.95
54445457,0.1953,1.018,7.65,0.0157,6.13
54445521,0.5043,1.031,9.47,0.0297,11.6
54445522,0.5329,0.992,9.68,0.0266,10.4
54445523,0.6928,0.669,6.43,0.0132,5.13
54445524,0.5882,0.970,12.09,0.0475,18.5
54445525,0.2590,1.004,2.45,0.00971,3.78
54445573,0.4849,0.799,26.28,0.00639,2.49
54445575,0.2135,1.239,22.88,0.274,107
54445577,0.3207,0.994,6.11,0.00525,2.04
54445578,0.5544,0.920,34.82,0.194,75.5
54445580,0.2888,0.742,6.57,0.0345,13.4
54445618,0.1191,1.015,7.68,0.0388,15.1
54445619,0.7033,0.943,21.81,0.21,81.7
54445621,0.4865,1.048,8.47,0.0397,15.4
54445622,0.3319,1.047,16.16,0.0434,16.9
54445623,0.4124,0.579,23.32,0.102,39.6
54445624,0.4373,1.215,10.28,0.206,80.3
54445625,0.6466,0.920,6.58,0.0714,27.8
54445626,0.4617,1.023,27.85,0.225,87.7
54445842,0.4879,1.088,1.19,0.0757,29.5
54445843,0.5013,0.481,25.53,0.104,40.4
54445844,0.6125,0.721,5.68,0.0371,14.4
54445845,0.4982,1.079,9.94,0.0612,23.8
54445848,0.2528,0.979,15.76,0.0206,8.01
54445847,0.4083,0.931,2.70,0.00454,1.77
54445916,0.2888,0.847,22.41,0.00152,0.592
54445920,0.2652,0.702,12.45,0.00534,2.08
54445919,0.2510,0.655,27.64,0.0729,28.4
54445918,0.3039,0.874,8.79,0.00976,3.8
54445917,0.1415,1.035,12.84,0.0271,10.5
54445921,0.5978,0.812,10.53,0.133,51.6
54445922,0.1418,0.820,8.70,0.0185,7.18
54445923,0.1757,1.059,24.55,0.0479,18.6
54446032,0.3787,0.979,3.89,0.00961,3.74
54446033,0.2550,1.075,7.95,0.132,51.3
54446034,0.5414,1.010,7.76,0.0102,3.98
54446232,0.4420,1.172,5.78,0.159,61.8
54446350,0.5993,0.447,45.00,0.535,208
54446351,0.0681,1.029,20.23,0.0475,18.5
54446353,0.5478,1.197,10.78,0.192,74.6
54446354,0.5047,1.047,11.11,0.0301,11.7
54446355,0.4825,1.253,2.48,0.24,93.5
54446552,0.5506,1.008,4.69,0.0715,27.8
54446553,0.4140,0.988,21.93,0.104,40.3
54446554,0.5628,0.660,6.08,0.0375,14.6
54446555,0.8169,0.393,3.25,0.016,6.23
54446556,0.2343,0.980,11.08,0.00911,3.55
54446557,0.4484,1.043,8.21,0.0493,19.2
54446558,0.4373,0.959,3.50,0.0287,11.2
54446559,0.7212,0.675,10.44,0.0035,1.36
54446560,0.2915,1.239,29.19,0.384,149
54446561,0.3024,0.936,4.28,0.0504,19.6
54446562,0.2886,1.207,22.82,0.19,73.8
54446666,0.1553,0.930,9.16,0.0252,9.83
54446668,0.5341,1.258,13.15,0.242,94.3
54446669,0.3201,0.911,2.43,0.00314,1.22
54446670,0.4935,0.709,4.57,0.00546,2.13
54446789,0.2408,1.004,11.87,0.017,6.62
54446790,0.6286,0.871,17.32,0.0638,24.8
54446791,0.2692,1.074,9.25,0.0961,37.4
54446793,0.6317,0.718,6.94,0.0204,7.92
54447039,0.5387,0.985,45.95,0.00593,2.31
54447402,0.1393,0.994,6.43,0.01,3.9
54447403,0.2163,1.048,20.26,0.0326,12.7
54447404,0.2348,1.033,6.05,0.0272,10.6
54447405,0.2422,0.691,24.21,0.0261,10.1
54447406,0.6935,0.844,35.40,0.127,49.5
54447407,0.5938,0.517,20.95,0.00207,0.804
54447952,0.4428,1.293,3.42,0.283,110
54447953,0.2601,0.794,2.63,0.00343,1.33
54447954,0.4526,0.554,0.91,0.00327,1.27
54447955,0.5693,1.053,2.94,0.0536,20.9
54447956,0.5050,1.023,6.32,0.00624,2.43
54447957,0.4428,1.190,6.74,0.174,67.6
54447958,0.5158,0.364,11.14,0.00238,0.926
54447959,0.2924,1.020,7.14,0.00747,2.91
54447960,0.4678,0.375,33.32,0.0104,4.04
54448016,0.5780,1.088,3.08,0.0724,28.2
54448015,0.5099,1.040,4.99,0.0654,25.5
54448063,0.3210,1.082,6.16,0.115,44.6
54448064,0.4356,1.063,25.67,0.309,120
54448602,0.3921,1.277,4.04,0.259,101
54448983,0.2580,1.011,30.10,0.0139,5.4
54449799,0.4290,1.236,4.32,0.237,92.3
54449800,0.5172,1.198,3.63,0.191,74.5
54458190,0.4777,1.119,11.16,0.11,42.6
54458352,0.4605,1.275,7.04,0.275,107
54465278,0.4617,1.174,7.59,0.188,73.1
54506145,0.5063,1.199,18.51,0.2,78
54448066,0.5362,1.024,14.96,0.0109,4.24
54448065,0.4668,0.998,0.92,0.014,5.46
54448114,0.2980,0.569,28.05,0.0117,4.56
54448115,0.2008,0.717,5.65,0.00367,1.43
54448116,0.4833,1.047,2.34,0.0404,15.7
54448598,0.5066,1.016,9.65,0.00668,2.6
54448599,0.9665,0.096,16.62,0.178,69.2
54448600,0.6580,0.924,3.28,0.0375,14.6
54448601,0.5423,1.009,8.40,0.00218,0.849
54448603,0.4479,1.194,12.17,0.179,69.7
54448604,0.1869,0.950,13.43,0.0333,13
54452960,0.4845,1.129,10.50,0.125,48.6
54453741,0.0521,0.963,4.27,0.00221,0.859
54453742,0.2862,0.786,6.26,0.0146,5.67
54453743,0.1223,0.925,9.04,0.0177,6.9
54453744,0.3297,0.967,5.90,0.000117,0.0456
54453749,0.5717,0.859,5.34,0.000865,0.336
54453745,0.2696,1.136,24.19,0.132,51.4
54453747,0.1437,1.210,16.42,0.315,123
54453746,0.6234,1.016,4.92,0.0634,24.7
54453748,0.7518,0.618,8.31,0.118,46.1
54454238,0.2275,0.671,1.21,0.00493,1.92
54454239,0.2832,0.910,5.25,0.0364,14.2
54454240,0.2454,0.816,1.25,0.0126,4.91
54454241,0.1922,1.036,14.82,0.0274,10.7
54454242,0.4003,0.815,13.98,0.128,49.9
54454243,0.3992,0.897,7.24,0.0179,6.96
54454872,0.2872,0.978,4.95,0.00204,0.795
54454873,0.3506,1.112,21.46,0.0956,37.2
54454874,0.0698,0.956,4.48,0.00458,1.78
54454875,0.4245,1.274,9.01,0.261,102
54455373,0.6897,0.445,14.90,0.0183,7.11
54455374,0.7747,0.511,16.02,0.0536,20.9
54455375,0.3606,1.092,25.30,0.162,63
54455376,0.4466,1.176,9.40,0.161,62.5
54455377,0.6474,0.800,4.24,0.0061,2.38
54455378,0.5715,0.488,7.22,0.00912,3.55
54455879,0.5085,1.010,3.69,0.0617,24
54455880,0.5945,1.085,35.60,0.074,28.8
54455881,0.5438,1.026,6.22,0.0343,13.4
54455882,0.4642,1.165,11.70,0.147,57.4
54455884,0.2531,1.063,13.47,0.0466,18.2
54456238,0.2380,0.956,19.24,0.0516,20.1
54456239,0.2179,0.892,12.90,0.0138,5.36
54456241,0.6761,0.752,22.11,0.013,5.05
54456242,0.3806,1.145,2.46,0.127,49.3
54457674,0.3467,0.872,13.38,0.0422,16.4
54457677,0.4747,1.042,8.95,0.0394,15.3
54458174,0.4247,1.168,6.89,0.15,58.5
54458176,0.3086,1.041,8.53,0.0508,19.8
54458184,0.5569,0.927,13.34,0.0234,9.12
54458187,0.9096,0.237,40.14,0.455,177
54458197,0.2832,0.669,14.41,0.00304,1.18
54459243,0.2326,1.202,20.14,0.281,109
54459570,0.3832,1.003,4.89,0.0708,27.6
54455885,0.3991,0.858,8.38,0.00738,2.87
54456240,0.4399,0.987,18.35,0.00629,2.45
54456243,0.2694,0.611,6.13,0.0102,3.97
54456244,0.2704,0.937,23.41,0.101,39.5
54456245,0.3851,0.873,23.40,0.0331,12.9
54457672,0.7246,0.688,2.22,0.00774,3.01
54457671,0.3223,0.933,1.43,0.0118,4.59
54457673,0.1575,0.878,4.54,0.0133,5.18
54457675,0.1479,1.149,21.59,0.146,56.9
54457676,0.1353,1.264,25.84,0.295,115
54457678,0.4738,0.992,20.12,0.0534,20.8
54458173,0.0661,1.066,26.82,0.0889,34.6
54458172,0.5005,1.005,4.62,0.0624,24.3
54458175,0.5297,1.121,3.45,0.114,44.3
54458183,0.5015,0.556,9.37,0.108,41.9
54458185,0.8958,0.244,9.90,0.0617,24
54458186,0.2217,0.654,18.99,0.00783,3.05
54458188,0.5465,0.846,7.18,0.0259,10.1
54458189,0.2072,1.129,4.62,0.113,43.8
54458191,0.4471,0.972,17.82,0.0575,22.4
54458192,0.5813,1.211,33.34,0.196,76.3
54458194,0.0608,1.165,18.06,0.153,59.4
54458195,0.2134,1.002,5.91,0.00871,3.39
54458196,0.5015,0.960,14.84,0.0208,8.09
54458351,0.5682,0.559,6.88,0.00421,1.64
54458354,0.6602,0.918,2.76,0.00808,3.14
54458353,0.4221,1.222,8.88,0.205,79.8
54458355,0.4688,0.869,10.66,0.00554,2.16
54458498,0.1387,1.063,27.03,0.0475,18.5
54458501,0.5379,1.053,8.79,0.0364,14.2
54458500,0.2928,1.026,11.68,0.00995,3.87
54458502,0.2680,1.110,13.76,0.0938,36.5
54458503,0.2517,1.066,2.10,0.069,26.8
54458504,0.3120,0.803,6.01,0.0125,4.87
54458505,0.4893,1.076,3.08,0.0644,25.1
54458506,0.3399,1.171,1.12,0.156,60.5
54458507,0.4531,0.858,9.99,0.0439,17.1
54458508,0.0928,0.962,6.53,0.00432,1.68
54458509,0.5796,0.884,5.03,0.00628,2.45
54458890,0.4898,1.053,8.34,0.0555,21.6
54458891,0.6860,0.581,13.00,0.223,86.7
54458893,0.3513,1.261,4.77,0.25,97.3
54458892,0.2986,1.216,51.23,0.244,94.9
54458894,0.2870,1.020,18.02,0.117,45.7
54458895,0.7676,0.295,37.45,0.256,99.5
54458896,0.4427,1.202,9.87,0.202,78.8
54459237,0.3565,0.675,5.14,0.0185,7.2
54459238,0.4162,1.253,11.60,0.239,93.1
54459239,0.4894,1.096,5.37,0.122,47.5
54459240,0.2209,1.293,2.49,0.286,111
54459241,0.1909,1.049,10.55,0.044,17.1
54459242,0.8784,0.277,29.95,0.402,157
54459569,0.3227,1.043,9.69,0.0319,12.4
54460107,0.4683,1.233,6.25,0.217,84.4
54460106,0.4838,1.268,4.00,0.265,103
54460573,0.4308,0.889,5.35,0.00799,3.11
54460877,0.1832,0.768,9.08,0.00143,0.557
54461065,0.3481,0.789,3.83,0.00053,0.206
54462805,0.2845,0.569,12.25,0.000416,0.162
54462806,0.6867,0.523,38.35,0.0293,11.4
54462807,0.6077,0.293,3.19,0.0288,11.2
54465173,0.6206,1.213,30.88,0.374,146
54465199,0.5345,1.291,8.70,0.295,115
54465224,0.2389,1.108,13.56,0.0965,37.5
54465241,0.5462,0.660,20.95,0.000506,0.197
54465556,0.3780,0.638,12.38,0.00774,3.01
54467171,0.5198,1.187,12.02,0.21,81.8
54465172,0.4579,0.740,0.33,0.00544,2.12
54465176,0.5749,1.146,13.28,0.13,50.7
54465177,0.5216,0.895,4.46,0.00616,2.4
54465178,0.3186,0.632,30.09,0.112,43.5
54465196,0.5415,1.008,9.79,0.00429,1.67
54465197,0.5475,1.011,9.59,0.0462,18
54465198,0.3230,1.042,3.28,0.0398,15.5
54465200,0.2601,1.027,22.22,0.0491,19.1
54465201,0.5740,1.048,5.29,0.0344,13.4
54465202,0.2270,1.027,5.77,0.0144,5.58
54465203,0.4816,1.137,11.40,0.12,46.8
54465204,0.3406,1.241,19.03,0.25,97.2
54465209,0.5786,1.006,7.63,0.00136,0.531
54465210,0.3930,0.560,1.56,0.0103,4
54465212,0.5461,0.930,4.09,0.0212,8.26
54465211,0.4151,1.254,4.84,0.254,99
54465213,0.3572,0.994,3.97,0.0437,17
54465215,0.3019,0.832,5.46,0.00584,2.27
54465216,0.3992,0.935,7.03,0.00231,0.898
54465217,0.5398,0.864,5.72,0.0383,14.9
54465218,0.3309,0.956,6.17,0.0832,32.4
54465219,0.5935,0.769,13.39,0.0483,18.8
54465220,0.7020,0.580,11.86,0.115,44.9
54465221,0.0539,1.118,9.68,0.105,41
54465223,0.3093,1.026,13.88,0.0274,10.7
54465222,0.3513,1.160,22.37,0.148,57.5
54465225,0.3254,1.135,25.00,0.2,77.9
54465226,0.6007,0.914,5.72,0.000362,0.141
54465227,0.5361,1.244,17.99,0.243,94.4
54465228,0.5429,0.996,7.73,0.0354,13.8
54465240,0.4674,1.198,4.73,0.202,78.8
54465242,0.3749,0.907,5.40,0.0175,6.83
54465243,0.1706,0.746,28.36,0.0263,10.2
54465244,0.5644,0.799,5.14,0.00455,1.77
54465245,0.5328,1.118,3.70,0.103,40.2
54465246,0.4404,1.085,10.49,0.125,48.6
54465247,0.4973,1.095,7.67,0.0797,31
54465248,0.1581,1.111,11.04,0.105,40.7
54465249,0.5679,0.982,10.20,0.0157,6.1
54465269,0.4050,0.839,5.30,0.0015,0.583
54465270,0.4451,0.946,1.04,0.00487,1.89
54465271,0.4050,0.666,32.47,0.0444,17.3
54465273,0.1653,0.970,19.01,0.0749,29.1
54465274,0.5459,0.997,1.72,0.00825,3.21
54465275,0.5596,0.873,6.89,0.019,7.41
54465276,0.6006,1.004,8.35,0.00314,1.22
54465277,0.5252,1.237,5.38,0.221,86.1
54465279,0.3408,1.046,16.99,0.0462,18
54465291,0.4502,0.541,14.28,0.0318,12.4
54465292,0.3470,1.046,18.13,0.0784,30.5
54465295,0.3141,1.074,20.53,0.185,72
54465299,0.3060,1.224,6.70,0.235,91.6
54465303,0.2468,0.652,2.06,0.00781,3.04
54465389,0.7766,0.321,16.22,0.0476,18.5
54465390,0.1234,1.100,21.34,0.0999,38.9
54465431,0.5930,0.726,5.02,0.0734,28.6
54467195,0.4363,1.272,4.61,0.28,109
54465294,0.4978,1.058,9.28,0.0423,16.5
54465293,0.4035,1.269,1.79,0.265,103
54465296,0.3368,0.970,1.01,0.00671,2.61
54465300,0.0986,1.025,23.37,0.0757,29.4
54465301,0.4036,0.490,27.17,0.00348,1.35
54465302,0.2506,0.823,23.13,0.135,52.7
54465391,0.5689,0.982,4.95,0.0619,24.1
54465392,0.2517,1.091,27.43,0.0854,33.2
54465393,0.6093,1.072,3.94,0.0562,21.9
54465394,0.4301,0.781,4.39,0.061,23.8
54465395,0.4349,1.181,4.74,0.184,71.7
54465397,0.1399,1.012,21.24,0.0076,2.96
54465396,0.4807,1.139,6.99,0.165,64.2
54465430,0.3175,1.021,5.08,0.00514,2
54465432,0.3203,0.845,4.36,0.00306,1.19
54465473,0.4902,1.203,9.22,0.198,76.9
54465472,0.8235,0.353,9.72,0.085,33.1
54465471,0.1389,1.103,23.05,0.0907,35.3
54465474,0.3826,0.952,1.23,0.000744,0.29
54465475,0.1141,1.185,25.66,0.176,68.4
54465476,0.4542,1.173,4.12,0.18,69.9
54465477,0.4716,1.175,5.55,0.163,63.5
54465519,0.5302,0.959,7.26,0.0317,12.3
54465520,0.3053,0.989,19.66,0.0843,32.8
54465521,0.2282,0.728,5.71,0.0225,8.74
54465522,0.4043,1.045,22.06,0.0376,14.6
54465523,0.5904,0.964,10.58,0.0106,4.14
54465524,0.5804,0.997,4.81,0.0676,26.3
54465525,0.3718,0.953,7.24,0.00243,0.947
54465527,0.4880,1.255,21.75,0.247,95.9
54465529,0.4321,0.871,3.47,0.00529,2.06
54465530,0.4355,0.987,9.38,0.00084,0.327
54465531,0.2965,0.629,5.63,0.0145,5.64
54465552,0.5034,1.060,2.78,0.0473,18.4
54465553,0.5471,0.928,9.18,0.0976,38
54465554,0.5501,0.960,3.77,0.0135,5.26
54465555,0.4933,1.176,13.94,0.167,65.1
54465557,0.5724,0.616,11.75,0.0139,5.41
54465601,0.4985,1.013,0.99,0.00201,0.781
54465602,0.5850,0.835,8.45,0.00229,0.893
54465603,0.3811,0.964,13.45,0.011,4.29
54465604,0.5990,1.040,6.63,0.0838,32.6
54465605,0.5523,0.979,0.44,0.00442,1.72
54465620,0.5265,1.049,7.89,0.0413,16.1
54465700,0.0796,1.072,12.27,0.0775,30.2
54465701,0.5822,1.109,4.10,0.109,42.3
54465707,0.5258,1.175,12.38,0.189,73.7
54465708,0.5168,1.075,6.40,0.0782,30.4
54465826,0.6174,0.755,1.94,0.00196,0.763
54465827,0.2045,0.724,5.49,0.0177,6.87
54465828,0.4399,0.952,29.49,0.0438,17
54465829,0.4125,1.105,0.63,0.0933,36.3
54465830,0.5945,1.090,10.61,0.105,40.7
54465831,0.2221,0.983,12.23,0.0171,6.67
54465942,0.4460,0.577,22.93,0.161,62.5
54465943,0.6801,0.969,13.92,0.0598,23.3
54465951,0.6925,0.882,5.80,0.0117,4.54
54465952,0.5384,0.336,14.04,0.0458,17.8
